"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18
P052,169,Alaska Village Electric Cooperative,Gambell,Gambell_grid,Bering Straits,0,2212.8880000000004,0,0,36.668999999999997,0,0,2249.5570000000007,PCE,14,Gambell,NA
P053,169,Alaska Village Electric Cooperative,Hooper Bay,Hooper Bay_grid,Lower Yukon-Kuskokwim,0,3312.4470000000001,0,0,346.95299999999997,0,0,3659.4,PCE,24,Hooper Bay,NA
P054,169,Alaska Village Electric Cooperative,Kasigluk,Kasigluk_grid,Lower Yukon-Kuskokwim,0,2467.0309999999999,0,0,322.36299999999994,0,0,2789.3939999999993,PCE,24,Kasigluk,NA
P055,169,Alaska Village Electric Cooperative,Kiana,Kiana_grid,Northwest Arctic,0,1715.15,0,0,0,0,0,1715.15,PCE,12,Kiana,NA
P056,169,Alaska Village Electric Cooperative,Kivalina,Kivalina_grid,Northwest Arctic,0,1873.5210000000002,0,0,0,0,0,1873.5210000000002,PCE,12,Kivalina,NA
P057,169,Alaska Village Electric Cooperative,Kotlik,Kotlik_grid,Lower Yukon-Kuskokwim,0,2178.5499999999997,0,0,0,0,0,2178.5499999999997,PCE,12,Kotlik,NA
P058,169,Alaska Village Electric Cooperative,Koyuk,Koyuk_grid,Bering Straits,0,1286.8269999999998,0,0,0,0,0,1286.8269999999998,PCE,12,Koyuk,NA
P059,169,Alaska Village Electric Cooperative,Marshall,Marshall_grid,Lower Yukon-Kuskokwim,0,1564.7779999999998,0,0,0,0,0,1564.7779999999998,PCE,12,Marshall,NA
P060,169,Alaska Village Electric Cooperative,Mountain Village,Saint Mary's_grid,Lower Yukon-Kuskokwim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data
P061,169,Alaska Village Electric Cooperative,New Stuyahok,New_Stuyahok_grid,Bristol Bay,0,1921.7079999999999,0,0,0,0,0,1921.7079999999999,PCE,12,New Stuyahok; Ekwok,NA
P062,169,Alaska Village Electric Cooperative,Noatak,Noatak_grid,Northwest Arctic,0,1852.7710000000002,0,0,0,0,0,1852.7710000000002,PCE,12,Noatak,NA
P063,169,Alaska Village Electric Cooperative,Noorvik,Noorvik_grid,Northwest Arctic,0,1963.1210000000003,0,0,12.542,0,0,1975.6630000000002,PCE,23,Noorvik,NA
P064,169,Alaska Village Electric Cooperative,Nunapitchuk,Kasigluk_grid,Lower Yukon-Kuskokwim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data
P065,169,Alaska Village Electric Cooperative,Pilot Station,Pilot Station_grid,Lower Yukon-Kuskokwim,0,1876.6369999999999,0,0,0,0,0,1876.6369999999999,PCE,12,Pilot Station,NA
P066,169,Alaska Village Electric Cooperative,Quinhagak,Quinhagak_grid,Lower Yukon-Kuskokwim,0,1779.4579999999999,0,0,561.29499999999996,0,0,2340.7530000000002,PCE,24,Quinhagak,NA
P067,169,Alaska Village Electric Cooperative,"Saint Mary's, Andreafsky",Saint Mary's_grid,Lower Yukon-Kuskokwim,0,3649.8040000000001,0,0,2060.4780000000001,0,0,5710.2820000000011,PCE,24,"Saint Mary's, Andreafsky; Pitkas Point",NA
P068,169,Alaska Village Electric Cooperative,Savoonga,Savoonga_grid,Bering Straits,0,2472.6770000000001,0,0,54.957999999999998,0,0,2527.6350000000002,PCE,18,Savoonga,NA
P069,169,Alaska Village Electric Cooperative,Scammon Bay,Scammon Bay_grid,Lower Yukon-Kuskokwim,0,1710.6110000000001,0,0,0,0,0,1710.6110000000001,PCE,12,Scammon Bay,NA
P070,169,Alaska Village Electric Cooperative,Selawik,Selawik_grid,Northwest Arctic,0,2859.9809999999998,0,0,0,0,0,2859.9809999999998,PCE,12,Selawik,NA
P071,169,Alaska Village Electric Cooperative,Shishmaref,Shishmaref_grid,Bering Straits,0,1851.2930000000001,0,0,0,0,0,1851.2930000000001,PCE,12,Shishmaref,NA
P072,169,Alaska Village Electric Cooperative,Shungnak,Shungnak_grid,Northwest Arctic,0,1633.6879999999999,0,0,16.302,0,0,1649.9900000000002,PCE,16,Shungnak; Kobuk,NA
P073,169,Alaska Village Electric Cooperative,Saint Michael,Stebbins_grid,Bering Straits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data
P074,169,Alaska Village Electric Cooperative,Stebbins,Stebbins_grid,Bering Straits,0,3563.7950000000005,0,0,0,0,0,3563.7950000000005,PCE,12,Stebbins,NA
P075,169,Alaska Village Electric Cooperative,Togiak,Togiak_grid,Bristol Bay,0,3271.28,0,0,0,0,0,3271.28,PCE,12,Togiak,NA
P076,169,Alaska Village Electric Cooperative,Toksook Bay,Toksook Bay_grid,Lower Yukon-Kuskokwim,0,3270.3009999999995,0,0,445.88799999999998,0,0,3716.1889999999989,PCE,24,Toksook Bay,NA
P077,169,Alaska Village Electric Cooperative,Kalskag,Upper Kalskag_grid,Lower Yukon-Kuskokwim,0,1545.2649999999999,0,0,0,0,0,1545.2649999999999,PCE,12,Kalskag,NA
P078,169,Alaska Village Electric Cooperative,Yakutat,Yakutat_grid,Southeast,0,6506.5649999999996,0,0,0,0,0,6506.5649999999996,PCE,12,Yakutat,NA
P079,169,Alaska Village Electric Cooperative,Anvik,Anvik_grid,Yukon-Koyukuk/Upper Tanana,0,400.1,0,0,0,0,0,400.1,PCE,12,Anvik,NA
P080,169,Alaska Village Electric Cooperative,Eek,Eek_grid,Lower Yukon-Kuskokwim,0,1221.0740000000001,0,0,0,0,0,1221.0740000000001,PCE,12,Eek,NA
P081,169,Alaska Village Electric Cooperative,Ekwok,New_Stuyahok_grid,Bristol Bay,NA,NA,NA,NA,NA,NA,NA,NA,PCE,12,"no generation, power from New Stuyahok",NA
P082,169,Alaska Village Electric Cooperative,Goodnews Bay,Goodnews Bay_grid,Lower Yukon-Kuskokwim,0,779.87100000000021,0,0,0,0,0,779.87100000000021,PCE,12,Goodnews Bay,NA
P083,169,Alaska Village Electric Cooperative,Grayling,Grayling_grid,Yukon-Koyukuk/Upper Tanana,0,611.70799999999997,0,0,0,0,0,611.70799999999997,PCE,12,Grayling,NA
P084,169,Alaska Village Electric Cooperative,Holy Cross,Holy Cross_grid,Yukon-Koyukuk/Upper Tanana,0,576.3370000000001,0,0,0,0,0,576.3370000000001,PCE,12,Holy Cross,NA
P085,169,Alaska Village Electric Cooperative,Huslia,Huslia_grid,Yukon-Koyukuk/Upper Tanana,0,1106.171,0,0,0,0,0,1106.171,PCE,12,Huslia,NA
P086,169,Alaska Village Electric Cooperative,Kaltag,Kaltag_grid,Yukon-Koyukuk/Upper Tanana,0,670.65600000000006,0,6.6360000000000001,0,0,0,677.29200000000014,PCE,24,Kaltag,NA
P087,169,Alaska Village Electric Cooperative,Mekoryuk,Mekoryuk_grid,Lower Yukon-Kuskokwim,0,920.31899999999996,0,0,4.2400000000000011,0,0,924.55900000000008,PCE,19,Mekoryuk,NA
P088,169,Alaska Village Electric Cooperative,Minto,Minto_grid,Yukon-Koyukuk/Upper Tanana,0,768.32300000000009,0,0,0,0,0,768.32300000000009,PCE,12,Minto,NA
P089,169,Alaska Village Electric Cooperative,Nightmute,Toksook Bay_grid,Lower Yukon-Kuskokwim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data
P090,169,Alaska Village Electric Cooperative,Nulato,Nulato_grid,Yukon-Koyukuk/Upper Tanana,0,1070.9169999999999,0,0,0,0,0,1070.9169999999999,PCE,12,Nulato,NA
P091,169,Alaska Village Electric Cooperative,Old Harbor,Old Harbor_grid,Kodiak,0,808.80499999999995,0,0,0,0,0,808.80499999999995,PCE,12,Old Harbor,NA
P092,169,Alaska Village Electric Cooperative,Pitkas Point,Saint Mary's_grid,Lower Yukon-Kuskokwim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data
P093,169,Alaska Village Electric Cooperative,Russian Mission,Russian Mission_grid,Lower Yukon-Kuskokwim,0,951.29900000000021,0,0,0,0,0,951.29900000000021,PCE,12,Russian Mission,NA
P094,169,Alaska Village Electric Cooperative,Shageluk,Shageluk_grid,Yukon-Koyukuk/Upper Tanana,0,434.02799999999996,0,0,0,0,0,434.02799999999996,PCE,12,Shageluk,NA
P095,169,Alaska Village Electric Cooperative,Shaktoolik,Shaktoolik_grid,Bering Straits,0,816.60300000000007,0,0,292.81799999999998,0,0,1109.421,PCE,24,Shaktoolik,NA
P096,169,Alaska Village Electric Cooperative,Teller,Teller_grid,Bering Straits,0,873.10700000000008,0,0,0,0,0,873.10700000000008,PCE,12,Teller,NA
P097,169,Alaska Village Electric Cooperative,Tununak,Toksook Bay_grid,Lower Yukon-Kuskokwim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data
P098,169,Alaska Village Electric Cooperative,Wales,Wales_grid,Bering Straits,0,660.928,0,0,0,0,0,660.928,PCE,12,Wales,NA
P099,169,Alaska Village Electric Cooperative,Lower Kalskag,Upper Kalskag_grid,Lower Yukon-Kuskokwim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data
P100,683,Alutiiq Power Company,Karluk,Karluk_grid,Kodiak,0,206.79400000000004,0,0,0,0,0,206.79400000000004,PCE,12,Karluk,NA
P101,8,Chugach Electric Assn Inc,Hank Nikkels Plant 1,Railbelt_grid,Railbelt,2252,0,0,0,0,0,0,2252,EIA923,36,0,NA
P102,8,Chugach Electric Assn Inc,Eklutna Hydro Project,Railbelt_grid,Railbelt,0,0,139994,0,0,0,0,139994,EIA923,12,0,NA
P103,8,Chugach Electric Assn Inc,George M Sullivan Generation Plant 2,Railbelt_grid,Railbelt,761372,0,0,0,0,0,0,761372.00000000012,EIA923,36,0,NA
P105,5,Aniak Light & Power,Aniak,Aniak_grid,Lower Yukon-Kuskokwim,0,2670.8999999999996,0,0,0,0,0,2670.8999999999996,PCE,12,Aniak,NA
P106,747,Arctic Village Electric Company,Arctic Village,Arctic Village_grid,Yukon-Koyukuk/Upper Tanana,0,466.56700000000001,0,0,0,0,0,466.56700000000001,PCE,8,Arctic Village,NA
P107,291,"Atka, City of",Atka,Atka_grid,Aleutians,0,57.14,310,0,0,0,0,367.13999999999993,PCE,20,Atka,NA
P108,337,Atmautluak Tribal Utilities,Atmautluak,Atmautluak_grid,Lower Yukon-Kuskokwim,0,1112.585,0,0,0,0,0,1112.585,PCE,12,Atmautluak,NA
P109,520,Aurora Energy LLC,Aurora Energy LLC Chena,Railbelt_grid,Railbelt,177115,0,0,0,0,0,0,177115,EIA923,12,0,NA
P110,214,"Barrow Utils & Elec Coop, Inc",Barrow,Utqiagvik_grid,North Slope,47331,0,0,0,0,0,0,47331,EIA923,13,Utqiagvik,NA
P111,420,Beaver Joint Utilities,Beaver,Beaver_grid,Yukon-Koyukuk/Upper Tanana,0,91.299999999999983,0,0,0,0,0,91.299999999999983,PCE,3,Beaver,NA
P112,767,Birch Creek Electric Company,Birch Creek,Birch Creek_grid,Yukon-Koyukuk/Upper Tanana,0,81.951999999999998,0,0,0,0,0,81.951999999999998,PCE,12,Birch Creek,NA
P113,432,"Buckland, City of",Buckland,Buckland_grid,Northwest Arctic,0,1695.8000000000004,0,0,239.392,0,0,1935.1920000000007,PCE,24,Buckland,NA
P114,682,Chalkyitsik Village Council,Chalkyitsik,Chalkyitsik_grid,Yukon-Koyukuk/Upper Tanana,0,50.67,0,0,0,0,0,50.67,PCE,2,Chalkyitsik,NA
P115,686,Chenega Ira Council,Chenega Bay,Chenega_grid,Copper River/Chugach,0,218.88199999999998,0,0,0,0,0,218.88199999999998,PCE,10,Chenega Bay,NA
P116,658,Chignik Lagoon Power Utility,Chignik Lagoon,Chignik Lagoon_grid,Bristol Bay,0,513.65599999999995,18.349999999999998,0,0,0,0,532.00599999999997,PCE,16,Chignik Lagoon,NA
P117,437,Chignik Lake Electric Utility,Chignik Lake,Chignik Lake_grid,Bristol Bay,0,190.12999999999997,0,0,0,0,0,190.12999999999997,PCE,9,Chignik Lake,NA
P118,297,"Chignik, City of",Chignik,Chignik_grid,Bristol Bay,0,665.79499999999996,0,0,0,0,0,665.79499999999996,PCE,12,Chignik,NA
P119,368,Chitina Electric Inc,Chitina,Chitina_grid,Copper River/Chugach,0,431.15600000000001,0,0,0,0,0,431.15600000000001,PCE,12,Chitina,NA
P120,8,Chugach Electric Assn Inc,Beluga,Railbelt_grid,Railbelt,2049,0,0,0,0,0,0,2049,EIA923,10,0,NA
P121,8,Chugach Electric Assn Inc,Cooper Lake,Railbelt_grid,Railbelt,0,0,36381.000000000007,0,0,0,0,36381.000000000007,EIA923,12,0,NA
P122,8,Chugach Electric Assn Inc,International,Railbelt_grid,Railbelt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data
P123,8,Chugach Electric Assn Inc,Southcentral Power Project,Railbelt_grid,Railbelt,1041694,0,0,0,0,0,0,1041694,EIA923,24,0,NA
P124,256,Circle Electric Utility,Circle,Circle_grid,Yukon-Koyukuk/Upper Tanana,0,421.5619999999999,0,0,0,0,0,421.5619999999999,PCE,12,Circle,NA
P125,360,"Clark's Point, City of",Clark's Point,Clark's Point_grid,Bristol Bay,0,413.43,0,0,0,0,0,413.43,PCE,12,Clark's Point,NA
P126,10,"Copper Valley Elec Assn, Inc",Allison Creek Hydro,CopperValley_grid,Copper River/Chugach,0,0,17551,0,0,0,0,17551,EIA923,12,0,NA
P127,10,"Copper Valley Elec Assn, Inc",Glennallen,CopperValley_grid,Copper River/Chugach,0,8490,0,0,0,0,0,8490,EIA923,12,0,NA
P128,10,"Copper Valley Elec Assn, Inc",Solomon Gulch,CopperValley_grid,Copper River/Chugach,0,0,41182.000000000007,0,0,0,0,41182.000000000007,EIA923,12,0,NA
P129,10,"Copper Valley Elec Assn, Inc",Valdez,CopperValley_grid,Copper River/Chugach,0,3642,0,0,0,0,0,3642,EIA923,12,0,NA
P130,10,"Copper Valley Elec Assn, Inc",Valdez Cogen,CopperValley_grid,Copper River/Chugach,25547.000000000004,0,0,0,0,0,0,25547.000000000004,EIA923,12,0,NA
P131,160,"Cordova Electric Coop, Inc",Eyak Service Center BESS,Cordova_grid,Copper River/Chugach,0,0,0,0,0,0,-85,-85,EIA923,12,"Cordova, Eyak",NA
P132,160,"Cordova Electric Coop, Inc",Humpback Creek,Cordova_grid,Copper River/Chugach,0,0,3248,0,0,0,0,3248,EIA923,12,"Cordova, Eyak",NA
P133,160,"Cordova Electric Coop, Inc",Orca,Cordova_grid,Copper River/Chugach,0,8065,0,0,0,0,0,8065,EIA923,12,"Cordova, Eyak",NA
P134,160,"Cordova Electric Coop, Inc",Power Creek,Cordova_grid,Copper River/Chugach,0,0,15432.999999999998,0,0,0,0,15432.999999999998,EIA923,12,"Cordova, Eyak",NA
P135,383,Diomede Joint Utilities,Diomede,Diomede_grid,Bering Straits,0,398.43599999999998,0,0,0,0,0,398.43599999999998,PCE,12,Diomede,NA
P136,720,Doyon Utilities - Fort Greely,Fort Greely Power Plant,Railbelt_grid,Railbelt,0,59.78,0,0,0,0,0,59.78,EIA923,12,0,NA
P137,726,Doyon Utilities - Ft. Wainwright,Utility Plants Section,Railbelt_grid,Railbelt,65058,0,0,0,0,0,0,65058,EIA923,12,0,NA
P138,724,"Doyon Utilities, LLC",JBER Landfill Gas Power Plant,Railbelt_grid,Railbelt,0,38093,0,0,0,0,0,38093,EIA923,18,0,NA
P139,320,Egegik Light & Power Co,Egegik,Egegik_grid,Bristol Bay,0,647.86800000000005,0,0,0,0,0,647.86800000000005,PCE,12,Egegik,NA
P140,701,Elfin Cove Utility Commission,Elfin Cove,Elfin Cove_grid,Southeast,0,374.82100000000003,0,0,0,0,0,374.82100000000003,PCE,12,Elfin Cove,NA
P141,442,"False Pass, City of",False Pass,False Pass_grid,Aleutians,0,661.65200000000004,0,0,0,0,0,661.65200000000004,PCE,12,False Pass,NA
P142,0,Fire Island Wind LLC,Fire Island Wind,Railbelt_grid,Railbelt,0,0,0,0,41759,0,0,41759,EIA923,12,0,NA
P143,88,G & K Inc,Cold Bay,Cold Bay_grid,Aleutians,0,2425.3000000000002,0,0,0,0,0,2425.3000000000002,PCE,12,Cold Bay,NA
P144,274,"Galena, City of",Galena,Galena_grid,Yukon-Koyukuk/Upper Tanana,0,5360.9720000000007,0,0,0,0,0,5360.9720000000007,PCE,12,Galena,NA
P145,341,Gold Country Energy,Central,Central_grid,Yukon-Koyukuk/Upper Tanana,0,460.24899999999997,0,0,0,0,0,460.24899999999997,PCE,12,Central,NA
P146,13,Golden Valley Elec Assn Inc,Battery Energy Storage System,Railbelt_grid,Railbelt,0,0,0,0,0,0,-3433,-3433,EIA923,12,0,NA
P147,13,Golden Valley Elec Assn Inc,Delta Power,Railbelt_grid,Railbelt,-120.99999999999999,0,0,0,0,0,0,-120.99999999999999,EIA923,12,0,NA
P148,13,Golden Valley Elec Assn Inc,Eva Creek Wind,Railbelt_grid,Railbelt,0,0,0,0,56647.999999999993,0,0,56647.999999999993,EIA923,12,0,NA
P149,13,Golden Valley Elec Assn Inc,Fairbanks,Railbelt_grid,Railbelt,9141,-117.00000000000001,0,0,0,0,0,9023.9999999999964,EIA923,24,0,NA
P150,13,Golden Valley Elec Assn Inc,Healy,Railbelt_grid,Railbelt,373972.99999999994,0,0,0,0,0,0,373972.99999999994,EIA923,36,0,NA
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,464977,0,0,0,0,0,0,464977,EIA923,48,0,NA
P152,13,Golden Valley Elec Assn Inc,GVEA Solar Farm,Railbelt_grid,Railbelt,NA,NA,NA,360,NA,NA,NA,360,GVEA FERC1,NA,NA,No data
P153,373,Golovin Power Utilities,Golovin,Golovin_grid,Bering Straits,0,949.80400000000009,0,0,0,0,0,949.80400000000009,PCE,12,Golovin,NA
P154,63,Gwitchyaa Zhee Utilities Company,Fort Yukon,Fort Yukon_grid,Yukon-Koyukuk/Upper Tanana,0,2546.1039999999998,0,0,0,0,0,2546.1039999999998,PCE,10,Fort Yukon,NA
