AEA Plant ID,eia_plant_id,PCE reporting ID,plant_name,AEA_operator Id,eia_operator_id,OPERATOR_Operator_name,INTERTIE_Current Intertie ID,INTERTIE_Current Intertie name,Currently Reports to EIA,Currently Reports to PCE,combined_heat_power,nameplate_capacity,OPERATOR_sector__id,OPERATOR_sector__name,OPERATOR_sector__number,Primary voltage,Primary voltage 2,Phases,Latitude,longitude,"status (OP, SB, OA)",Notes
P284,54151.0,,Central Production Facility 1,AEA-164,14956.0,Phillips Alaska Inc,,,0.0,0.0,,,,,,,,,,,,
P285,54152.0,,Central Production Facility 2,AEA-164,14956.0,Phillips Alaska Inc,,,0.0,0.0,,,,,,,,,,,,
P286,54153.0,,Central Production Facility 3,AEA-164,14956.0,Phillips Alaska Inc,,,0.0,0.0,,,,,,,,,,,,
P230,,332480.0,Pilot Point,AEA-074,,Pilot Point Electric Utility,173-0000,Pilot Point_grid,0.0,1.0,True,0.246,1.0,Electric Utility,1.0,7.2,,,57.56417,-157.57917,OP,
P231,,332490.0,Platinum,AEA-075,,"Platinum, City of",174-0000,Platinum_grid,0.0,1.0,True,0.14,1.0,Electric Utility,1.0,,,,59.01306,-161.81639,OP,
P232,,332500.0,Port Heiden,AEA-077,,Port Heiden Utilities,175-0000,Port Heiden_grid,0.0,1.0,True,0.369,1.0,Electric Utility,1.0,7.2,,,56.94839,-158.62902,OP,
P233,,332510.0,Kongiganak,AEA-078,,Puvurnaq Power Company,176-0000,Kongiganak_grid,0.0,1.0,True,0.84,1.0,Electric Utility,1.0,7.2,,,59.88,-163.054,OP,
P234,,332520.0,Rampart,AEA-079,,Rampart Village Council,177-0000,Rampart_grid,0.0,1.0,False,0.187,1.0,Electric Utility,1.0,7.2,,,65.505,-150.17,OP,
P235,,,Willow Solar,AEA-151,,Renewable IPP,215-1985,Railbelt_grid,0.0,0.0,False,,,,,,,,,,OP,
P236,,332530.0,Ruby,AEA-080,,"Ruby, City of",178-0000,Ruby_grid,0.0,1.0,True,0.464,1.0,Electric Utility,1.0,7.2,,,64.73944,-155.48694,OP,
P237,,332550.0,Saint George,AEA-082,,"Saint George, City of",179-0000,Saint George_grid,0.0,1.0,True,0.8,1.0,Electric Utility,1.0,7.2,,,56.6,-169.54167,OP,
P238,,332560.0,Saint Paul,AEA-083,,Saint Paul Municipal Electric,180-0000,Saint Paul_grid,0.0,1.0,True,2.92,1.0,Electric Utility,1.0,7.2,,,57.12222,-170.275,OP,
P239,92.0,,Seward,AEA-111,16955.0,"Seward, City of",215-1985,Railbelt_grid,1.0,0.0,False,15.6,1.0,Electric Utility,1.0,150.0, ,,60.130922,-149.43501,,
P280,7333.0,,Blue Lake Fish Valve,AEA-130,17271.0,"Sitka, City & Borough of",219-0000,Sitka_grid,0.0,0.0,False,15.9,1.0,Electric Utility,1.0,69.0, ,,57.0516,-135.2297,,
P240,93.0,,Blue Lake Hydro,AEA-130,17271.0,"Sitka, City & Borough of",219-0000,Sitka_grid,1.0,0.0,False,15.9,1.0,Electric Utility,1.0,69.0, ,,57.0516,-135.2297,OP,
P241,313.0,,Green Lake,AEA-130,17271.0,"Sitka, City & Borough of",219-0000,Sitka_grid,1.0,0.0,False,18.6,1.0,Electric Utility,1.0,69.0, ,,56.986284,-135.12275,OP,
P242,6801.0,,Jarvis Street,AEA-130,17271.0,"Sitka, City & Borough of",219-0000,Sitka_grid,1.0,0.0,False,25.6,1.0,Electric Utility,1.0,69.0, ,,57.0497,-135.3128,,
P243,,,South Fork Hydro (Eagle River),AEA-152,,"South Fork Hydro, LLC",215-1985,Railbelt_grid,0.0,0.0,False,,,,,,,,,,OP,
P244,61166.0,,Tyee Lake Hydroelectric Facility,AEA-124,60770.0,Southeast Alaska Power Agency,217-2009,SEAPA_grid,1.0,0.0,False,22.6,6.0,Commercial NAICS Non-Cogen,4.0,69.0,115,,56.216403,-131.504344,OP,
P245,,,Burnett River Hatchery,AEA-154,,SSRAA,,,0.0,0.0,False,,,,,,,,,,,
P246,,332570.0,Stevens Village,AEA-081,,Stevens Village Ira Council,181-0000,Stevens Village_grid,0.0,1.0,True,0.417,1.0,Electric Utility,1.0,7.2,,,66.00639,-149.09083,OP,
P247,,332580.0,Takotna,AEA-084,,Takotna Community Assoc Inc,182-0000,Takotna_grid,0.0,1.0,False,0.216,1.0,Electric Utility,1.0,7.2,,,62.98861,-156.06417,OP,
P248,,332590.0,Port Alsworth,AEA-085,,Tanalian Electric Cooperative,183-0000,Port Alsworth_grid,0.0,1.0,True,0.63,1.0,Electric Utility,1.0,7.2,,,60.2025,-154.31278,OP,
P249,,332600.0,Tanana,AEA-086,,Tanana Power Company Inc,184-0000,Tanana_grid,0.0,1.0,True,1.375,1.0,Electric Utility,1.0,2.4,,,65.17194,-152.07889,OP,
P250,,332610.0,Tatitlek,AEA-087,,Tatitlek Village Ira Council,185-0000,Tatitlek_grid,0.0,1.0,True,0.315,1.0,Electric Utility,1.0,,,,60.86472,-146.67861,OP,
P251,,331005.0,Adak,AEA-088,,TDX Adak Generating LLC,186-0000,Adak_grid,0.0,1.0,False,4.335,1.0,Electric Utility,1.0,2.4,,,51.8725,-176.62861,OP,
P252,,332540.0,Sand Point,AEA-089,63560.0,"Sand Point Generating, LLC",187-0000,Sand Point_grid,0.0,1.0,True,2.83,1.0,Electric Utility,1.0,7.2,,,55.33972,-160.49722,OP,
P253,,332200.0,Manley Hot Springs,AEA-090,,TDX Manley Generating LLC,188-0000,Manley Hot Springs_grid,0.0,1.0,True,0.23600000000000002,1.0,Electric Utility,1.0,7.2,,,65.00111,-150.63389,OP,
P254,58278.0,,TNSG North Plant,AEA-117,19277.0,TDX North Slope Generating Company,224_0000,Deadhorse_grid,1.0,0.0,False,25.7,1.0,Electric Utility,1.0,12.47,4.16,,70.235278,-148.383611,OP,
P255,58117.0,,TNSG South Plant,AEA-117,19277.0,TDX North Slope Generating Company,224_0000,Deadhorse_grid,1.0,0.0,False,7.8,1.0,Electric Utility,1.0,12.47,4.16,,70.2,-148.466667,OP,
P256,,332630.0,Tenakee Springs,AEA-092,,"Tenakee Springs, City of",189-0000,Tenakee Springs_grid,0.0,1.0,False,0.24,1.0,Electric Utility,1.0,7.2,,,57.78083,-135.21889,OP,
P257,52184.0,,Tesoro Kenai Cogeneration Plant,AEA-125,18617.0,Tesoro Alaska Company LLC,215-1985,Railbelt_grid,1.0,0.0,True,8.6,4.0,Industrial NAICS Cogen,7.0,25.0, ,,60.677,-151.3815,,
P258,,332710.0,Tuluksak,AEA-093,,Tuluksak Traditional,190-0000,Tuluksak_grid,0.0,1.0,False,0.3,1.0,Electric Utility,1.0,7.2,,,61.1025,-160.96167,OP,
P259,,332720.0,Tuntutuliak,AEA-094,,Tuntutuliak Community,191-0000,Tuntutuliak_grid,0.0,1.0,True,0.975,1.0,Electric Utility,1.0,7.2,,,60.34306,-162.66306,OP,
P260,,332730.0,Twin Hills,AEA-095,,Twin Hills Village Council,192-0000,Twin Hills_grid,0.0,1.0,False,0.22,1.0,Electric Utility,1.0,,,,59.07917,-160.275,,
P261,,332740.0,Nikolski,AEA-096,,Umnak Power Company,193-0000,Nikolski_grid,0.0,1.0,True,0.196,1.0,Electric Utility,1.0,7.2,,,52.93806,-168.86778,,
P262,6299.0,332850.0,Unalakleet,AEA-098,40548.0,Unalakleet Valley Electric Cooperative,194-0000,Unalakleet_grid,1.0,1.0,True,1.9000000000000001,1.0,Electric Utility,1.0,4.0, ,,63.876789,-160.790414,OP,
P263,7502.0,,Dutch Harbor,AEA-097,19454.0,"Unalaska, City of",195-0000,Unalaska_grid,1.0,,True,21.9,1.0,Electric Utility,1.0,4.16, ,,53.892459,-166.538185,OP,
P264,7503.0,,Unalaska Power Module,AEA-097,19454.0,"Unalaska, City of",195-0000,Unalaska_grid,1.0,,True,1.1,1.0,Electric Utility,1.0,4.16, ,,53.863993,-166.512591,OP,
P291,,332860.0,Unalaska,AEA-097,19454.0,"Unalaska, City of",195-0000,Unalaska_grid,0.0,1.0,True,1.1,1.0,Electric Utility,1.0,,,,53.863993,-166.512591,OP,Inlcudes EIA Unalaska Power Module and Dutch Harbor
P265,,332870.0,Newtok,AEA-099,,Ungusraq Power Company,196-0000,Newtok_grid,0.0,1.0,True,0.27,1.0,Electric Utility,1.0,,,,60.94278,-164.62944,OP,
P266,54422.0,,Unisea G 2,AEA-126,19553.0,Unisea Inc,195-0000,Unalaska_grid,1.0,0.0,False,17.5,5.0,Industrial NAICS Non-Cogen,6.0,12.4, ,,53.8796,-166.5532,OP,
P267,50711.0,,University of Alaska Fairbanks,AEA-127,19511.0,University of Alaska,215-1985,Railbelt_grid,1.0,0.0,True,22.6,3.0,Commercial NAICS Cogen,5.0,69.0, ,,64.854171,-147.822075,OP,
P268,50392.0,,Eielson AFB Central Heat & Power Plant,AEA-120,22199.0,U S Air Force-Eielson AFB,215-1985,Railbelt_grid,1.0,0.0,True,33.5,3.0,Commercial NAICS Cogen,5.0,7.2, ,,64.67141,-147.075988,OP,
P270,,332880.0,Venetie,AEA-100,,Venetie Village Electric,197-0000,Venetie_grid,0.0,1.0,True,0.495,1.0,Electric Utility,1.0,7.2,,,67.01389,-146.41861,OP,
P271,54305.0,,Westward Seafoods,AEA-128,20523.0,Westward Seafoods Inc,195-0000,Unalaska_grid,1.0,0.0,True,6.6,4.0,Industrial NAICS Cogen,7.0,4.16, ,,53.858508,-166.55288,OP,
P272,,332890.0,White Mountain,AEA-101,,"White Mountain, City of",198-0000,WhiteMountain_grid,0.0,1.0,True,,1.0,Electric Utility,1.0,7.2,,,64.68139,-163.40556,OP,
P273,95.0,,Wrangell,AEA-135,21015.0,"Wrangell, City of",217-2009,SEAPA_grid,1.0,0.0,True,8.5,1.0,Electric Utility,1.0,12.47, ,,56.460976,-132.379439,,
P269,,,Ivanof Bay,,,,,,0.0,0.0,False,0.224,,,,7.2,,,,,,
P274,,,Jetty Lake (West Side Hydro),,,,,,0.0,0.0,False,,,,,,,,,,,
P275,,,Marathon Hydro,,,,,,0.0,0.0,False,,,,,,,,,,,
P276,,,McRoberts Creek,,,,,,0.0,0.0,False,,,,,,,,,,,
P277,,,Tin City,,,,,,0.0,0.0,False,,,,,,,,,,,
P298,,,Juniper Creek Hydroetlectric,,,Juniper Creek Hydroelectric Project,,Railbelt_grid,,,,,,,,,,,,,OP,
P296,,,Chugach Storage,AEA-132,3522.0,Chugach Electric Assn Inc,215-1985,Railbelt_grid,,,,,,,,,,,,,OP,
P297,,,TDX Saint Paul Wind,AEA-155,,TDX Corporation,180-0000,Saint Paul_grid,0.0,0.0,False,,1.0,Electric Utility,1.0,,,,,,OP,
