"","AEA Reporting ID","PCE ID","Utility Name","Community Name","Intertie name","AEA Energy Region","Residential Revenue","Residential Sales","Residential Customers","Residential $/kWh","Commercial Revenue","Commercial Sales","Commercial Customers","Commercial $/kWh","Other Revenue","Other Sales","Other Customers","Other $/kWh","Total Revenue","Total Sales","Total Customers","Total $/kWh","Source","Number of monthly records","Communities reported","Notes"
"13","SR-108","332200","TDX Manley Generating LLC","Manley Hot Springs","Manley Hot Springs_grid","Yukon-Koyukuk/Upper Tanana","159.92919177500002","179.077","89","0.89307500000000006","140.73611695","157.58599999999998","22","0.89307500000000006","98.706221299999996","110.52399999999999","18","0.89307500000000006","399.37153002499997","447.18700000000001","115","0.89307499999999995","PCE","12","Manley Hot Springs",NA
"14","SR-109","332210","Manokotak Power Company","Manokotak","Manokotak_grid","Bristol Bay","161.75389999999999","294.09800000000001","152","0.54999999999999993","43.942250000000001","79.89500000000001","26","0.54999999999999993","119.2906","216.89200000000002","11","0.54999999999999993","324.98674999999997","590.8850000000001","192","0.54999999999999982","PCE","6","Manokotak",NA
"15","SR-11","331005","TDX Adak Generating LLC","Adak","Adak_grid","Aleutians","356.88895485833331","260.26699999999994","126","1.3712416666666669","687.18267759166667","501.13899999999995","122","1.3712416666666669","643.12468284166675","469.00900000000001","25","1.3712416666666669","1687.1963152916669","1230.415","256","1.3712416666666669","PCE","12","Adak",NA
"16","SR-110","331440","Alaska Village Electric Cooperative","Marshall","Marshall_grid","Lower Yukon-Kuskokwim","276.85881000000001","553.27499999999998","111","0.50040000000000007","49.200328800000008","98.322000000000003","13","0.50040000000000007","378.66368880000005","756.72199999999998","27","0.50040000000000007","704.72282760000007","1408.319","151","0.50040000000000007","PCE","12","Marshall",NA
"17","SR-111","332220","Mcgrath Light & Power","McGrath","McGrath_grid","Yukon-Koyukuk/Upper Tanana","371.15522640000006","509.92200000000003","191","0.72786666666666677","529.55138680000005","727.53899999999999","58","0.72786666666666677","501.87425680000001","689.5139999999999","46","0.72786666666666677","1402.5808700000002","1926.9749999999999","295","0.72786666666666677","PCE","12","McGrath",NA
"18","SR-112","331450","Alaska Village Electric Cooperative","Mekoryuk","Mekoryuk_grid","Lower Yukon-Kuskokwim","159.08332282500001","304.13100000000003","93","0.52307499999999996","56.378592725000004","107.78300000000002","15","0.52307499999999996","193.3055047","369.55600000000004","23","0.52307499999999996","408.76742024999999","781.47","131","0.52307499999999996","PCE","12","Mekoryuk",NA
"19","SR-113","331160","Alaska Power & Telephone Company","Mentasta Lake","Slana_grid","Copper River/Chugach","88.426081824999997","135.899","48","0.650675","85.067948150000007","130.738","16","0.650675","68.685253000000003","105.56","9","0.650675","242.17928297499998","372.197","73","0.65067499999999989","PCE","12","Mentasta Lake",NA
"20","SR-114","331460","Alaska Village Electric Cooperative","Minto","Minto_grid","Yukon-Koyukuk/Upper Tanana","150.33773619999999","297.964","78","0.50454999999999994","0","0","10",NA,"147.48955144999999","292.31900000000002","15","0.50454999999999994","297.82728765000002","590.28300000000002","103","0.50455000000000005","PCE","12","Minto","Did not report any commercial sales."
"21","SR-115","331470","Alaska Village Electric Cooperative","Mountain Village","Mountain Village_grid","Lower Yukon-Kuskokwim","458.86707652500007","896.18100000000004","185","0.51202500000000006","179.75252055000004","351.06200000000001","24","0.51202500000000006","692.17587600000002","1351.84","41","0.51202500000000006","1330.7954730750002","2599.0829999999996","247","0.51202500000000017","PCE","12","Mountain Village",NA
"22","SR-116","332280","Naknek Electric Association","Naknek","Naknek_grid","Bristol Bay","1409.3012538","3065.0309999999999","759","0.45979999999999999","7247.2374766000003","15761.717000000001","305","0.45979999999999999","2011.9758273999998","4375.7629999999999","135","0.45979999999999999","10668.514557800001","23202.510999999999","1164","0.4598000000000001","PCE","12","Naknek, South Naknek, King Salmon",NA
"23","SR-117","332290","Napakiak Ircinraq","Napakiak","Bethel_grid","Lower Yukon-Kuskokwim","221.67975320000011","321.78800000000007","110","0.68890000000000018","101.46601430000001","147.28699999999998","12","0.68890000000000018","43.473723400000004","63.105999999999995","13","0.68890000000000018","366.61949090000013","532.18100000000004","139","0.68890000000000018","PCE","12","Napakiak",NA
"24","SR-118","332300","Napaskiak Electric Utility","Napaskiak","Napaskiak_grid","Lower Yukon-Kuskokwim","265.39210646666675","379.25800000000004","111","0.69976666666666676","115.30405250000003","164.77500000000001","20","0.69976666666666676","37.159709300000003","53.102999999999994","11","0.69976666666666676","417.85586826666679","597.13599999999997","152","0.69976666666666687","PCE","12","Napaskiak",NA
"25","SR-119","331170","Alaska Power & Telephone Company","Naukati Bay","Prince of Wales Is._grid","Southeast","120.23065146666669","420.19099999999997","90","0.28613333333333341","22.201657600000004","77.591999999999999","12","0.28613333333333341","19.282239200000003","67.388999999999996","2","0.28613333333333341","161.7145482666667","565.17199999999991","103","0.28613333333333341","PCE","12","Naukati Bay",NA
"26","SR-12","331010","Akhiok, City of","Akhiok","Akhiok_grid","Kodiak","66.938400000000001","83.673000000000002","27","0.79999999999999993","87.850399999999979","109.81299999999999","7","0.79999999999999993","25.480800000000002","31.851000000000006","11","0.79999999999999993","180.26959999999997","225.33699999999999","43","0.79999999999999993","PCE","12","Akhiok",NA
"27","SR-120","332320","Nelson Lagoon Electrical Coop","Nelson Lagoon","Nelson Lagoon_grid","Aleutians","109.68383999999999","130.57599999999999","33","0.84","73.208520000000007","87.15300000000002","23","0.83999999999999986","34.299720000000001","40.833000000000006","10","0.83999999999999986","217.19207999999998","258.56200000000001","66","0.83999999999999986","PCE","12","Nelson Lagoon",NA
"28","SR-121","331480","Alaska Village Electric Cooperative","New Stuyahok","New_Stuyahok_grid","Bristol Bay","308.74441949999988","551.96999999999991","109","0.5593499999999999","50.601597749999982","90.464999999999989","16","0.5593499999999999","376.47946709999997","673.06600000000003","32","0.5593499999999999","735.8254843499999","1315.501","157","0.5593499999999999","PCE","12","New Stuyahok",NA
"29","SR-122","332870","Ungusraq Power Company","Newtok","Newtok_grid","Lower Yukon-Kuskokwim","182.29279999999997","227.86599999999999","72","0.79999999999999993","79.271199999999993","99.088999999999999","16","0.79999999999999993","19.7072","24.634","5","0.8","281.27119999999996","351.589","97","0.79999999999999993","PCE","11","Newtok",NA
"30","SR-123","331490","Alaska Village Electric Cooperative","Nightmute","Toksook Bay_grid","Lower Yukon-Kuskokwim","138.97107037500001","279.83099999999996","56","0.49662500000000009","21.083717750000002","42.453999999999994","16","0.49662500000000009","255.443538375","514.35899999999992","17","0.49662500000000009","415.49832650000002","836.64399999999989","88","0.49662500000000009","PCE","12","Nightmute",NA
"31","SR-124","332330","Nikolai, City of","Nikolai","Nikolai_grid","Yukon-Koyukuk/Upper Tanana","112.36680000000003","124.85199999999999","43","0.90000000000000024","97.944300000000013","108.82699999999998","10","0.90000000000000024","61.707600000000014","68.563999999999993","10","0.90000000000000024","272.01870000000002","302.24299999999999","64","0.90000000000000013","PCE","11","Nikolai",NA
"32","SR-125","332740","Umnak Power Company","Nikolski","Nikolski_grid","Aleutians","33.701250000000002","44.935000000000002","14","0.75","47.581499999999991","63.441999999999993","7","0.74999999999999989","50.702999999999989","67.603999999999999","6","0.74999999999999989","131.98575","175.98099999999999","27","0.75","PCE","12","Nikolski",NA
"33","SR-126","331500","Alaska Village Electric Cooperative","Noatak","Noatak_grid","Northwest Arctic","619.33485310000003","787.53200000000004","120","0.78642500000000004","108.79403450000001","138.34","12","0.78642500000000004","673.91510737500005","856.93500000000006","25","0.78642500000000004","1402.0439949750003","1782.807","155","0.78642500000000015","PCE","12","Noatak",NA
"34","SR-127","332340","Nome Joint Utility Systems","Nome","Nome_grid","Bering Straits","2982.1581402833331","8325.7870000000003","1751","0.3581833333333333","2937.5367351666669","8201.2100000000009","315","0.3581833333333333","4256.7510246666661","11884.279999999999","146","0.3581833333333333","10176.445900116665","28411.277000000002","2204","0.35818333333333324","PCE","12","Nome",NA
"35","SR-128","331510","Alaska Village Electric Cooperative","Noorvik","Noorvik_grid","Northwest Arctic","453.73701092500005","871.18899999999996","140","0.52082500000000009","86.435075350000005","165.95799999999997","20","0.52082500000000009","450.26623312499999","864.52499999999986","30","0.52082500000000009","990.43831940000007","1901.6719999999998","184","0.52082500000000009","PCE","12","Noorvik",NA
"36","SR-129","331180","Alaska Power & Telephone Company","Northway","Northway_grid","Yukon-Koyukuk/Upper Tanana","216.80747679999999","315.49400000000003","87","0.68719999999999992","226.93955359999998","330.238","16","0.68719999999999992","251.84711759999996","366.483","22","0.68719999999999992","695.5941479999999","1012.215","125","0.68719999999999992","PCE","12","Northway, Northway Village, Northway Junction",NA
"37","SR-13","331020","Akiachak Native Community","Akiachak","Akiachak_grid","Lower Yukon-Kuskokwim","417.5383702499999","689.86099999999999","195","0.60524999999999984","126.79926974999998","209.49900000000002","38","0.60524999999999984","473.49312749999984","782.31","23","0.60524999999999984","1017.8307674999996","1681.67","251","0.60524999999999973","PCE","12","Akiachak",NA
"38","SR-130","332380","North Slope Borough Power & Light","Nuiqsut","Nuiqsut_grid","North Slope","83.632719999999978","1045.4089999999999","113","7.9999999999999988E-2","376.3291999999999","4704.1149999999998","71","7.9999999999999988E-2","11.98568","149.82100000000003","6","7.9999999999999988E-2","471.94759999999985","5899.3449999999993","190","7.9999999999999988E-2","PCE","12","Nuiqsut",NA
"39","SR-131","331520","Alaska Village Electric Cooperative","Nulato","Nulato_grid","Yukon-Koyukuk/Upper Tanana","236.9444805","440.62199999999996","113","0.53775000000000006","0","0","9",NA,"223.38027450000004","415.39800000000002","27","0.53775000000000006","460.32475500000004","856.02","148","0.53775000000000006","PCE","12","Nulato","Did not report any commercial sales."
"40","SR-132","332420","Nunam Iqua Electric Company","Nunam Iqua","Nunam Iqua_grid","Lower Yukon-Kuskokwim","83.95928928333332","205.05799999999999","45","0.40944166666666665","132.67383989999999","324.036","10","0.40944166666666665","72.919923066666669","178.096","11","0.40944166666666665","289.55305224999995","707.19","71","0.40944166666666659","PCE","12","Nunam Iqua",NA
"41","SR-133","331530","Alaska Village Electric Cooperative","Nunapitchuk","Kasigluk_grid","Lower Yukon-Kuskokwim","323.02860037499994","641.40700000000004","132","0.50362499999999988","55.050745124999978","109.30899999999998","13","0.50362499999999988","221.12713237499997","439.07100000000003","25","0.50362499999999988","599.2064778749999","1189.787","168","0.50362499999999988","PCE","12","Nunapitchuk",NA
"42","SR-134","331540","Alaska Village Electric Cooperative","Old Harbor","Old Harbor_grid","Kodiak","223.65403279999992","405.15199999999993","99","0.55202499999999988","0","0","20",NA,"182.88864262499996","331.30500000000001","17","0.55202499999999988","406.54267542499986","736.45699999999999","135","0.55202499999999977","PCE","12","Old Harbor","Did not report any commercial sales."
"43","SR-135","332440","Ouzinkie, City of","Ouzinkie","Ouzinkie_grid","Kodiak","111.27475800000002","259.745","78","0.42840000000000006","83.310519599999992","194.46899999999997","20","0.42840000000000006","63.766911600000007","148.84899999999999","18","0.42840000000000006","258.3521892","603.06299999999999","114","0.4284","PCE","12","Ouzinkie",NA
"44","SR-136","332450","Pedro Bay Village Council","Pedro Bay","Pedro Bay_grid","Bristol Bay","45.582529166666674","55.645000000000003","38","0.81916666666666682","64.361925000000014","78.569999999999993","11","0.81916666666666693","27.944232500000009","34.113","10","0.81916666666666693","137.8886866666667","168.328","57","0.81916666666666682","PCE","12","Pedro Bay",NA
"45","SR-139","332480","Pilot Point Electric Utility","Pilot Point","Pilot Point_grid","Bristol Bay","87.590400000000002","145.98400000000004","47","0.59999999999999987","96.547199999999975","160.91200000000001","19","0.59999999999999987","54.262199999999986","90.436999999999998","14","0.59999999999999987","238.39979999999997","397.33300000000003","80","0.59999999999999987","PCE","12","Pilot Point",NA
"46","SR-14","331030","Akiak City Council","Akiak","Akiak_grid","Lower Yukon-Kuskokwim","197.01637000000008","371.72900000000004","110","0.53000000000000014","262.73955000000007","495.73500000000001","28","0.53000000000000014","95.007270000000005","179.25899999999996","11","0.53000000000000014","554.76319000000012","1046.723","147","0.53000000000000014","PCE","12","Akiak",NA
"47","SR-140","331550","Alaska Village Electric Cooperative","Pilot Station","Pilot Station_grid","Lower Yukon-Kuskokwim","348.61365534999999","649.12700000000007","140","0.53704999999999992","127.43552039999999","237.28800000000001","10","0.53704999999999992","449.92169324999986","837.76499999999987","27","0.53704999999999992","925.97086899999977","1724.1799999999998","176","0.53704999999999992","PCE","12","Pilot Station",NA
"48","SR-141","331560","Alaska Village Electric Cooperative","Pitkas Point","Saint Mary's_grid","Lower Yukon-Kuskokwim","64.884431675000002","122.893","32","0.52797499999999997","0","0","4",NA,"111.17199992499999","210.56299999999999","6","0.52797499999999997","176.0564316","333.45600000000002","42","0.52797499999999997","PCE","12","Pitkas Point","Did not report any commercial sales."
"49","SR-143","332390","North Slope Borough Power & Light","Point Hope","Point Hope_grid","North Slope","415.80067925000003","1676.3339999999998","190","0.24804166666666672","982.78573083333345","3962.18","83","0.24804166666666672","23.469702500000007","94.62","8","0.24804166666666674","1422.0561125833335","5733.1339999999991","277","0.24804166666666674","PCE","12","Point Hope",NA
"50","SR-144","332400","North Slope Borough Power & Light","Point Lay","Point Lay_grid","North Slope","139.00397437499998","622.98699999999997","65","0.22312499999999999","521.40206999999998","2336.8159999999998","42","0.22312500000000002","18.11194875","81.173999999999992","3","0.22312500000000002","678.51799312499998","3040.9769999999999","110","0.22312499999999999","PCE","12","Point Lay",NA
"51","SR-145","332590","Tanalian Electric Cooperative","Port Alsworth","Port Alsworth_grid","Bristol Bay","187.18256655000005","332.26200000000006","86","0.56335833333333341","251.55752330000001","446.53199999999998","52","0.56335833333333341","45.855678258333334","81.396999999999991","40","0.56335833333333341","484.5957681083334","860.19100000000003","172","0.56335833333333341","PCE","12","Port Alsworth",NA
"52","SR-146","332500","Port Heiden Utilities","Port Heiden","Port Heiden_grid","Bristol Bay","124.97485000000002","192.26899999999998","47","0.65000000000000013","64.200500000000005","98.77","22","0.65000000000000013","126.50300000000003","194.62","18","0.65000000000000013","315.67835000000002","485.65899999999999","87","0.65","PCE","12","Port Heiden",NA
"53","SR-147","331570","Alaska Village Electric Cooperative","Quinhagak","Quinhagak_grid","Lower Yukon-Kuskokwim","506.43143897499999","995.98099999999999","197","0.50847500000000001","147.59452977499998","290.26899999999995","19","0.50847500000000001","377.24116182499995","741.90699999999993","23","0.50847500000000001","1031.267130575","2028.1569999999999","238","0.50847500000000001","PCE","12","Quinhagak",NA
"54","SR-148","332520","Rampart Village Council","Rampart","Rampart_grid","Yukon-Koyukuk/Upper Tanana","37.881397333333325","45.375999999999998","34","0.83483333333333321","10.081447333333331","12.076000000000001","2","0.83483333333333309","53.966965999999978","64.643999999999991","12","0.83483333333333309","101.92981066666664","122.09599999999999","48","0.83483333333333321","PCE","9","Rampart",NA
"55","SR-149","332250","Middle Kuskokwim Electric","Red Devil","Red Devil_grid","Lower Yukon-Kuskokwim","36.572535333333335","31.144999999999996","14","1.1742666666666668","13.545166000000002","11.535","3","1.1742666666666668","9.9143334666666689","8.4430000000000014","4","1.1742666666666668","60.032034800000005","51.12299999999999","20","1.174266666666667","PCE","12","Red Devil",NA
"56","SR-15","331040","Akutan, City of","Akutan","Akutan_grid","Aleutians","180.29860000000002","189.78800000000004","47","0.94999999999999984","185.94444999999996","195.73099999999999","23","0.94999999999999984","118.40229999999998","124.634","12","0.94999999999999984","484.64534999999995","510.15300000000002","82","0.94999999999999984","PCE","12","Akutan",NA
"57","SR-150","332530","Ruby, City of","Ruby","Ruby_grid","Yukon-Koyukuk/Upper Tanana","156.84525000000002","209.12700000000001","111","0.75","193.27875000000003","257.70500000000004","33","0.75","73.580250000000007","98.106999999999999","19","0.75000000000000011","423.70425000000006","564.93900000000008","166","0.75","PCE","11","Ruby",NA
"58","SR-151","331580","Alaska Village Electric Cooperative","Russian Mission","Russian Mission_grid","Lower Yukon-Kuskokwim","220.52521160000001","414.87199999999996","79","0.53155000000000008","21.263594650000002","40.003","7","0.53155000000000008","259.49207900000005","488.18","14","0.53155000000000008","501.2808852500001","943.05499999999995","100","0.53155000000000008","PCE","12","Russian Mission",NA
"59","SR-152","332550","Saint George, City of","Saint George","Saint George_grid","Aleutians","159.208","159.208","40","1","71.305000000000007","71.305000000000007","14","1","229.95300000000003","229.95300000000003","20","1","460.46600000000001","460.46600000000001","77","1","PCE","12","Saint George",NA
"60","SR-153","331660","Alaska Village Electric Cooperative","Saint Mary's","Saint Mary's_grid","Lower Yukon-Kuskokwim","407.79521859999994","772.37599999999998","182","0.52797499999999997","227.54402562499999","430.97500000000002","43","0.52797499999999997","725.74915524999994","1374.59","38","0.52797499999999997","1361.088399475","2577.9409999999998","257","0.52797499999999997","PCE","12","Saint Mary's, Andreafsky",NA
"61","SR-154","331670","Alaska Village Electric Cooperative","Saint Michael","Stebbins_grid","Bering Straits","290.72478899999999","580.28899999999999","93","0.501","118.03660199999999","235.60199999999998","25","0.501","466.50464700000003","931.14700000000005","30","0.501","875.26603799999998","1747.038","145","0.501","PCE","12","Saint Michael",NA
"62","SR-155","332560","Saint Paul Municipal Electric","Saint Paul","Saint Paul_grid","Aleutians","277.83544499999999","669.48299999999995","153","0.41500000000000004","513.49361000000022","1237.3340000000003","75","0.41500000000000009","413.11341000000004","995.45399999999995","53","0.41500000000000009","1204.4424650000003","2902.2710000000002","263","0.41500000000000009","PCE","12","Saint Paul",NA
"63","SR-156","332540","SAND POINT GENERATING, LLC","Sand Point","Sand Point_grid","Aleutians","693.96783282499996","1277.2609999999997","281","0.54332500000000006","612.96568187500009","1128.175","76","0.54332500000000006","598.44151797500012","1101.4430000000002","47","0.54332500000000006","1905.3750326750003","3506.8789999999999","395","0.54332500000000006","PCE","12","Sand Point",NA
"64","SR-157","331590","Alaska Village Electric Cooperative","Savoonga","Savoonga_grid","Bering Straits","450.08198954999989","895.95299999999986","162","0.50234999999999996","14.936874899999999","29.734000000000002","29","0.50234999999999996","609.02502719999984","1212.3519999999999","33","0.50234999999999996","1074.0438916499998","2138.0389999999998","221","0.50234999999999996","PCE","12","Savoonga",NA
"65","SR-158","331600","Alaska Village Electric Cooperative","Scammon Bay","Scammon Bay_grid","Lower Yukon-Kuskokwim","313.73881880000005","602.99599999999998","127","0.5203000000000001","37.57086300000001","72.210000000000008","15","0.5203000000000001","455.57520030000006","875.601","29","0.5203000000000001","806.88488210000014","1550.807","168","0.5203000000000001","PCE","12","Scammon Bay",NA
"66","SR-159","331610","Alaska Village Electric Cooperative","Selawik","Selawik_grid","Northwest Arctic","541.00136344999999","1010.1789999999999","171","0.53555000000000008","135.12622715000001","252.31299999999999","30","0.53555000000000008","685.30156210000018","1279.6220000000001","43","0.53555000000000008","1361.4291527","2542.1139999999996","240","0.53555000000000008","PCE","12","Selawik",NA
"67","SR-16","331240","Alaska Village Electric Cooperative","Alakanuk","Emmonak_grid","Lower Yukon-Kuskokwim","425.72405095000011","833.20100000000002","164","0.51095000000000013","86.346973349999999","168.99299999999997","19","0.51095000000000013","499.17209155000018","976.94900000000007","27","0.51095000000000013","1011.2431158500003","1979.143","209","0.51095000000000013","PCE","12","Alakanuk",NA
"68","SR-160","331620","Alaska Village Electric Cooperative","Shageluk","Shageluk_grid","Yukon-Koyukuk/Upper Tanana","69.752229999999983","125.72499999999999","38","0.55479999999999985","51.75562759999999","93.287000000000006","6","0.55479999999999985","82.147016799999975","148.066","15","0.55479999999999985","203.65487439999993","367.07800000000003","59","0.55479999999999974","PCE","12","Shageluk",NA
"69","SR-161","331630","Alaska Village Electric Cooperative","Shaktoolik","Shaktoolik_grid","Bering Straits","217.249224075","427.67700000000002","63","0.50797499999999995","79.118630175000007","155.75300000000001","13","0.50797499999999995","221.03465377499998","435.12900000000002","21","0.50797499999999995","517.40250802499997","1018.559","97","0.50797499999999995","PCE","12","Shaktoolik",NA
"70","SR-162","331640","Alaska Village Electric Cooperative","Shishmaref","Shishmaref_grid","Bering Straits","372.43120079999994","691.73700000000008","150","0.53839999999999988","152.79307439999999","283.79100000000005","19","0.53839999999999988","328.4864543999999","610.11599999999999","40","0.53839999999999988","853.71072959999981","1585.6440000000002","205","0.53839999999999977","PCE","12","Shishmaref",NA
"71","SR-163","331650","Alaska Village Electric Cooperative","Shungnak","Shungnak_grid","Northwest Arctic","238.21238725000003","380.68299999999999","64","0.62575000000000014","53.343310250000023","85.247000000000014","13","0.62575000000000014","276.89812950000004","442.50599999999997","15","0.62575000000000014","568.45382700000005","908.43600000000004","92","0.62575000000000003","PCE","12","Shungnak",NA
"72","SR-164","331190","Alaska Power & Telephone Company","Skagway","Haines_grid","Southeast","936.69941620833322","3365.8909999999996","682","0.27829166666666666","2035.2304458333333","7313.3","499","0.27829166666666666","667.45668137500002","2398.4070000000002","104","0.27829166666666666","3639.3865434166669","13077.597999999998","1285","0.27829166666666671","PCE","12","Skagway",NA
"73","SR-165","331195","Alaska Power & Telephone Company","Slana","Slana_grid","Copper River/Chugach","218.11701739999998","335.238","83","0.65063333333333329","46.718075866666652","71.803999999999988","12","0.65063333333333329","62.495283566666657","96.052999999999997","6","0.65063333333333329","327.33037683333328","503.09499999999997","101","0.65063333333333329","PCE","12","Slana",NA
"74","SR-166","332260","Middle Kuskokwim Electric","Sleetmute","Sleetmute_grid","Lower Yukon-Kuskokwim","97.45356493333334","82.991","34","1.1742666666666668","83.208536000000009","70.86","6","1.1742666666666668","82.379503733333351","70.154000000000011","9","1.1742666666666668","263.04160466666667","224.005","49","1.1742666666666668","PCE","12","Sleetmute",NA
"75","SR-167","331680","Alaska Village Electric Cooperative","Stebbins","Stebbins_grid","Bering Straits","355.93494899999996","710.44899999999996","143","0.501","103.731048","207.048","19","0.501","329.809302","658.30200000000002","32","0.501","789.47529899999995","1575.799","189","0.501","PCE","12","Stebbins",NA
"76","SR-168","332570","Stevens Village Ira Council","Stevens Village","Stevens Village_grid","Yukon-Koyukuk/Upper Tanana","22.603750000000005","21.125000000000004","19","1.07","25.259490000000003","23.607000000000003","2","1.07","48.841220000000007","45.646000000000001","7","1.07","96.704460000000012","90.378","28","1.07","PCE","10","Stevens Village",NA
"77","SR-169","332270","Middle Kuskokwim Electric","Stony River","Stony River_grid","Lower Yukon-Kuskokwim","43.840071733333339","37.334000000000003","18","1.1742666666666668","57.18913520000001","48.702000000000005","4","1.1742666666666668","21.862496800000006","18.618000000000002","6","1.1742666666666668","122.89170373333334","104.65400000000001","29","1.1742666666666666","PCE","12","Stony River",NA
"78","SR-17","331050","Alaska Power & Telephone Company","Allakaket","Allakaket_grid","Yukon-Koyukuk/Upper Tanana","175.229928","197.33099999999999","70","0.88800000000000001","59.771280000000004","67.31","11","0.88800000000000001","224.64268799999996","252.97599999999997","25","0.88800000000000001","459.64389599999993","517.61699999999996","104","0.8879999999999999","PCE","12","Allakaket, Alatna",NA
"79","SR-170","332580","Takotna Community Assoc Inc","Takotna","Takotna_grid","Yukon-Koyukuk/Upper Tanana","67.147444000000007","65.702000000000012","37","1.022","54.556404000000001","53.381999999999998","14","1.022","23.849392000000002","23.336000000000002","12","1.022","145.55324000000002","142.41999999999999","58","1.0220000000000002","PCE","100","Takotna",NA
"80","SR-171","332600","Tanana Power Company Inc","Tanana","Tanana_grid","Yukon-Koyukuk/Upper Tanana","210.25162808333334","312.13900000000001","111","0.67358333333333331","391.96016241666666","581.90300000000002","48","0.67358333333333331","226.67561050000003","336.52200000000005","13","0.67358333333333331","828.88740100000007","1230.5640000000001","165","0.67358333333333331","PCE","12","Tanana",NA
"81","SR-172","332610","Tatitlek Village Ira Council","Tatitlek","Tatitlek_grid","Copper River/Chugach","107.83044000000001","117.20700000000001","40","0.92","46.929200000000009","51.010000000000005","13","0.92","122.65808000000001","133.32400000000001","10","0.92","277.41772000000003","301.54100000000005","65","0.91999999999999993","PCE","12","Tatitlek",NA
"82","SR-173","331685","Alaska Village Electric Cooperative","Teller","Teller_grid","Bering Straits","158.84183204999994","297.58199999999994","76","0.53377499999999989","22.020887624999997","41.255000000000003","15","0.53377499999999989","247.44581317499998","463.57700000000006","25","0.53377499999999989","428.30853284999989","802.41399999999999","115","0.53377499999999989","PCE","12","Teller",NA
