"","AEA Reporting ID","PCE ID","Utility Name","Community Name","Intertie name","AEA Energy Region","Residential Revenue","Residential Sales","Residential Customers","Residential $/kWh","Commercial Revenue","Commercial Sales","Commercial Customers","Commercial $/kWh","Other Revenue","Other Sales","Other Customers","Other $/kWh","Total Revenue","Total Sales","Total Customers","Total $/kWh","Source","Number of monthly records","Communities reported","Notes"
"165","SR-71","331120","Alaska Power & Telephone Company","Haines","Haines_grid","Southeast","1505.1167175000003","5410.8450000000012","1151","0.27816666666666667","1447.7295433333334","5204.54","344","0.27816666666666667","600.67949783333324","2159.4229999999998","70","0.27816666666666667","3553.5257586666667","12774.808000000001","1556","0.27816666666666667","PCE","12","Haines, Covenant Life",NA
"166","SR-72","331130","Alaska Power & Telephone Company","Healy Lake","Healy Lake_grid","Yukon-Koyukuk/Upper Tanana","15.259935658333337","14.357000000000001","7","1.0628916666666668","11.003054533333334","10.351999999999999","2","1.0628916666666668","13.367988491666667","12.576999999999998","3","1.0628916666666668","39.630978683333339","37.286000000000001","11","1.0628916666666668","PCE","12","Healy Lake",NA
"167","SR-73","331140","Alaska Power & Telephone Company","Hollis","Prince of Wales Is._grid","Southeast","173.1415690666667","605.10799999999995","131","0.28613333333333341","219.98674613333338","768.82600000000002","21","0.28613333333333341","13.654282666666672","47.720000000000006","10","0.28613333333333341","406.78259786666672","1421.654","161","0.28613333333333335","PCE","12","Hollis",NA
"168","SR-74","331350","Alaska Village Electric Cooperative","Holy Cross","Holy Cross_grid","Yukon-Koyukuk/Upper Tanana","148.87774079999997","287.18699999999995","80","0.51839999999999997","0","0","6",NA,"152.3116224","293.81100000000004","18","0.51839999999999997","301.1893632","580.99800000000005","103","0.51839999999999997","PCE","12","Holy Cross","Did not report any commercial sales."
"169","SR-75","332670","Inside Passage Electric","Hoonah","Hoonah_grid","Southeast","935.27290590833331","1599.7369999999999","382","0.58464166666666673","936.53573190833356","1601.8970000000002","60","0.58464166666666673","509.72334493333341","871.85599999999999","44","0.58464166666666673","2381.5319827500002","4073.49","483","0.58464166666666673","PCE","12","Hoonah",NA
"170","SR-76","331360","Alaska Village Electric Cooperative","Hooper Bay","Hooper Bay_grid","Lower Yukon-Kuskokwim","656.95685572500008","1295.7090000000001","279","0.50702500000000006","197.23373905","389.00199999999995","36","0.50702500000000006","796.77001352499997","1571.4609999999998","43","0.50702500000000006","1650.9606082999999","3256.1719999999996","355","0.50702500000000006","PCE","12","Hooper Bay",NA
"171","SR-77","332030","Hughes Power & Light","Hughes","Hughes_grid","Yukon-Koyukuk/Upper Tanana","132.50374999999997","186.62499999999997","50","0.71","84.04128","118.36800000000001","13","0.71","59.573260000000005","83.906000000000006","5","0.71","276.11829","388.899","67","0.71","PCE","12","Hughes",NA
"172","SR-78","331370","Alaska Village Electric Cooperative","Huslia","Huslia_grid","Yukon-Koyukuk/Upper Tanana","275.00770755000008","503.63100000000009","102","0.54605000000000004","0","0","15",NA,"310.67733169999997","568.95399999999995","30","0.54605000000000004","585.68503925000005","1072.585","144","0.54605000000000004","PCE","12","Huslia","Did not report any commercial sales."
"173","SR-79","331150","Alaska Power & Telephone Company","Hydaburg","Prince of Wales Is._grid","Southeast","200.91281200000006","702.16500000000008","123","0.28613333333333341","113.61639333333338","397.07500000000005","47","0.28613333333333341","149.35559120000005","521.97900000000004","20","0.28613333333333341","463.88479653333343","1621.2190000000001","185","0.28613333333333341","PCE","12","Hydaburg",NA
"174","SR-8","0","Matanuska Electric Association","Wasilla","Railbelt_grid","Railbelt","91597","428354","58679","0.21383481886477074","54400.4","294116","6077","0.18496239578941642","0","0","0",NA,"145997.4","722470","64756","0.20208091685467908","EIA861","12","In addition to Wasilla, the MEA service area includes 28 other communities.",NA
"175","SR-80","332040","Igiugig Electric Company","Igiugig","Igiugig_grid","Bristol Bay","87.776733333333354","95.6","30","0.91816666666666691","71.004582833333359","77.333000000000013","9","0.9181666666666668","74.243874833333336","80.86099999999999","16","0.9181666666666668","233.02519100000006","253.79399999999998","55","0.91816666666666702","PCE","12","Igiugig",NA
"176","SR-81","332050","I-N-N Electric Coop, Inc","Iliamna","Newhalen_grid","Bristol Bay","507.53170000000011","780.81799999999998","196","0.65000000000000013","1020.7242500000001","1570.3449999999998","88","0.65000000000000013","390.79690000000011","601.226","26","0.65000000000000013","1919.0528500000005","2952.3889999999997","310","0.65000000000000024","PCE","12","Iliamna, Newhalen, Nondalton",NA
"177","SR-82","332680","Inside Passage Electric","Kake","Kake_grid","Southeast","527.15969799999993","901.67999999999984","246","0.58464166666666673","441.77219794166672","755.62900000000002","50","0.58464166666666673","146.33580916666668","250.3","23","0.58464166666666673","1115.2677051083333","1907.6089999999997","317","0.58464166666666673","PCE","12","Kake",NA
"178","SR-83","332370","North Slope Borough Power & Light","Kaktovik","Kaktovik_grid","North Slope","187.72388609999999","726.22800000000007","79","0.25849166666666662","716.03846013333327","2770.0640000000003","50","0.25849166666666662","196.84709098333335","761.52200000000016","9","0.25849166666666662","1100.6094372166667","4257.8140000000003","136","0.25849166666666668","PCE","12","Kaktovik",NA
"179","SR-84","331720","Alaska Village Electric Cooperative","Kalskag","Upper Kalskag_grid","Lower Yukon-Kuskokwim","181.17757440000003","356.08800000000002","69","0.50880000000000003","33.336576000000008","65.52000000000001","21","0.50880000000000003","196.27163519999999","385.75399999999996","11","0.50880000000000003","410.78578560000005","807.36200000000008","100","0.50880000000000003","PCE","12","Kalskag",NA
"180","SR-85","331380","Alaska Village Electric Cooperative","Kaltag","Kaltag_grid","Yukon-Koyukuk/Upper Tanana","139.11459749999997","264.14999999999998","69","0.52664999999999995","34.943754149999997","66.350999999999999","10","0.52664999999999995","175.94375865000001","334.08100000000002","27","0.52664999999999995","350.00211029999997","664.58199999999999","105","0.52664999999999995","PCE","12","Kaltag",NA
"181","SR-86","331740","Alutiiq Power Company","Karluk","Karluk_grid","Kodiak","45.446099999999994","64.922999999999988","14","0.70000000000000007","78.914500000000018","112.73500000000001","9","0.70000000000000007","13.612900000000002","19.446999999999999","5","0.70000000000000007","137.9735","197.10500000000002","30","0.7","PCE","12","Karluk",NA
"182","SR-87","331390","Alaska Village Electric Cooperative","Kasigluk","Kasigluk_grid","Lower Yukon-Kuskokwim","369.14352712499988","732.97299999999996","125","0.50362499999999988","63.769501124999984","126.621","14","0.50362499999999988","384.05737424999984","762.5859999999999","19","0.50362499999999988","816.97040249999964","1622.1799999999998","157","0.50362499999999988","PCE","12","Kasigluk",NA
"183","SR-88","331400","Alaska Village Electric Cooperative","Kiana","Kiana_grid","Northwest Arctic","382.59519337499989","679.53499999999997","128","0.56302499999999989","131.43593414999998","233.44600000000003","15","0.56302499999999989","350.29107097499991","622.15899999999999","21","0.56302499999999989","864.32219849999979","1535.14","162","0.56302499999999978","PCE","12","Kiana",NA
"184","SR-90","332080","Kipnuk Light Plant","Kipnuk","Kipnuk_grid","Lower Yukon-Kuskokwim","430.62276700000007","817.12100000000009","183","0.52700000000000002","328.07436400000006","622.53200000000004","51","0.52700000000000002","157.56456800000004","298.98400000000004","15","0.52700000000000002","916.26169900000014","1738.6370000000002","274","0.52700000000000002","PCE","12","Kipnuk",NA
"185","SR-91","331410","Alaska Village Electric Cooperative","Kivalina","Kivalina_grid","Northwest Arctic","302.51298577499995","540.0329999999999","90","0.56017499999999998","46.004371875000004","82.125000000000014","16","0.56017499999999998","336.29209845000003","600.33400000000006","17","0.56017499999999998","684.80945610000003","1222.492","119","0.56017500000000009","PCE","12","Kivalina",NA
"186","SR-92","331155","Alaska Power & Telephone Company","Klawock","Prince of Wales Is._grid","Southeast","648.65568266666673","2266.9699999999998","414","0.28613333333333341","1324.7944720000003","4629.99","124","0.28613333333333341","267.02678000000009","933.22500000000002","39","0.28613333333333341","2240.4769346666671","7830.1849999999995","567","0.28613333333333341","PCE","12","Klawock",NA
"187","SR-93","332700","Inside Passage Electric","Klukwan","Haines_grid","Southeast","121.02491749166667","207.00699999999998","49","0.58464166666666673","48.60535424166666","83.136999999999986","8","0.58464166666666673","98.22623105833334","168.011","9","0.58464166666666673","267.85650279166668","458.15499999999997","66","0.58464166666666673","PCE","12","Klukwan",NA
"188","SR-94","332090","Alaska Village Electric Cooperative","Kobuk","Shungnak_grid","Northwest Arctic","120.37928200000003","192.376","40","0.62575000000000014","55.350716250000012","88.454999999999998","12","0.62575000000000014","195.04815225000002","311.70299999999997","9","0.62575000000000014","370.77815050000004","592.53399999999999","60","0.62575000000000003","PCE","12","Kobuk",NA
"189","SR-95","332100","Kokhanok Village Council","Kokhanok","Kokhanok_grid","Bristol Bay","142.07407500000005","172.21100000000001","59","0.82500000000000018","98.810250000000025","119.77000000000001","7","0.82500000000000018","64.923375000000021","78.695000000000007","15","0.82500000000000018","305.80770000000007","370.67599999999999","81","0.82500000000000018","PCE","12","Kokhanok",NA
"190","SR-96","332110","New Koliganek Village Council","Koliganek","Koliganek_grid","Bristol Bay","139.44199999999998","278.88399999999996","75","0.5","29.595500000000001","59.191000000000003","9","0.5","169.39449999999999","338.78899999999999","21","0.5","338.43200000000002","676.86399999999992","103","0.50000000000000011","PCE","12","Koliganek",NA
"191","SR-97","332510","Puvurnaq Power Company","Kongiganak","Kongiganak_grid","Lower Yukon-Kuskokwim","428.00615000000016","658.47100000000012","114","0.65000000000000013","217.6434000000001","334.83600000000007","13","0.65000000000000013","63.155950000000018","97.163000000000011","8","0.65000000000000013","708.80550000000028","1090.4700000000003","143","0.65000000000000013","PCE","12","Kongiganak",NA
"192","SR-98","332120","Alaska Village Electric Cooperative","Kotlik","Kotlik_grid","Lower Yukon-Kuskokwim","363.36543979999999","687.476","129","0.52854999999999996","173.52137934999999","328.29700000000003","19","0.52854999999999996","430.41412149999996","814.33","27","0.52854999999999996","967.30094064999992","1830.1030000000001","172","0.52854999999999996","PCE","12","Kotlik",NA
"193","SR-99","332130","Kotzebue Electric Association","Kotzebue","Kotzebue_grid","Northwest Arctic","2507.0712740000004","6545.8780000000006","1084","0.38300000000000001","3846.6853949999995","10043.564999999999","108","0.38300000000000001","961.48243400000013","2510.3980000000001","90","0.38300000000000001","7315.2391029999999","19099.840999999997","1282","0.38300000000000006","PCE","12","Kotzebue",NA
"194","SR-89","332070","King Cove, City of","King Cove","King Cove_grid","Aleutians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","King Cove","Annual FY 18/FY19 PCE report. Did not submit monthly PCE reports to AEA."
"195","SR-138","332470","Native Village of Perryville","Perryville",NA,"Bristol Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","Perryville","Annual FY19 PCE report. Did not submit monthly PCE reports to AEA."
"196","SR-137","332460","Pelican","Pelican",NA,"Southeast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","Pelican","Annual FY19 PCE report. Did not submit monthly PCE reports to AEA."
