"Plant ID","PCE ID","Utility Name","Plant Name","Community Name","Intertie Name","Energy Region","Fuel Type","Prime Mover","Net Generation MMBtu","Total Fuel MMBtu","Emission Factor","CO2 Metric Tons from Fuel","Efficiency (Max = 1.00)","Net Generation MWh","Fuel Use","Estimated Average Heat Content","Source","Number of monthly records","Communities connected to plant","Notes"
"P14",NA,"Alaska Environmental Power","Delta Wind Farm","Fairbanks","Railbelt_grid","Railbelt","WND","WT","15384.509399999997","41013","0","0","0.37511299831760653","4497.9999999999991","0",NA,"EIA923","12","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"P30","331050","Alaska Power & Telephone Company","Allakaket","Allakaket","Allakaket_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","2030.6731536","6828","73.150000000000006","499.46820000000002","0.29740380105448155","593.71199999999999","49477","0.13800351678557712","PCE","12","Allakaket, Alatna",NA
"P31","331060","Alaska Power & Telephone Company","Bettles","Bettles","Bettles_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","1841.1474899999998","6171.5","73.150000000000006","451.44522500000005","0.29833063112695452","538.29999999999995","44722","0.13799695899110057","PCE","12","Bettles, Evansville",NA
"P15","331090","Alaska Power & Telephone Company","Black Bear Lake","Craig","Prince of Wales Is._grid","Southeast","WAT","HY","61904.009699999988",NA,NA,NA,NA,"18098.999999999996",NA,NA,"EIA923","12","Craig; Klawock",NA
"P20","331090","Alaska Power & Telephone Company","Craig","Craig","Prince of Wales Is._grid","Southeast","DFO","IC","8034.2847000000002","24134.7","73.150000000000006","1765.4533050000002","0.3328934977439123","2349","174888","0.13800089199945109","EIA923","12","Craig; Klawock",NA
"P34","331110","Alaska Power & Telephone Company","Eagle","Eagle","Eagle_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","2800.268016","8527.2999999999993","73.150000000000006","623.77199499999995","0.32838858911965102","818.72","61791","0.13800229806929812","PCE","12","Eagle, Eagle Village",NA
"P34","331110","Alaska Power & Telephone Company","Eagle","Eagle","Eagle_grid","Yukon-Koyukuk/Upper Tanana","SUN","PV","83.260362900000018",NA,NA,NA,NA,"24.343000000000004",NA,NA,"PCE","12","Eagle, Eagle Village",NA
"P21","331155","Alaska Power & Telephone Company","False Island","Klawock","Prince of Wales Is._grid","Southeast","DFO","IC","5386.9724999999999","15145","73.150000000000006","1107.8567499999999","0.35569313304721029","1575","109746","0.13800047382136935","EIA923","12","Craig; Klawock",NA
"P16",NA,"Alaska Power & Telephone Company","Goat Lake Hydro","Haines","UpperLynnCanal_grid","Southeast","WAT","HY","51017.194800000005",NA,NA,NA,NA,"14916",NA,NA,"EIA923","12","Haines, Covenant Life; Klukwan; Chilkat Valley; Skagway",NA
"P35","332010","Alaska Power & Telephone Company","Gustavus","Gustavus","Gustavus_grid","Southeast","DFO","IC","765.42209639999999","2372.8000000000002","73.150000000000006","173.57032000000004","0.32258180057316249","223.78799999999998","17194","0.13800162847504946","PCE","9","Gustavus",NA
"P35","332010","Alaska Power & Telephone Company","Gustavus","Gustavus","Gustavus_grid","Southeast","WAT","HY","7541.9393556000005",NA,NA,NA,NA,"2205.0520000000001",NA,NA,"PCE","9","Gustavus",NA
"P22","331120","Alaska Power & Telephone Company","Haines","Haines","UpperLynnCanal_grid","Southeast","DFO","IC","4997.4379533000001","15036.3","73.150000000000006","1099.9053449999999","0.33235822331956666","1461.1110000000001","108960","0.13799834801762115","PCE","10","Haines, Covenant Life; Klukwan; Chilkat Valley; Skagway",NA
"P36","331130","Alaska Power & Telephone Company","Healy Lake","Healy Lake","Healy Lake_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","163.17909270000001","879.3","73.150000000000006","64.320795000000004","0.18557840634595704","47.709000000000003","6373","0.13797269731680525","PCE","12","Healy Lake",NA
"P23","331150","Alaska Power & Telephone Company","Hydaburg","Hydaburg","Prince of Wales Is._grid","Southeast","DFO","IC","10.260900000000001","284.19999999999993","73.150000000000006","20.789229999999996","3.6104503870513734E-2","3.0000000000000004","2058","0.13809523809523805","EIA923","12","Craig; Klawock",NA
"P17","331120","Alaska Power & Telephone Company","Kasidaya Creek Hydro","Haines","UpperLynnCanal_grid","Southeast","WAT","HY","36275.701800000003",NA,NA,NA,NA,"10606",NA,NA,"EIA923","12","Haines, Covenant Life; Klukwan; Chilkat Valley; Skagway",NA
"P24","331155","Alaska Power & Telephone Company","Klawock Power Generation Station","Klawock","Prince of Wales Is._grid","Southeast","DFO","IC","4552.4193000000005","13997.4","73.150000000000006","1023.9098100000001","0.32523320759569641","1331","101430","0.1380005915409642","EIA923","12","Craig; Klawock",NA
"P25","331180","Alaska Power & Telephone Company","Northway","Northway","Northway_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","3819.7876197000001","11995.4","73.150000000000006","877.46351000000004","0.31843770276105843","1116.799","86923","0.13800029911530895","PCE","12","Northway, Northway Village, Northway Junction",NA
"P27","331195","Alaska Power & Telephone Company","Slana","Slana","Slana_grid","Copper River/Chugach","DFO","IC","4710.4850441999997","12777.1","73.150000000000006","934.6448650000001","0.36866621097119062","1377.2139999999999","92587","0.13800101526132177","PCE","12","Slana",NA
"P18","331090","Alaska Power & Telephone Company","South Fork","Craig","Prince of Wales Is._grid","Southeast","WAT","HY","14180.5638",NA,NA,NA,NA,"4146",NA,NA,"EIA923","12","Craig; Klawock",NA
"P28","331210","Alaska Power & Telephone Company","Thorne Bay Plant","Thorne Bay","Prince of Wales Is._grid","Southeast","DFO","IC","263.36310000000003","1396.6","73.150000000000006","102.16129000000001","0.18857446656164975","77","10122","0.13797668444971348","EIA923","12","Craig; Klawock",NA
"P29","331220","Alaska Power & Telephone Company","Tok","Tok","Tok_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","32092.815132300006","88309.900000000009","73.150000000000006","6459.8691850000014","0.36341129513565301","9383.0410000000011","639927","0.13799995937036569","PCE","12","Tok; Tanacross; Dot Lake, Dot Lake Village",NA
"P40","331230","Alaska Power & Telephone Company","Whale Pass","Whale Pass","Whale_Pass_grid","Southeast","DFO","IC","1368.1302608999999","4204.2","73.150000000000006","307.53723000000002","0.32541988033395175","400.00299999999999","30466","0.13799645506466224","PCE","12","Whale Pass",NA
"P45","331240","Alaska Village Electric Cooperative","Alakanuk","Alakanuk","Emmonak_grid","Lower Yukon-Kuskokwim","JF","IC","0","146","70.88","10.34848","0","0","1092","0.1336996336996337","EIA923","12","Emmonak",NA
"P46","331250","Alaska Village Electric Cooperative","Ambler","Ambler","Ambler_grid","Northwest Arctic","DFO","IC","4223.410382099999","12599.1","73.150000000000006","921.62416500000018","0.33521524411267462","1234.8069999999998","91297","0.13800124867191693","PCE","12","Ambler",NA
"P79","331260","Alaska Village Electric Cooperative","Anvik","Anvik","Anvik_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","1391.2959528000001","4815.2","73.150000000000006","352.23187999999999","0.28893835205183588","406.77600000000001","34893","0.13799902559252572","PCE","12","Anvik",NA
"P48","331270","Alaska Village Electric Cooperative","Brevig Mission","Brevig Mission","Brevig Mission_grid","Bering Straits","DFO","IC","4104.2881737000007","11681","73.150000000000006","854.46514999999999","0.35136445284650292","1199.979","84646","0.13799825154171491","PCE","12","Brevig Mission",NA
"P49","331280","Alaska Village Electric Cooperative","Chevak","Chevak","Chevak_grid","Lower Yukon-Kuskokwim","DFO","IC","6071.2924427999997","19401.899999999998","73.150000000000006","1419.2489849999999","0.31292257164504511","1775.0759999999998","140593","0.13800046944015704","PCE","12","Chevak",NA
"P49","331280","Alaska Village Electric Cooperative","Chevak","Chevak","Chevak_grid","Lower Yukon-Kuskokwim","WND","WT","2520.4122293999999",NA,NA,NA,NA,"736.89799999999991",NA,NA,"PCE","12","Chevak",NA
"P80","331290","Alaska Village Electric Cooperative","Eek","Eek","Eek_grid","Lower Yukon-Kuskokwim","DFO","IC","3289.4359017000002","10323","73.150000000000006","755.12745000000007","0.31865115777390296","961.73900000000003","74803","0.13800248653128885","PCE","12","Eek",NA
"P50","331300","Alaska Village Electric Cooperative","Elim","Elim","Elim_grid","Bering Straits","DFO","IC","4562.0098212000003","13535.900000000001","73.150000000000006","990.15108500000019","0.33703040220450797","1333.8040000000001","98087","0.13799891932672018","PCE","12","Elim",NA
"P51","331310","Alaska Village Electric Cooperative","Emmonak","Emmonak","Emmonak_grid","Lower Yukon-Kuskokwim","DFO","IC","18599.235688799999","52027.799999999988","73.150000000000006","3805.8335699999993","0.35748649162178686","5437.8959999999997","377012","0.1380003819507071","PCE","12","Emmonak",NA
"P51","331310","Alaska Village Electric Cooperative","Emmonak","Emmonak","Emmonak_grid","Lower Yukon-Kuskokwim","WND","WT","1350.0539753999999",NA,NA,NA,NA,"394.71799999999996",NA,NA,"PCE","12","Emmonak",NA
"P52","331320","Alaska Village Electric Cooperative","Gambell","Gambell","Gambell_grid","Bering Straits","DFO","IC","5150.4929579999998","15304.7","73.150000000000006","1119.5388050000001","0.33653014812443233","1505.86","110903","0.1380007754524224","PCE","12","Gambell",NA
"P52","331320","Alaska Village Electric Cooperative","Gambell","Gambell","Gambell_grid","Bering Straits","WND","WT","1626.5578680000003",NA,NA,NA,NA,"475.56000000000006",NA,NA,"PCE","12","Gambell",NA
"P82","331330","Alaska Village Electric Cooperative","Goodnews Bay","Goodnews Bay","Goodnews Bay_grid","Lower Yukon-Kuskokwim","DFO","IC","2533.1118033000002","7048.1","73.150000000000006","515.56851500000005","0.35940349928349485","740.6110000000001","51071","0.13800591333633569","PCE","12","Goodnews Bay",NA
"P83","331340","Alaska Village Electric Cooperative","Grayling","Grayling","Grayling_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","2240.5667036999998","7021.8000000000011","73.150000000000006","513.64467000000013","0.3190872288729385","655.07899999999995","50883","0.13799893874181948","PCE","12","Grayling",NA
"P84","331350","Alaska Village Electric Cooperative","Holy Cross","Holy Cross","Holy Cross_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","2071.1182011000001","6037.7000000000007","73.150000000000006","441.65775500000007","0.34303098880368349","605.53700000000003","43750","0.13800457142857145","PCE","12","Holy Cross",NA
"P53","331360","Alaska Village Electric Cooperative","Hooper Bay","Hooper Bay","Hooper Bay_grid","Lower Yukon-Kuskokwim","DFO","IC","9738.0695217000011","29215.499999999996","73.150000000000006","2137.1138249999999","0.3333185987472404","2847.1390000000001","211707","0.13799968824838099","PCE","12","Hooper Bay",NA
"P53","331360","Alaska Village Electric Cooperative","Hooper Bay","Hooper Bay","Hooper Bay_grid","Lower Yukon-Kuskokwim","WND","WT","1944.5671011000002",NA,NA,NA,NA,"568.53700000000003",NA,NA,"PCE","12","Hooper Bay",NA
"P85","331370","Alaska Village Electric Cooperative","Huslia","Huslia","Huslia_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","3870.5653935","11753.699999999999","73.150000000000006","859.78315500000008","0.32930612432680778","1131.645","85172","0.13799957732588172","PCE","12","Huslia",NA
"P77","331720","Alaska Village Electric Cooperative","Kalskag","Kalskag","Upper Kalskag_grid","Lower Yukon-Kuskokwim","DFO","IC","5371.9368611999998","15318.9","73.150000000000006","1120.5775350000001","0.35067379911090224","1570.6039999999998","111006","0.13800064861358846","PCE","12","Kalskag",NA
"P86","331380","Alaska Village Electric Cooperative","Kaltag","Kaltag","Kaltag_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","2430.4070348999999","7461.1","73.150000000000006","545.77946500000007","0.32574379580758867","710.58299999999997","54066","0.13799985203270079","PCE","12","Kaltag",NA
"P86","331380","Alaska Village Electric Cooperative","Kaltag","Kaltag","Kaltag_grid","Yukon-Koyukuk/Upper Tanana","SUN","PV","0.15049320000000002",NA,NA,NA,NA,"4.4000000000000004E-2",NA,NA,"PCE","12","Kaltag",NA
"P54","331390","Alaska Village Electric Cooperative","Kasigluk","Kasigluk","Kasigluk_grid","Lower Yukon-Kuskokwim","DFO","IC","8875.1073099000005","25845.899999999998","73.150000000000006","1890.627585","0.34338550059777379","2594.8330000000001","187290","0.13799935928239626","PCE","12","Kasigluk",NA
"P54","331390","Alaska Village Electric Cooperative","Kasigluk","Kasigluk","Kasigluk_grid","Lower Yukon-Kuskokwim","WND","WT","1360.9647324",NA,NA,NA,NA,"397.90800000000002",NA,NA,"PCE","12","Kasigluk",NA
"P55","331400","Alaska Village Electric Cooperative","Kiana","Kiana","Kiana_grid","Northwest Arctic","DFO","IC","5706.7808108999998","16688.446998333671","73.150000000000006","1220.7598979281083","0.34195996856207278","1668.5029999999999","120931","0.13799974364169379","EIA923","12","Kiana",NA
"P56","331410","Alaska Village Electric Cooperative","Kivalina","Kivalina","Kivalina_grid","Northwest Arctic","DFO","IC","4430.1538358999996","12963.200000000003","73.150000000000006","948.25808000000029","0.34174847536873604","1295.2529999999999","93935","0.13800180976206955","PCE","12","Kivalina",NA
"P57","332120","Alaska Village Electric Cooperative","Kotlik","Kotlik","Kotlik_grid","Lower Yukon-Kuskokwim","DFO","IC","6733.7600888999996","20393.300000000003","73.150000000000006","1491.7698950000004","0.33019472517444448","1968.7629999999999","147778","0.13799956691794452","PCE","12","Kotlik",NA
"P58","331420","Alaska Village Electric Cooperative","Koyuk","Koyuk","Koyuk_grid","Bering Straits","DFO","IC","4470.3628827000002","13293.8","73.150000000000006","972.44146999999998","0.33627426941130456","1307.009","96331","0.1380012664666618","PCE","12","Koyuk",NA
"P59","331440","Alaska Village Electric Cooperative","Marshall","Marshall","Marshall_grid","Lower Yukon-Kuskokwim","DFO","IC","5137.7283984000014","14525.2","73.150000000000006","1062.5183800000002","0.35371137047338425","1502.1280000000004","105255","0.13800009500736307","PCE","12","Marshall",NA
"P87","331450","Alaska Village Electric Cooperative","Mekoryuk","Mekoryuk","Mekoryuk_grid","Lower Yukon-Kuskokwim","DFO","IC","2649.0326109000007","8719.5","73.150000000000006","637.83142500000008","0.30380556349561338","774.50300000000016","63185","0.13799952520376671","PCE","12","Mekoryuk",NA
"P87","331450","Alaska Village Electric Cooperative","Mekoryuk","Mekoryuk","Mekoryuk_grid","Lower Yukon-Kuskokwim","WND","WT","462.40061790000004",NA,NA,NA,NA,"135.19300000000001",NA,NA,"PCE","12","Mekoryuk",NA
"P88","331460","Alaska Village Electric Cooperative","Minto","Minto","Minto_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","2132.5365282000002","6917.8","73.150000000000006","506.03707000000009","0.30826802281072019","623.49400000000003","50129","0.13799996010293444","PCE","12","Minto",NA
"P60","331470","Alaska Village Electric Cooperative","Mountain Village","Mountain Village","Mountain Village_grid","Lower Yukon-Kuskokwim","DFO","IC","9486.7766604000008","27774.800000000003","73.150000000000006","2031.7266200000004","0.34156057506804727","2773.6680000000001","201266","0.13800045710651576","PCE","12","Mountain Village",NA
"P61","331480","Alaska Village Electric Cooperative","New Stuyahok","New Stuyahok","New Stuyahok_grid","Bristol Bay","DFO","IC","6266.9472839999989","19158.000000000004","73.150000000000006","1401.4077000000004","0.32711907735671769","1832.2799999999997","138825","0.13800108049702867","PCE","12","New Stuyahok",NA
"P62","331500","Alaska Village Electric Cooperative","Noatak","Noatak","Noatak_grid","Northwest Arctic","DFO","IC","6640.0062456000005","18575.699999999997","73.150000000000006","1358.8124549999998","0.35745658282595011","1941.3520000000001","134607","0.137999509683746","PCE","12","Noatak",NA
"P63","331510","Alaska Village Electric Cooperative","Noorvik","Noorvik","Noorvik_grid","Northwest Arctic","DFO","IC","6843.5243564999992","19429.3","73.150000000000006","1421.2532950000002","0.35222701571852816","2000.8549999999998","140791","0.13800100858719663","PCE","11","Noorvik",NA
"P63","331510","Alaska Village Electric Cooperative","Noorvik","Noorvik","Noorvik_grid","Northwest Arctic","SUN","PV","39.330029699999997",NA,NA,NA,NA,"11.498999999999999",NA,NA,"PCE","11","Noorvik",NA
"P90","331520","Alaska Village Electric Cooperative","Nulato","Nulato","Nulato_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","3335.4184149000002","10494.2","73.150000000000006","767.65073000000007","0.31783446236016083","975.18299999999999","76044","0.13800168323602127","PCE","12","Nulato",NA
"P91","331540","Alaska Village Electric Cooperative","Old Harbor","Old Harbor","Old Harbor_grid","Kodiak","DFO","IC","2770.3609128000003","7553.9000000000015","73.150000000000006","552.56778500000019","0.36674577540078629","809.976","54737","0.13800354422054553","PCE","12","Old Harbor",NA
"P65","331550","Alaska Village Electric Cooperative","Pilot Station","Pilot Station","Pilot Station_grid","Lower Yukon-Kuskokwim","DFO","IC","6241.8970068000008","17878.600000000002","73.150000000000006","1307.8195900000003","0.34912672171199088","1824.9560000000001","129554","0.13800114238078331","PCE","12","Pilot Station",NA
"P66","331570","Alaska Village Electric Cooperative","Quinhagak","Quinhagak","Quinhagak_grid","Lower Yukon-Kuskokwim","DFO","IC","5501.1079110000001","16931.3","73.150000000000006","1238.5245949999999","0.32490759191556468","1608.37","122690","0.13800065204988182","PCE","12","Quinhagak",NA
"P66","331570","Alaska Village Electric Cooperative","Quinhagak","Quinhagak","Quinhagak_grid","Lower Yukon-Kuskokwim","WND","WT","1886.4630447",NA,NA,NA,NA,"551.54899999999998",NA,NA,"PCE","12","Quinhagak",NA
"P93","331580","Alaska Village Electric Cooperative","Russian Mission","Russian Mission","Russian Mission_grid","Lower Yukon-Kuskokwim","DFO","IC","3456.9963987000001","9666.8000000000011","73.150000000000006","707.12642000000017","0.35761538448090369","1010.7289999999999","70049","0.1380005424774087","PCE","12","Russian Mission",NA
"P67","331660","Alaska Village Electric Cooperative","Saint Mary's","Saint Mary's","Saint Mary's_grid","Lower Yukon-Kuskokwim","DFO","IC","10504.233823200002","34440.400000000001","73.150000000000006","2519.3152600000003","0.30499743972776161","3071.1440000000002","249568","0.13800006411078344","PCE","12","Saint Mary's, Andreafsky; Pitkas Point",NA
"P68","331590","Alaska Village Electric Cooperative","Savoonga","Savoonga","Savoonga_grid","Bering Straits","DFO","IC","7248.1048029000003","20173.900000000001","73.150000000000006","1475.7207850000002","0.35928128933423881","2119.143","146186","0.13800158701927681","PCE","12","Savoonga",NA
"P68","331590","Alaska Village Electric Cooperative","Savoonga","Savoonga","Savoonga_grid","Bering Straits","WND","WT","428.89877940000008",NA,NA,NA,NA,"125.39800000000002",NA,NA,"PCE","12","Savoonga",NA
"P69","331600","Alaska Village Electric Cooperative","Scammon Bay","Scammon Bay","Scammon Bay_grid","Lower Yukon-Kuskokwim","DFO","IC","5720.4141267000005","17024.099999999999","73.150000000000006","1245.312915","0.3360185928595345","1672.489","123363","0.13800004863694948","PCE","12","Scammon Bay",NA
"P70","331610","Alaska Village Electric Cooperative","Selawik","Selawik","Selawik_grid","Northwest Arctic","DFO","IC","9282.0990677999998","27367.7","73.150000000000006","2001.947255","0.33916255541386375","2713.826","198317","0.13799976804812497","PCE","12","Selawik",NA
"P94","331620","Alaska Village Electric Cooperative","Shageluk","Shageluk","Shageluk_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","1379.3420043000003","4287.3","73.150000000000006","313.61599500000005","0.32172742852144715","403.28100000000006","31068","0.1379972962533797","PCE","12","Shageluk",NA
"P95","331630","Alaska Village Electric Cooperative","Shaktoolik","Shaktoolik","Shaktoolik_grid","Bering Straits","DFO","IC","2665.3234997999998","8141.2","73.150000000000006","595.52877999999998","0.32738705593769957","779.26599999999996","58995","0.13799813543520636","PCE","12","Shaktoolik",NA
"P95","331630","Alaska Village Electric Cooperative","Shaktoolik","Shaktoolik","Shaktoolik_grid","Bering Straits","WND","WT","1132.8512442000001",NA,NA,NA,NA,"331.214",NA,NA,"PCE","12","Shaktoolik",NA
"P71","331640","Alaska Village Electric Cooperative","Shishmaref","Shishmaref","Shishmaref_grid","Bering Straits","DFO","IC","5618.9235648000003","18231.2","73.150000000000006","1333.6122800000003","0.30820371477467201","1642.816","132110","0.13800015138899402","PCE","12","Shishmaref",NA
"P72","331650","Alaska Village Electric Cooperative","Shungnak","Shungnak","Shungnak_grid","Northwest Arctic","DFO","IC","5567.0923386000004","16559.8","73.150000000000006","1211.3493700000001","0.33618113374557668","1627.662","119998","0.13800063334388907","PCE","12","Shungnak; Kobuk",NA
"P74","331680","Alaska Village Electric Cooperative","Stebbins","Stebbins","Stebbins_grid","Bering Straits","DFO","IC","12037.5953568","34330.700000000004","73.150000000000006","2511.2907050000003","0.3506364669756224","3519.4560000000001","248774","0.13799954979218088","PCE","12","Stebbins",NA
"P96","331685","Alaska Village Electric Cooperative","Teller","Teller","Teller_grid","Bering Straits","DFO","IC","3028.7474763","8757.6","73.150000000000006","640.61844000000008","0.34584218008358453","885.52099999999996","63461","0.13799971636122974","PCE","12","Teller",NA
"P75","331690","Alaska Village Electric Cooperative","Togiak","Togiak","Togiak_grid","Bristol Bay","DFO","IC","10548.454881899999","33279.699999999997","73.150000000000006","2434.4100550000003","0.31696364095529705","3084.0729999999999","241156","0.13800071323126936","PCE","12","Togiak",NA
"P76","331700","Alaska Village Electric Cooperative","Toksook Bay","Toksook Bay","Toksook Bay_grid","Lower Yukon-Kuskokwim","DFO","IC","10155.893369700001","30678.900000000005","73.150000000000006","2244.1615350000006","0.33103838044062855","2969.299","222311","0.1379999190323466","PCE","12","Toksook Bay",NA
"P76","331700","Alaska Village Electric Cooperative","Toksook Bay","Toksook Bay","Toksook Bay_grid","Lower Yukon-Kuskokwim","WND","WT","2914.0511360999999",NA,NA,NA,NA,"851.98699999999997",NA,NA,"PCE","12","Toksook Bay",NA
"P98","331730","Alaska Village Electric Cooperative","Wales","Wales","Wales_grid","Bering Straits","DFO","IC","2246.7266640000003","7075.1","73.150000000000006","517.54356500000006","0.31755405068479597","656.88","51269","0.13799957089079171","PCE","12","Wales",NA
"P78","332900","Alaska Village Electric Cooperative","Yakutat","Yakutat","Yakutat_grid","Southeast","DFO","IC","19937.318614199998","54668.7","73.150000000000006","3999.0154050000001","0.36469348300215659","5829.1139999999996","396149","0.13800034835377598","PCE","12","Yakutat",NA
"P100","331740","Alutiiq Power Company","Karluk","Karluk","Karluk_grid","Kodiak","DFO","IC","746.33340210000006","2780.2999999999997","73.150000000000006","203.37894500000002","0.26843628460957453","218.20699999999999","20148","0.13799384554298191","PCE","12","Karluk",NA
"P101",NA,"Anchorage Municipal Light and Power","Anchorage 1","Anchorage","Railbelt_grid","Railbelt","DFO","IC","17.101500000000001","98.5","73.150000000000006","7.2052750000000003","0.17361928934010154","5","714","0.13795518207282914","EIA923","24","Includes ML&P's sevice territory",NA
"P101",NA,"Anchorage Municipal Light and Power","Anchorage 1","Anchorage","Railbelt_grid","Railbelt","DFO","GT","256.35490529999993","1037.0000000000002","73.150000000000006","75.856550000000013","0.24720820183220818","74.950999999999979","7518","0.13793562117584468","EIA923","24","Includes ML&P's sevice territory",NA
"P101",NA,"Anchorage Municipal Light and Power","Anchorage 1","Anchorage","Railbelt_grid","Railbelt","NG","GT","98699.764694700003","386419","53.06","20503.39214","0.25542161408911052","28857.048999999999","386419","1","EIA923","24","Includes ML&P's sevice territory",NA
"P102",NA,"Anchorage Municipal Light and Power","Eklutna Hydro Project","Anchorage","Railbelt_grid","Railbelt","WAT","HY","575003.73450000002",NA,NA,NA,NA,"168115",NA,NA,"EIA923","12","Includes ML&P's sevice territory",NA
"P103",NA,"Anchorage Municipal Light and Power","George M Sullivan Generation Plant 2","Anchorage","Railbelt_grid","Railbelt","DFO","CT","105.0681957","341.90000000000003","73.150000000000006","25.009985000000004","0.30730680228136881","30.719000000000001","2478","0.13797417271993545","EIA923","24","Includes ML&P's sevice territory",NA
