"","AEA Reporting ID","PCE ID","Utility Name","Community Name","Intertie","AEA Energy Region","Residential kWh Use Per Customer","Residential Revenue Per Customer","Residential $/kWh","Commercial kWh Use Per Customer","Commercial Revenue Per Customer","Commercial $/kWh","Other kWh Use Per Customer","Other Revenue Per Customer","Other $/kWh","Source","Number of monthly records","Communities reported","Notes"
"14","SR-109","332210","Manokotak Power Company","Manokotak","Manokotak_grid","Bristol Bay","1934.8552631578948","1064.1703947368419","0.54999999999999993","3072.8846153846157","1690.0865384615383","0.54999999999999993","19717.454545454548","10844.6","0.54999999999999993","PCE","6","Manokotak",NA
"15","SR-11","331005","TDX Adak Generating LLC","Adak","Adak_grid","Aleutians","2065.6111111111104","2832.4520226851846","1.3712416666666669","4107.6967213114749","5632.6448982923503","1.3712416666666669","18760.36","25724.987313666668","1.3712416666666669","PCE","12","Adak",NA
"16","SR-110","331440","Alaska Village Electric Cooperative","Marshall","Marshall_grid","Lower Yukon-Kuskokwim","4984.4594594594591","2494.2235135135134","0.50040000000000007","7563.2307692307695","3784.6406769230775","0.50040000000000007","28026.740740740737","14024.581066666668","0.50040000000000007","PCE","12","Marshall",NA
"17","SR-111","332220","Mcgrath Light & Power","McGrath","McGrath_grid","Yukon-Koyukuk/Upper Tanana","2669.7486910994767","1943.2210806282726","0.72786666666666677","12543.775862068966","9130.1963241379326","0.72786666666666677","14989.434782608694","10910.309930434783","0.72786666666666677","PCE","12","McGrath",NA
"18","SR-112","331450","Alaska Village Electric Cooperative","Mekoryuk","Mekoryuk_grid","Lower Yukon-Kuskokwim","3270.2258064516136","1710.5733637096776","0.52307499999999996","7185.5333333333347","3758.5728483333337","0.52307499999999996","16067.652173913046","8404.5871608695652","0.52307499999999996","PCE","12","Mekoryuk",NA
"19","SR-113","331160","Alaska Power & Telephone Company","Mentasta Lake","Slana_grid","Copper River/Chugach","2831.2291666666665","1842.2100380208333","0.650675","8171.125","5316.7467593750007","0.650675","11728.888888888889","7631.6947777777777","0.650675","PCE","12","Mentasta Lake",NA
"20","SR-114","331460","Alaska Village Electric Cooperative","Minto","Minto_grid","Yukon-Koyukuk/Upper Tanana","3820.0512820512822","1927.4068743589744","0.50454999999999994","0","0","0","19487.933333333334","9832.6367633333339","0.50454999999999994","PCE","12","Minto","Did not report any commercial sales."
"21","SR-115","331470","Alaska Village Electric Cooperative","Mountain Village","Mountain Village_grid","Lower Yukon-Kuskokwim","4844.221621621622","2480.362575810811","0.51202500000000006","14627.583333333334","7489.6883562500025","0.51202500000000006","32971.707317073167","16882.338439024392","0.51202500000000006","PCE","12","Mountain Village",NA
"22","SR-116","332280","Naknek Electric Association","Naknek","Naknek_grid","Bristol Bay","4038.249011857707","1856.7868956521741","0.45979999999999999","51677.760655737708","23761.434349508196","0.45979999999999999","32413.059259259255","14903.524647407407","0.45979999999999999","PCE","12","Naknek, South Naknek, King Salmon",NA
"23","SR-117","332290","Napakiak Ircinraq","Napakiak","Bethel_grid","Lower Yukon-Kuskokwim","2925.3454545454551","2015.2704836363644","0.68890000000000018","12273.916666666664","8455.5011916666681","0.68890000000000018","4854.3076923076915","3344.1325692307696","0.68890000000000018","PCE","12","Napakiak",NA
"24","SR-118","332300","Napaskiak Electric Utility","Napaskiak","Napaskiak_grid","Lower Yukon-Kuskokwim","3416.7387387387389","2390.9198780780789","0.69976666666666676","8238.75","5765.2026250000017","0.69976666666666676","4827.545454545454","3378.1553909090912","0.69976666666666676","PCE","12","Napaskiak",NA
"25","SR-119","331170","Alaska Power & Telephone Company","Naukati Bay","Prince of Wales Is._grid","Southeast","4668.7888888888892","1335.8961274074077","0.28613333333333341","6466","1850.1381333333338","0.28613333333333341","33694.5","9641.1196000000018","0.28613333333333341","PCE","12","Naukati Bay",NA
"26","SR-12","331010","Akhiok, City of","Akhiok","Akhiok_grid","Kodiak","3099","2479.2000000000003","0.79999999999999993","15687.571428571428","12550.05714285714","0.79999999999999993","2895.5454545454554","2316.4363636363637","0.79999999999999993","PCE","12","Akhiok",NA
"27","SR-120","332320","Nelson Lagoon Electrical Coop","Nelson Lagoon","Nelson Lagoon_grid","Aleutians","3956.848484848485","3323.7527272727266","0.84","3789.2608695652179","3182.9791304347832","0.83999999999999986","4083.3","3429.9720000000002","0.83999999999999986","PCE","12","Nelson Lagoon",NA
"28","SR-121","331480","Alaska Village Electric Cooperative","New Stuyahok","New_Stuyahok_grid","Bristol Bay","5063.9449541284393","2832.517610091742","0.5593499999999999","5654.0624999999991","3162.5998593749987","0.5593499999999999","21033.3125","11764.983346874998","0.5593499999999999","PCE","12","New Stuyahok",NA
"29","SR-122","332870","Ungusraq Power Company","Newtok","Newtok_grid","Lower Yukon-Kuskokwim","3164.8055555555552","2531.844444444444","0.79999999999999993","6193.0625","4954.45","0.79999999999999993","4926.8","3941.44","0.8","PCE","11","Newtok",NA
"30","SR-123","331490","Alaska Village Electric Cooperative","Nightmute","Toksook Bay_grid","Lower Yukon-Kuskokwim","4996.9821428571422","2481.6262566964288","0.49662500000000009","2653.3749999999995","1317.7323593750002","0.49662500000000009","30256.411764705877","15026.090492647059","0.49662500000000009","PCE","12","Nightmute",NA
"31","SR-124","332330","Nikolai, City of","Nikolai","Nikolai_grid","Yukon-Koyukuk/Upper Tanana","2903.5348837209299","2613.1813953488377","0.90000000000000024","10882.699999999999","9794.4300000000021","0.90000000000000024","6856.3999999999987","6170.7600000000011","0.90000000000000024","PCE","11","Nikolai",NA
"32","SR-125","332740","Umnak Power Company","Nikolski","Nikolski_grid","Aleutians","3209.6428571428573","2407.2321428571431","0.75","9063.1428571428551","6797.3571428571422","0.74999999999999989","11267.333333333334","8450.4999999999982","0.74999999999999989","PCE","12","Nikolski",NA
"33","SR-126","331500","Alaska Village Electric Cooperative","Noatak","Noatak_grid","Northwest Arctic","6562.7666666666664","5161.1237758333336","0.78642500000000004","11528.333333333334","9066.169541666668","0.78642500000000004","34277.4","26956.604295000001","0.78642500000000004","PCE","12","Noatak",NA
"34","SR-127","332340","Nome Joint Utility Systems","Nome","Nome_grid","Bering Straits","4754.8754997144488","1703.1171560727203","0.3581833333333333","26035.587301587308","9325.5134449735451","0.3581833333333333","81399.178082191764","29155.828936073056","0.3581833333333333","PCE","12","Nome",NA
"35","SR-128","331510","Alaska Village Electric Cooperative","Noorvik","Noorvik_grid","Northwest Arctic","6222.778571428571","3240.9786494642863","0.52082500000000009","8297.8999999999978","4321.7537675000003","0.52082500000000009","28817.499999999996","15008.874437499999","0.52082500000000009","PCE","12","Noorvik",NA
"36","SR-129","331180","Alaska Power & Telephone Company","Northway","Northway_grid","Yukon-Koyukuk/Upper Tanana","3626.367816091954","2492.0399632183903","0.68719999999999992","20639.875","14183.722099999999","0.68719999999999992","16658.31818181818","11447.596254545451","0.68719999999999992","PCE","12","Northway, Northway Village, Northway Junction",NA
"37","SR-13","331020","Akiachak Native Community","Akiachak","Akiachak_grid","Lower Yukon-Kuskokwim","3537.748717948718","2141.2224115384611","0.60524999999999984","5513.1315789473683","3336.8228881578939","0.60524999999999984","34013.47826086956","20586.657717391296","0.60524999999999984","PCE","12","Akiachak",NA
"38","SR-130","332380","North Slope Borough Power & Light","Nuiqsut","Nuiqsut_grid","North Slope","9251.4070796460164","740.11256637168117","7.9999999999999988E-2","66255.140845070418","5300.411267605632","7.9999999999999988E-2","24970.166666666672","1997.6133333333335","7.9999999999999988E-2","PCE","12","Nuiqsut",NA
"39","SR-131","331520","Alaska Village Electric Cooperative","Nulato","Nulato_grid","Yukon-Koyukuk/Upper Tanana","3899.3097345132737","2096.8538097345131","0.53775000000000006","0","0","0","15385.111111111111","8273.3435000000009","0.53775000000000006","PCE","12","Nulato","Did not report any commercial sales."
"40","SR-132","332420","Nunam Iqua Electric Company","Nunam Iqua","Nunam Iqua_grid","Lower Yukon-Kuskokwim","4556.8444444444449","1865.7619840740738","0.40944166666666665","32403.599999999999","13267.383989999998","0.40944166666666665","16190.545454545454","6629.0839151515147","0.40944166666666665","PCE","12","Nunam Iqua",NA
"41","SR-133","331530","Alaska Village Electric Cooperative","Nunapitchuk","Kasigluk_grid","Lower Yukon-Kuskokwim","4859.1439393939399","2447.1863664772723","0.50362499999999988","8408.3846153846134","4234.6727019230748","0.50362499999999988","17562.84","8845.085294999999","0.50362499999999988","PCE","12","Nunapitchuk",NA
"42","SR-134","331540","Alaska Village Electric Cooperative","Old Harbor","Old Harbor_grid","Kodiak","4092.4444444444434","2259.1316444444437","0.55202499999999988","0","0","0","19488.529411764706","10758.155448529409","0.55202499999999988","PCE","12","Old Harbor","Did not report any commercial sales."
"43","SR-135","332440","Ouzinkie, City of","Ouzinkie","Ouzinkie_grid","Kodiak","3330.0641025641025","1426.5994615384618","0.42840000000000006","9723.4499999999971","4165.5259800000003","0.42840000000000006","8269.3888888888887","3542.6062000000002","0.42840000000000006","PCE","12","Ouzinkie",NA
"44","SR-136","332450","Pedro Bay Village Council","Pedro Bay","Pedro Bay_grid","Bristol Bay","1464.3421052631579","1199.5402412280705","0.81916666666666682","7142.7272727272721","5851.0840909090921","0.81916666666666693","3411.2999999999997","2794.4232500000007","0.81916666666666693","PCE","12","Pedro Bay",NA
"45","SR-139","332480","Pilot Point Electric Utility","Pilot Point","Pilot Point_grid","Bristol Bay","3106.0425531914902","1863.6255319148938","0.59999999999999987","8469.0526315789466","5081.4315789473667","0.59999999999999987","6459.7857142857147","3875.8714285714277","0.59999999999999987","PCE","12","Pilot Point",NA
"46","SR-14","331030","Akiak City Council","Akiak","Akiak_grid","Lower Yukon-Kuskokwim","3379.3545454545456","1791.0579090909098","0.53000000000000014","17704.821428571428","9383.5553571428591","0.53000000000000014","16296.272727272722","8637.0245454545457","0.53000000000000014","PCE","12","Akiak",NA
"47","SR-140","331550","Alaska Village Electric Cooperative","Pilot Station","Pilot Station_grid","Lower Yukon-Kuskokwim","4636.6214285714286","2490.0975382142856","0.53704999999999992","23728.799999999999","12743.552039999999","0.53704999999999992","31028.333333333328","16663.766416666662","0.53704999999999992","PCE","12","Pilot Station",NA
"48","SR-141","331560","Alaska Village Electric Cooperative","Pitkas Point","Saint Mary's_grid","Lower Yukon-Kuskokwim","3840.40625","2027.63848984375","0.52797499999999997","0","0","0","35093.833333333328","18528.666654166667","0.52797499999999997","PCE","12","Pitkas Point","Did not report any commercial sales."
"49","SR-143","332390","North Slope Borough Power & Light","Point Hope","Point Hope_grid","North Slope","8822.8105263157886","2188.4246276315789","0.24804166666666672","47737.108433734938","11840.791937751004","0.24804166666666672","11827.5","2933.7128125000008","0.24804166666666674","PCE","12","Point Hope",NA
"50","SR-144","332400","North Slope Borough Power & Light","Point Lay","Point Lay_grid","North Slope","9584.415384615384","2138.5226826923076","0.22312499999999999","55638.476190476184","12414.334999999999","0.22312500000000002","27057.999999999996","6037.3162499999999","0.22312500000000002","PCE","12","Point Lay",NA
"51","SR-145","332590","Tanalian Electric Cooperative","Port Alsworth","Port Alsworth_grid","Bristol Bay","3863.5116279069775","2176.5414715116281","0.56335833333333341","8587.1538461538457","4837.6446788461544","0.56335833333333341","2034.925","1146.3919564583334","0.56335833333333341","PCE","12","Port Alsworth",NA
"52","SR-146","332500","Port Heiden Utilities","Port Heiden","Port Heiden_grid","Bristol Bay","4090.8297872340418","2659.0393617021282","0.65000000000000013","4489.545454545454","2918.204545454546","0.65000000000000013","10812.222222222223","7027.9444444444462","0.65000000000000013","PCE","12","Port Heiden",NA
"53","SR-147","331570","Alaska Village Electric Cooperative","Quinhagak","Quinhagak_grid","Lower Yukon-Kuskokwim","5055.7411167512691","2570.7179643401018","0.50847500000000001","15277.315789473681","7768.1331460526308","0.50847500000000001","32256.826086956517","16401.789644565215","0.50847500000000001","PCE","12","Quinhagak",NA
"54","SR-148","332520","Rampart Village Council","Rampart","Rampart_grid","Yukon-Koyukuk/Upper Tanana","1334.5882352941176","1114.1587450980389","0.83483333333333321","6038","5040.7236666666658","0.83483333333333309","5387","4497.2471666666652","0.83483333333333309","PCE","9","Rampart",NA
"55","SR-149","332250","Middle Kuskokwim Electric","Red Devil","Red Devil_grid","Lower Yukon-Kuskokwim","2224.6428571428569","2612.3239523809521","1.1742666666666668","3845","4515.0553333333337","1.1742666666666668","2110.7500000000005","2478.5833666666672","1.1742666666666668","PCE","12","Red Devil",NA
"56","SR-15","331040","Akutan, City of","Akutan","Akutan_grid","Aleutians","4038.0425531914898","3836.1404255319153","0.94999999999999984","8510.0434782608681","8084.5413043478247","0.94999999999999984","10386.166666666666","9866.8583333333318","0.94999999999999984","PCE","12","Akutan",NA
"57","SR-150","332530","Ruby, City of","Ruby","Ruby_grid","Yukon-Koyukuk/Upper Tanana","1884.0270270270271","1413.0202702702707","0.75","7809.2424242424258","5856.9318181818198","0.75","5163.5263157894733","3872.6447368421059","0.75000000000000011","PCE","11","Ruby",NA
"58","SR-151","331580","Alaska Village Electric Cooperative","Russian Mission","Russian Mission_grid","Lower Yukon-Kuskokwim","5251.5443037974683","2791.4583746835442","0.53155000000000008","5714.7142857142862","3037.6563785714288","0.53155000000000008","34870","18535.148500000003","0.53155000000000008","PCE","12","Russian Mission",NA
"59","SR-152","332550","Saint George, City of","Saint George","Saint George_grid","Aleutians","3980.2","3980.2","1","5093.2142857142862","5093.2142857142862","1","11497.650000000001","11497.650000000001","1","PCE","12","Saint George",NA
"60","SR-153","331660","Alaska Village Electric Cooperative","Saint Mary's","Saint Mary's_grid","Lower Yukon-Kuskokwim","4243.8241758241757","2240.6330692307688","0.52797499999999997","10022.674418604653","5291.7215261627907","0.52797499999999997","36173.421052631573","19098.661980263158","0.52797499999999997","PCE","12","Saint Mary's, Andreafsky",NA
"61","SR-154","331670","Alaska Village Electric Cooperative","Saint Michael","Stebbins_grid","Bering Straits","6239.6666666666661","3126.0729999999999","0.501","9424.0799999999981","4721.4640799999997","0.501","31038.233333333334","15550.154900000001","0.501","PCE","12","Saint Michael",NA
"62","SR-155","332560","Saint Paul Municipal Electric","Saint Paul","Saint Paul_grid","Aleutians","4375.7058823529405","1815.9179411764705","0.41500000000000004","16497.78666666667","6846.5814666666693","0.41500000000000009","18782.150943396224","7794.5926415094345","0.41500000000000009","PCE","12","Saint Paul",NA
"63","SR-156","332540","TDX Corporation","Sand Point","Sand Point_grid","Aleutians","4545.4128113878996","2469.6364157473308","0.54332500000000006","14844.407894736842","8065.3379194078952","0.54332500000000006","23434.957446808516","12732.798254787238","0.54332500000000006","PCE","12","Sand Point",NA
"64","SR-157","331590","Alaska Village Electric Cooperative","Savoonga","Savoonga_grid","Bering Straits","5530.5740740740739","2778.2838861111104","0.50234999999999996","1025.3103448275863","515.064651724138","0.50234999999999996","36737.939393939392","18455.303854545447","0.50234999999999996","PCE","12","Savoonga",NA
"65","SR-158","331600","Alaska Village Electric Cooperative","Scammon Bay","Scammon Bay_grid","Lower Yukon-Kuskokwim","4748","2470.3844000000004","0.5203000000000001","4814.0000000000009","2504.7242000000006","0.5203000000000001","30193.137931034482","15709.489665517243","0.5203000000000001","PCE","12","Scammon Bay",NA
"66","SR-159","331610","Alaska Village Electric Cooperative","Selawik","Selawik_grid","Northwest Arctic","5907.4795321637421","3163.7506634502924","0.53555000000000008","8410.4333333333343","4504.2075716666668","0.53555000000000008","29758.651162790698","15937.245630232563","0.53555000000000008","PCE","12","Selawik",NA
"67","SR-16","331240","Alaska Village Electric Cooperative","Alakanuk","Emmonak_grid","Lower Yukon-Kuskokwim","5080.4939024390242","2595.8783594512201","0.51095000000000013","8894.3684210526299","4544.5775447368414","0.51095000000000013","36183.296296296299","18487.855242592599","0.51095000000000013","PCE","12","Alakanuk",NA
"68","SR-160","331620","Alaska Village Electric Cooperative","Shageluk","Shageluk_grid","Yukon-Koyukuk/Upper Tanana","3308.5526315789471","1835.5849999999996","0.55479999999999985","15547.833333333336","8625.9379333333309","0.55479999999999985","9871.0666666666675","5476.4677866666643","0.55479999999999985","PCE","12","Shageluk",NA
"69","SR-161","331630","Alaska Village Electric Cooperative","Shaktoolik","Shaktoolik_grid","Bering Straits","6788.5238095238101","3448.4003821428573","0.50797499999999995","11981.000000000002","6086.0484750000005","0.50797499999999995","20720.428571428572","10525.459703571429","0.50797499999999995","PCE","12","Shaktoolik",NA
"70","SR-162","331640","Alaska Village Electric Cooperative","Shishmaref","Shishmaref_grid","Bering Straits","4611.5800000000008","2482.8746719999995","0.53839999999999988","14936.368421052633","8041.7407578947359","0.53839999999999988","15252.9","8212.1613599999982","0.53839999999999988","PCE","12","Shishmaref",NA
"71","SR-163","331650","Alaska Village Electric Cooperative","Shungnak","Shungnak_grid","Northwest Arctic","5948.171875","3722.0685507812505","0.62575000000000014","6557.461538461539","4103.3315576923087","0.62575000000000014","29500.399999999998","18459.875300000003","0.62575000000000014","PCE","12","Shungnak",NA
"72","SR-164","331190","Alaska Power & Telephone Company","Skagway","Haines_grid","Southeast","4935.3240469208204","1373.4595545576733","0.27829166666666666","14655.911823647295","4078.6181279225111","0.27829166666666666","23061.60576923077","6417.8527055288459","0.27829166666666666","PCE","12","Skagway",NA
"73","SR-165","331195","Alaska Power & Telephone Company","Slana","Slana_grid","Copper River/Chugach","4039.0120481927711","2627.9158722891561","0.65063333333333329","5983.6666666666652","3893.1729888888876","0.65063333333333329","16008.833333333332","10415.880594444443","0.65063333333333329","PCE","12","Slana",NA
"74","SR-166","332260","Middle Kuskokwim Electric","Sleetmute","Sleetmute_grid","Lower Yukon-Kuskokwim","2440.9117647058824","2866.2813215686274","1.1742666666666668","11810","13868.089333333335","1.1742666666666668","7794.8888888888896","9153.2781925925938","1.1742666666666668","PCE","12","Sleetmute",NA
"75","SR-167","331680","Alaska Village Electric Cooperative","Stebbins","Stebbins_grid","Bering Straits","4968.1748251748249","2489.0555874125871","0.501","10897.263157894737","5459.5288421052637","0.501","20571.9375","10306.540687500001","0.501","PCE","12","Stebbins",NA
"76","SR-168","332570","Stevens Village Ira Council","Stevens Village","Stevens Village_grid","Yukon-Koyukuk/Upper Tanana","1111.8421052631581","1189.6710526315792","1.07","11803.500000000002","12629.745000000001","1.07","6520.8571428571431","6977.3171428571441","1.07","PCE","10","Stevens Village",NA
"77","SR-169","332270","Middle Kuskokwim Electric","Stony River","Stony River_grid","Lower Yukon-Kuskokwim","2074.1111111111113","2435.5595407407409","1.1742666666666668","12175.500000000002","14297.283800000003","1.1742666666666668","3103","3643.7494666666676","1.1742666666666668","PCE","12","Stony River",NA
"78","SR-17","331050","Alaska Power & Telephone Company","Allakaket","Allakaket_grid","Yukon-Koyukuk/Upper Tanana","2819.0142857142855","2503.2846857142858","0.88800000000000001","6119.090909090909","5433.7527272727275","0.88800000000000001","10119.039999999999","8985.7075199999981","0.88800000000000001","PCE","12","Allakaket, Alatna",NA
"79","SR-170","332580","Takotna Community Assoc Inc","Takotna","Takotna_grid","Yukon-Koyukuk/Upper Tanana","1775.72972972973","1814.7957837837841","1.022","3812.9999999999995","3896.886","1.022","1944.6666666666667","1987.4493333333335","1.022","PCE","100","Takotna",NA
"80","SR-171","332600","Tanana Power Company Inc","Tanana","Tanana_grid","Yukon-Koyukuk/Upper Tanana","2812.0630630630631","1894.1588115615618","0.67358333333333331","12122.979166666668","8165.836717013889","0.67358333333333331","25886.307692307695","17436.585423076926","0.67358333333333331","PCE","12","Tanana",NA
"81","SR-172","332610","Tatitlek Village Ira Council","Tatitlek","Tatitlek_grid","Copper River/Chugach","2930.1750000000002","2695.761","0.92","3923.8461538461543","3609.9384615384624","0.92","13332.400000000001","12265.808000000001","0.92","PCE","12","Tatitlek",NA
"82","SR-173","331685","Teller Power Company","Teller","Teller_grid","Bering Straits","3915.5526315789466","2090.0241059210516","0.53377499999999989","2750.3333333333335","1468.0591749999999","0.53377499999999989","18543.080000000002","9897.8325269999987","0.53377499999999989","PCE","12","Teller",NA
"83","SR-174","332630","Tenakee Springs, City of","Tenakee Springs","Tenakee Springs_grid","Southeast","1823.8931297709923","1168.8115139949114","0.64083333333333348","2481.8518518518522","1590.453395061729","0.64083333333333348","2116.1428571428569","1356.0948809523811","0.64083333333333348","PCE","12","Tenakee Springs",NA
"84","SR-175","331200","Alaska Power & Telephone Company","Tetlin","Tok_grid","Yukon-Koyukuk/Upper Tanana","3546.7777777777774","1602.404643518518","0.45179166666666654","6514.4","2943.151633333332","0.45179166666666654","18763.75","8477.3058854166648","0.45179166666666659","PCE","12","Tetlin",NA
"85","SR-176","331210","Alaska Power & Telephone Company","Thorne Bay","Prince of Wales Is._grid","Southeast","4864.6297376093289","1391.9327222546162","0.28613333333333341","8247.6513761467904","2359.9279804281355","0.28613333333333341","15489.814814814816","4432.1523456790137","0.28613333333333341","PCE","12","Thorne Bay, Kasaan",NA
"86","SR-177","331690","Alaska Village Electric Cooperative","Togiak","Togiak_grid","Bristol Bay","4777.639830508474","2522.7132715042367","0.52802499999999997","13987.931818181822","7385.9776982954563","0.52802499999999997","21404.685185185186","11302.208894907408","0.52802499999999997","PCE","12","Togiak",NA
"87","SR-178","331220","Alaska Power & Telephone Company","Tok","Tok_grid","Yukon-Koyukuk/Upper Tanana","4913.3745072273332","2219.8216575777483","0.45179166666666654","16957.149659863942","7661.0989067460287","0.45179166666666648","17928.564102564102","8099.9758568376019","0.45179166666666648","PCE","12","Tok, Tanacross",NA
"88","SR-179","331700","Alaska Village Electric Cooperative","Toksook Bay","Toksook Bay_grid","Lower Yukon-Kuskokwim","5794.6304347826099","2877.7583396739137","0.49662500000000009","2313.083333333333","1148.7350104166667","0.49662500000000009","32741.82608695652","16260.409380434787","0.49662500000000009","PCE","12","Toksook Bay",NA
"89","SR-18","331250","Alaska Village Electric Cooperative","Ambler","Ambler_grid","Northwest Arctic","5030.1724137931033","2795.0153017241378","0.55564999999999998","3884.4","2158.3668600000001","0.55564999999999998","27544.44","15305.068085999999","0.55564999999999998","PCE","12","Ambler",NA
"90","SR-180","332710","Tuluksak Traditional","Tuluksak","Tuluksak_grid","Lower Yukon-Kuskokwim","2134.9009900990104","1601.1757425742576","0.75","19753.749999999996","14815.312499999998","0.75","4499.0000000000009","3374.25","0.75","PCE","11","Tuluksak",NA
"91","SR-181","332720","Tuntutuliak Community","Tuntutuliak","Tuntutuliak_grid","Lower Yukon-Kuskokwim","3368.9930555555557","2189.8454861111118","0.65000000000000013","15073.999999999998","9798.1","0.65000000000000013","3800.0625","2470.0406250000005","0.65000000000000013","PCE","12","Tuntutuliak",NA
"92","SR-182","331710","Alaska Village Electric Cooperative","Tununak","Toksook Bay_grid","Lower Yukon-Kuskokwim","4259.5531914893618","2115.4006037234049","0.49662500000000009","0","0","0","26599.454545454537","13209.954113636364","0.49662500000000009","PCE","12","Tununak","Did not report any commercial sales."
"93","SR-183","332730","Twin Hills Village Council","Twin Hills","Twin Hills_grid","Bristol Bay","3604.5","1828.3525875000003","0.5072416666666667","18215.166666666664","9239.4914986111107","0.5072416666666667","4777.875","2423.5372781249998","0.5072416666666667","PCE","12","Twin Hills",NA
"94","SR-184","332850","Unalakleet Valley Electric Cooperative","Unalakleet","Unalakleet_grid","Bering Straits","4718.5527272727277","2072.6242854545462","0.43925000000000008","31405.433962264156","13794.836867924532","0.43925000000000003","14592.457142857143","6409.7367999999997","0.43925000000000003","PCE","12","Unalakleet",NA
"95","SR-185","332860","Unalaska, City of","Unalaska","Unalaska_grid","Aleutians","3659.5052910052914","1623.803819958848","0.4437222222222223","205457.91891891891","91166.244355855873","0.4437222222222223","36269.842857142852","16093.735272222222","0.4437222222222223","PCE","9","Unalaska",NA
"96","SR-186","332880","Venetie Village Electric","Venetie","Venetie_grid","Yukon-Koyukuk/Upper Tanana","1828.1308411214952","1508.2079439252338","0.82500000000000018","23046.5","19013.362500000003","0.82500000000000018","14173.700000000003","11693.302500000005","0.82500000000000018","PCE","12","Venetie",NA
"97","SR-187","332410","North Slope Borough Power & Light","Wainwright","Wainwright_grid","North Slope","9450.2697368421068","1827.2884058662282","0.19335833333333333","68804.588235294126","13303.940506862746","0.19335833333333333","21354.000000000004","4128.9738500000003","0.19335833333333333","PCE","12","Wainwright",NA
