"","AEA Sales Reporting ID","PCE ID","RCA CPCN","Utility Name","Community Name","Intertie Name","AEA Energy Region","Residential Rate ($/kWh)","PCE Residential Reimbursement Rate ($/kWh)","Residential Rate after PCE ($/kWh)","Percent of Residential Rate Covered by PCE Reimbursement","PCE Community
(Y/N)","Data Source","Number of monthly records","Communities reported","Notes"
"20","SR-113","331160","2","Alaska Power & Telephone Company","Mentasta Lake","Slana_grid","Copper River/Chugach","0.63821666666666665","0.28417500000000001","0.35404166666666664","0.44526414749432014","Yes","PCE","12","Mentasta Lake","Residential rate as reported to PCE"
"21","SR-114","331460","169","Alaska Village Electric Cooperative","Minto","Minto_grid","Yukon-Koyukuk/Upper Tanana","0.47932499999999995","0.22110833333333324","0.25821666666666671","0.46129105165249729","Yes","PCE","12","Minto","Residential rate as reported to PCE"
"22","SR-115","331470","169","Alaska Village Electric Cooperative","Mountain Village","Mountain Village_grid","Lower Yukon-Kuskokwim","0.49184166666666668","0.22490833333333343","0.26693333333333324","0.45727791802917622","Yes","PCE","12","Mountain Village","Residential rate as reported to PCE"
"23","SR-116","332280","22","Naknek Electric Association","Naknek","Naknek_grid","Bristol Bay","0.47594166666666671","0.24395833333333336","0.23198333333333335","0.51258032321888192","Yes","PCE","12","Naknek, South Naknek, King Salmon","Residential rate as reported to PCE"
"24","SR-117","332290","319","Napakiak Ircinraq","Napakiak","Bethel_grid","Lower Yukon-Kuskokwim","0.77238333333333331","0.31921666666666665","0.45316666666666666","0.41328787519150678","Yes","PCE","12","Napakiak","Residential rate as reported to PCE"
"25","SR-118","332300","625","Napaskiak Electric Utility","Napaskiak","Napaskiak_grid","Lower Yukon-Kuskokwim","0.70000000000000007","0.15337500000000015","0.54662499999999992","0.21910714285714306","Yes","PCE","12","Napaskiak","Residential rate as reported to PCE"
"26","SR-119","331170","2","Alaska Power & Telephone Company","Naukati Bay","Prince of Wales Is._grid","Southeast","0.29380833333333328","9.4416666666665705E-3","0.28436666666666671","3.2135462461354868E-2","Yes","PCE","12","Naukati Bay","Residential rate as reported to PCE"
"27","SR-12","331010","449","Akhiok, City of","Akhiok","Akhiok_grid","Kodiak","0.79999999999999993","0.36215000000000003","0.43784999999999991","0.45268750000000008","Yes","PCE","12","Akhiok","Residential rate as reported to PCE"
"28","SR-120","332320","340","Nelson Lagoon Electrical Coop","Nelson Lagoon","Nelson Lagoon_grid","Aleutians","0.84","0.42845000000000005","0.41154999999999992","0.51005952380952391","Yes","PCE","12","Nelson Lagoon","Residential rate as reported to PCE"
"29","SR-121","331480","169","Alaska Village Electric Cooperative","New Stuyahok","New_Stuyahok_grid","Bristol Bay","0.54414166666666663","0.2841499999999999","0.25999166666666673","0.52219856961269262","Yes","PCE","12","New Stuyahok","Residential rate as reported to PCE"
"30","SR-122","332870","375","Ungusraq Power Company","Newtok","Newtok_grid","Lower Yukon-Kuskokwim","0.79999999999999993","0.33861249999999998","0.46138749999999995","0.42326562500000003","Yes","PCE","8","Newtok","Residential rate as reported to PCE"
"31","SR-123","331490","169","Alaska Village Electric Cooperative","Nightmute","Toksook Bay_grid","Lower Yukon-Kuskokwim","0.52304166666666674","0.24806666666666671","0.27497500000000002","0.47427706524336816","Yes","PCE","12","Nightmute","Residential rate as reported to PCE"
"32","SR-124","332330","416","Nikolai, City of","Nikolai","Nikolai_grid","Yukon-Koyukuk/Upper Tanana","0.90000000000000013","0.48257777777777777","0.41742222222222236","0.53619753086419741","Yes","PCE","9","Nikolai","Residential rate as reported to PCE"
"33","SR-125","332740","242","Umnak Power Company","Nikolski","Nikolski_grid","Aleutians","0.75","0.54820000000000002","0.20179999999999998","0.73093333333333332","Yes","PCE","8","Nikolski","Residential rate as reported to PCE"
"34","SR-126","331500","169","Alaska Village Electric Cooperative","Noatak","Noatak_grid","Northwest Arctic","0.90516666666666656","0.62732499999999991","0.27784166666666671","0.69304916221690294","Yes","PCE","12","Noatak","Residential rate as reported to PCE"
"35","SR-127","332340","150","Nome Joint Utility Systems","Nome","Nome_grid","Bering Straits","0.35848333333333332","7.9933333333333301E-2","0.27855000000000002","0.22297642847180241","Yes","PCE","12","Nome","Residential rate as reported to PCE"
"36","SR-128","331510","169","Alaska Village Electric Cooperative","Noorvik","Noorvik_grid","Northwest Arctic","0.54350000000000021","0.28360833333333357","0.25989166666666663","0.52181846059490977","Yes","PCE","12","Noorvik","Residential rate as reported to PCE"
"37","SR-129","331180","2","Alaska Power & Telephone Company","Northway","Northway_grid","Yukon-Koyukuk/Upper Tanana","0.68139166666666673","0.32517500000000005","0.35621666666666668","0.47722186212041534","Yes","PCE","12","Northway, Northway Village, Northway Junction","Residential rate as reported to PCE"
"38","SR-13","331020","412","Akiachak Native Community","Akiachak","Akiachak_grid","Lower Yukon-Kuskokwim","0.61499999999999988","0.23699999999999993","0.37799999999999995","0.38536585365853654","Yes","PCE","12","Akiachak","Residential rate as reported to PCE"
"39","SR-130","332380","254","North Slope Borough Power & Light","Nuiqsut","Nuiqsut_grid","North Slope","9.1666666666666674E-2","0","9.1666666666666674E-2","0","Yes","PCE","12","Nuiqsut","Residential rate as reported to PCE"
"40","SR-131","331520","169","Alaska Village Electric Cooperative","Nulato","Nulato_grid","Yukon-Koyukuk/Upper Tanana","0.53221666666666667","0.27309999999999995","0.25911666666666672","0.51313688034321847","Yes","PCE","12","Nulato","Residential rate as reported to PCE"
"41","SR-132","332420","408","Nunam Iqua Electric Company","Nunam Iqua","Nunam Iqua_grid","Lower Yukon-Kuskokwim","0.41755000000000003","0.17160833333333331","0.24594166666666673","0.41098870394763093","Yes","PCE","12","Nunam Iqua","Residential rate as reported to PCE"
"42","SR-133","331530","169","Alaska Village Electric Cooperative","Nunapitchuk","Kasigluk_grid","Lower Yukon-Kuskokwim","0.51470000000000016","0.2482916666666668","0.26640833333333336","0.48240075124668103","Yes","PCE","12","Nunapitchuk","Residential rate as reported to PCE"
"43","SR-134","331540","169","Alaska Village Electric Cooperative","Old Harbor","Old Harbor_grid","Kodiak","0.52169166666666655","0.26117499999999988","0.26051666666666667","0.50063096017762709","Yes","PCE","12","Old Harbor","Residential rate as reported to PCE"
"44","SR-135","332440","357","Ouzinkie, City of","Ouzinkie","Ouzinkie_grid","Kodiak","0.4006333333333334","0.13690000000000008","0.26373333333333332","0.34170896081204771","Yes","PCE","12","Ouzinkie","Residential rate as reported to PCE"
"45","SR-136","332450","662","Pedro Bay Village Council","Pedro Bay","Pedro Bay_grid","Bristol Bay","0.82000000000000017","0.29530000000000012","0.52470000000000006","0.36012195121951224","Yes","PCE","12","Pedro Bay","Residential rate as reported to PCE"
"46","SR-137","332460","24","Pelican Utility","Pelican","Pelican_grid","Southeast","0.26100000000000007","6.0800000000000104E-2","0.20019999999999996","0.23295019157088157","Yes","PCE","6","Pelican","Residential rate as reported to PCE"
"47","SR-138","332470","659","Native Village of Perryville","Perryville","Perryville_grid","Bristol Bay",NA,NA,NA,NA,"Yes",NA,NA,"Perryville","No Data"
"48","SR-139","332480","425","Pilot Point Electric Utility","Pilot Point","Pilot Point_grid","Bristol Bay","0.59999999999999987","0.39669999999999983","0.20330000000000001","0.66116666666666657","Yes","PCE","12","Pilot Point","Residential rate as reported to PCE"
"49","SR-14","331030","635","Akiak City Council","Akiak","Akiak_grid","Lower Yukon-Kuskokwim","0.53","0.2263","0.30370000000000003","0.42698113207547167","Yes","PCE","2","Akiak","Residential rate as reported to PCE"
"50","SR-140","331550","169","Alaska Village Electric Cooperative","Pilot Station","Pilot Station_grid","Lower Yukon-Kuskokwim","0.50983333333333325","0.25169999999999998","0.25813333333333327","0.49369074861065709","Yes","PCE","12","Pilot Station","Residential rate as reported to PCE"
"51","SR-141","331560","169","Alaska Village Electric Cooperative","Pitkas Point","Saint Mary's_grid","Lower Yukon-Kuskokwim","0.45142500000000013","0.18653333333333344","0.26489166666666669","0.41321002012146735","Yes","PCE","12","Pitkas Point","Residential rate as reported to PCE"
"52","SR-143","332390","254","North Slope Borough Power & Light","Point Hope","Point Hope_grid","North Slope","0.14999999999999997","0","0.14999999999999997","0","Yes","PCE","12","Point Hope","Residential rate as reported to PCE"
"53","SR-144","332400","254","North Slope Borough Power & Light","Point Lay","Point Lay_grid","North Slope","0.14999999999999997","1.6666666666664831E-5","0.1499833333333333","1.1111111111109889E-4","Yes","PCE","12","Point Lay","Residential rate as reported to PCE"
"54","SR-145","332590","447","Tanalian Electric Cooperative","Port Alsworth","Port Alsworth_grid","Bristol Bay","0.55162500000000003","0.33068333333333333","0.22094166666666668","0.59947125915854671","Yes","PCE","12","Port Alsworth","Residential rate as reported to PCE"
"55","SR-146","332500","399","Port Heiden Utilities","Port Heiden","Port Heiden_grid","Bristol Bay","0.65000000000000013","0.34845000000000009","0.30155000000000004","0.53607692307692312","Yes","PCE","12","Port Heiden","Residential rate as reported to PCE"
"56","SR-147","331570","169","Alaska Village Electric Cooperative","Quinhagak","Quinhagak_grid","Lower Yukon-Kuskokwim","0.50499166666666662","0.22129166666666666","0.28369999999999995","0.43820855129622605","Yes","PCE","12","Quinhagak","Residential rate as reported to PCE"
"57","SR-148","332520","759","Rampart Village Council","Rampart","Rampart_grid","Yukon-Koyukuk/Upper Tanana","0.81489999999999985","0.48219999999999985","0.3327","0.591729046508774","Yes","PCE","6","Rampart","Residential rate as reported to PCE"
"58","SR-149","332250","343","Middle Kuskokwim Electric","Red Devil","Red Devil_grid","Lower Yukon-Kuskokwim","1.1127083333333336","0.75685000000000024","0.35585833333333339","0.68018723085564503","Yes","PCE","12","Red Devil","Residential rate as reported to PCE"
"59","SR-15","331040","293","Akutan, City of","Akutan","Akutan_grid","Aleutians","0.94999999999999984","0.74669999999999981","0.20330000000000001","0.78599999999999992","Yes","PCE","12","Akutan","Residential rate as reported to PCE"
"60","SR-150","332530","364","Ruby, City of","Ruby","Ruby_grid","Yukon-Koyukuk/Upper Tanana","0.75","0.37688333333333329","0.37311666666666671","0.50251111111111102","Yes","PCE","12","Ruby","Residential rate as reported to PCE"
"61","SR-151","331580","169","Alaska Village Electric Cooperative","Russian Mission","Russian Mission_grid","Lower Yukon-Kuskokwim","0.50448333333333351","0.24656666666666677","0.25791666666666674","0.48875086722389244","Yes","PCE","12","Russian Mission","Residential rate as reported to PCE"
"62","SR-152","332550","410","Saint George, City of","Saint George","Saint George_grid","Aleutians","1","0.73033999999999999","0.26966000000000001","0.73033999999999999","Yes","PCE","10","Saint George","Residential rate as reported to PCE"
"63","SR-153","331660","169","Alaska Village Electric Cooperative","Saint Mary's","Saint Mary's_grid","Lower Yukon-Kuskokwim","0.45142500000000013","0.18653333333333344","0.26489166666666669","0.41321002012146735","Yes","PCE","12","Saint Mary's, Andreafsky","Residential rate as reported to PCE"
"64","SR-154","331670","169","Alaska Village Electric Cooperative","Saint Michael","Stebbins_grid","Bering Straits","0.51576666666666671","0.25728333333333336","0.25848333333333334","0.49883668325470176","Yes","PCE","12","Saint Michael","Residential rate as reported to PCE"
"65","SR-155","332560","339","Saint Paul Municipal Electric","Saint Paul","Saint Paul_grid","Aleutians","0.41000000000000009","0.20670000000000008","0.20330000000000001","0.50414634146341475","Yes","PCE","12","Saint Paul","Residential rate as reported to PCE"
"66","SR-156","332540","749","TDX Corporation","Sand Point","Sand Point_grid","Aleutians","0.50894166666666674","0.27272500000000011","0.23621666666666666","0.53586691336597203","Yes","PCE","12","Sand Point","Residential rate as reported to PCE"
"67","SR-157","331590","169","Alaska Village Electric Cooperative","Savoonga","Savoonga_grid","Bering Straits","0.51100833333333329","0.24967499999999992","0.26133333333333336","0.48859281485950967","Yes","PCE","12","Savoonga","Residential rate as reported to PCE"
"68","SR-158","331600","169","Alaska Village Electric Cooperative","Scammon Bay","Scammon Bay_grid","Lower Yukon-Kuskokwim","0.53334166666666682","0.27423333333333355","0.25910833333333327","0.51417946594584485","Yes","PCE","12","Scammon Bay","Residential rate as reported to PCE"
"69","SR-159","331610","169","Alaska Village Electric Cooperative","Selawik","Selawik_grid","Northwest Arctic","0.53516666666666646","0.2758333333333331","0.25933333333333336","0.51541575833073783","Yes","PCE","12","Selawik","Residential rate as reported to PCE"
"70","SR-16","331240","169","Alaska Village Electric Cooperative","Alakanuk","Emmonak_grid","Lower Yukon-Kuskokwim","0.51106666666666645","0.24549999999999977","0.26556666666666667","0.48036785807461496","Yes","PCE","12","Alakanuk","Residential rate as reported to PCE"
"71","SR-160","331620","169","Alaska Village Electric Cooperative","Shageluk","Shageluk_grid","Yukon-Koyukuk/Upper Tanana","0.53033333333333321","0.27190833333333314","0.25842500000000007","0.51271213073538635","Yes","PCE","12","Shageluk","Residential rate as reported to PCE"
"72","SR-161","331630","169","Alaska Village Electric Cooperative","Shaktoolik","Shaktoolik_grid","Bering Straits","0.51464166666666666","0.22244999999999998","0.29219166666666668","0.43224249882604399","Yes","PCE","12","Shaktoolik","Residential rate as reported to PCE"
"73","SR-162","331640","169","Alaska Village Electric Cooperative","Shishmaref","Shishmaref_grid","Bering Straits","0.52355000000000007","0.26491666666666669","0.25863333333333338","0.50600070034699007","Yes","PCE","12","Shishmaref","Residential rate as reported to PCE"
"74","SR-163","331650","169","Alaska Village Electric Cooperative","Shungnak","Shungnak_grid","Northwest Arctic","0.77091666666666658","0.49826666666666664","0.27264999999999995","0.64633012647281374","Yes","PCE","12","Shungnak","Residential rate as reported to PCE"
"75","SR-164","331190","2","Alaska Power & Telephone Company","Skagway","Haines_grid","Southeast","0.29430833333333328","1.2533333333333285E-2","0.281775","4.2585723589206176E-2","Yes","PCE","12","Skagway","Residential rate as reported to PCE"
"76","SR-165","331195","2","Alaska Power & Telephone Company","Slana","Slana_grid","Copper River/Chugach","0.63823333333333332","0.28417499999999996","0.35405833333333336","0.44525251997701981","Yes","PCE","12","Slana","Residential rate as reported to PCE"
"77","SR-166","332260","343","Middle Kuskokwim Electric","Sleetmute","Sleetmute_grid","Lower Yukon-Kuskokwim","1.1126750000000003","0.75685000000000024","0.35582500000000006","0.68020760779203271","Yes","PCE","12","Sleetmute","Residential rate as reported to PCE"
"78","SR-167","331680","169","Alaska Village Electric Cooperative","Stebbins","Stebbins_grid","Bering Straits","0.51576666666666671","0.25728333333333336","0.25848333333333334","0.49883668325470176","Yes","PCE","12","Stebbins","Residential rate as reported to PCE"
"79","SR-168","332570","709","Stevens Village Ira Council","Stevens Village","Stevens Village_grid","Yukon-Koyukuk/Upper Tanana",NA,NA,NA,NA,"Yes",NA,NA,"Stevens Village","No Data"
"80","SR-169","332270","343","Middle Kuskokwim Electric","Stony River","Stony River_grid","Lower Yukon-Kuskokwim","1.1127","0.75685000000000002","0.35585000000000006","0.68019232497528537","Yes","PCE","12","Stony River","Residential rate as reported to PCE"
"81","SR-17","331050","2","Alaska Power & Telephone Company","Allakaket","Allakaket_grid","Yukon-Koyukuk/Upper Tanana","0.88170833333333321","0.51549999999999985","0.36620833333333341","0.58466046028070495","Yes","PCE","12","Allakaket, Alatna","Residential rate as reported to PCE"
"82","SR-170","332580","394","Takotna Community Assoc Inc","Takotna","Takotna_grid","Yukon-Koyukuk/Upper Tanana","1.0686666666666669","0.4531333333333335","0.61553333333333338","0.42401746724890838","Yes","PCE","3","Takotna","Residential rate as reported to PCE"
"83","SR-171","332600","92","Tanana Power Company Inc","Tanana","Tanana_grid","Yukon-Koyukuk/Upper Tanana","0.63989166666666664","0.27913333333333334","0.36075833333333329","0.43621967260083089","Yes","PCE","12","Tanana","Residential rate as reported to PCE"
"84","SR-172","332610","586","Tatitlek Village Ira Council","Tatitlek","Tatitlek_grid","Copper River/Chugach","0.92","0.50744166666666679","0.4125583333333333","0.55156702898550736","Yes","PCE","12","Tatitlek","Residential rate as reported to PCE"
"85","SR-173","331685","61","Teller Power Company","Teller","Teller_grid","Bering Straits","0.5315833333333333","0.27250833333333319","0.25907500000000011","0.51263520928045125","Yes","PCE","12","Teller","Residential rate as reported to PCE"
"86","SR-174","332630","363","Tenakee Springs, City of","Tenakee Springs","Tenakee Springs_grid","Southeast","0.58833333333333326","0.30581666666666657","0.28251666666666669","0.51980169971671375","Yes","PCE","12","Tenakee Springs","Residential rate as reported to PCE"
"87","SR-175","331200","2","Alaska Power & Telephone Company","Tetlin","Tok_grid","Yukon-Koyukuk/Upper Tanana","0.4446750000000001","0.2299250000000001","0.21475","0.51706302355653011","Yes","PCE","12","Tetlin","Residential rate as reported to PCE"
"88","SR-176","331210","2","Alaska Power & Telephone Company","Thorne Bay","Prince of Wales Is._grid","Southeast","0.29380833333333328","9.4416666666665705E-3","0.28436666666666671","3.2135462461354868E-2","Yes","PCE","12","Thorne Bay, Kasaan","Residential rate as reported to PCE"
"89","SR-177","331690","169","Alaska Village Electric Cooperative","Togiak","Togiak_grid","Bristol Bay","0.52604999999999991","0.2674083333333333","0.2586416666666666","0.50833254126667304","Yes","PCE","12","Togiak","Residential rate as reported to PCE"
"90","SR-178","331220","2","Alaska Power & Telephone Company","Tok","Tok_grid","Yukon-Koyukuk/Upper Tanana","0.44465833333333338","0.22992500000000002","0.21473333333333336","0.51708240409303019","Yes","PCE","12","Tok, Tanacross","Residential rate as reported to PCE"
"91","SR-179","331700","169","Alaska Village Electric Cooperative","Toksook Bay","Toksook Bay_grid","Lower Yukon-Kuskokwim","0.52304166666666674","0.24806666666666671","0.27497500000000002","0.47427706524336816","Yes","PCE","12","Toksook Bay","Residential rate as reported to PCE"
"92","SR-18","331250","169","Alaska Village Electric Cooperative","Ambler","Ambler_grid","Northwest Arctic","0.64431666666666665","0.38052499999999995","0.2637916666666667","0.59058692671822854","Yes","PCE","12","Ambler","Residential rate as reported to PCE"
"93","SR-180","332710","664","Tuluksak Traditional","Tuluksak","Tuluksak_grid","Lower Yukon-Kuskokwim",NA,NA,NA,NA,"Yes",NA,NA,"Tuluksak","No Data"
"94","SR-181","332720","344","Tuntutuliak Community","Tuntutuliak","Tuntutuliak_grid","Lower Yukon-Kuskokwim","0.65000000000000013","0.3736500000000002","0.27634999999999993","0.57484615384615401","Yes","PCE","12","Tuntutuliak","Residential rate as reported to PCE"
"95","SR-182","331710","169","Alaska Village Electric Cooperative","Tununak","Toksook Bay_grid","Lower Yukon-Kuskokwim","0.52304166666666674","0.24806666666666671","0.27497500000000002","0.47427706524336816","Yes","PCE","12","Tununak","Residential rate as reported to PCE"
"96","SR-183","332730","729","Twin Hills Village Council","Twin Hills","Twin Hills_grid","Bristol Bay","0.504","0.25209999999999999","0.25190000000000001","0.5001984126984127","Yes","PCE","6","Twin Hills","Residential rate as reported to PCE"
"97","SR-184","332850","741","Unalakleet Valley Electric Cooperative","Unalakleet","Unalakleet_grid","Bering Straits","0.44760833333333322","0.1898333333333333","0.25777499999999992","0.42410589615176963","Yes","PCE","12","Unalakleet","Residential rate as reported to PCE"
"98","SR-185","332860","106","Unalaska, City of","Unalaska","Unalaska_grid","Aleutians","0.41921666666666663","0.10833333333333334","0.31088333333333329","0.25841847890907649","Yes","PCE","12","Unalaska","Residential rate as reported to PCE"
"99","SR-186","332880","663","Venetie Village Electric","Venetie","Venetie_grid","Yukon-Koyukuk/Upper Tanana","0.9","0.50470000000000004","0.39529999999999998","0.56077777777777782","Yes","PCE","6","Venetie","Residential rate as reported to PCE"
"100","SR-187","332410","254","North Slope Borough Power & Light","Wainwright","Wainwright_grid","North Slope","0.14999999999999997","0","0.14999999999999997","0","Yes","PCE","12","Wainwright","Residential rate as reported to PCE"
"101","SR-188","331730","169","Alaska Village Electric Cooperative","Wales","Wales_grid","Bering Straits","0.56005833333333321","0.29959166666666659","0.26046666666666662","0.534929397235407","Yes","PCE","12","Wales","Residential rate as reported to PCE"
"102","SR-189","331230","2","Alaska Power & Telephone Company","Whale Pass","Whale_Pass_grid","Southeast","0.29379999999999995","9.441666666666626E-3","0.28435833333333332","3.2136373950533106E-2","Yes","PCE","12","Whale Pass","Residential rate as reported to PCE"
"103","SR-19","332350","254","North Slope Borough Power & Light","Anaktuvuk Pass","Anaktuvuk Pass_grid","North Slope","0.14999999999999997","0","0.14999999999999997","0","Yes","PCE","12","Anaktuvuk Pass","Residential rate as reported to PCE"
"104","SR-190","332890","409","White Mountain, City of","White Mountain","White Mountain_grid","Bering Straits","0.54999999999999993","0.24913333333333326","0.30086666666666667","0.45296969696969691","Yes","PCE","12","White Mountain","Residential rate as reported to PCE"
"105","SR-191","332900","53","Alaska Village Electric Cooperative","Yakutat","Yakutat_grid","Southeast","0.39339166666666664","0.18938333333333329","0.20400833333333335","0.48141165505115757","Yes","PCE","12","Yakutat","Residential rate as reported to PCE"
"106","SR-192","0","10","Copper Valley Elec Assn, Inc","Valdez","CopperValley_grid","Copper River/Chugach","0.34","2.5188536953242857E-3","0.33748114630467574","7.4083932215420166E-3","No","CVEA","0","In addition to Valdez, the CVEA service area includes 14 other communities.","Additioinal data provided by utility via email."
"107","SR-193","0","100","Sitka, City & Borough of","Sitka","Sitka_grid","Southeast","0.18118569550831709","0","0.18118569550831709","0","No","EIA861S","0","Sitka","Additional data provided by utility via email."
"108","SR-194","0","214","Barrow Utilities & Electric Cooperative Inc.","Utqiagvik","Utqiagvik_grid","North Slope","0.18850057364751568","0","0.18850057364751568","0","No","BUECI",NA,"Utqiagvik",NA
"109","SR-198","0","212","Petersburg, City of","Petersburg","SEAPA_grid","Southeast","9.9465331409657978E-2","0","9.9465331409657978E-2","0","No","EIA861S","0","Petersburg","Additioinal data provided by utility via email."
"110","SR-20","332650","240","Inside Passage Electric","Angoon","Angoon_grid","Southeast","0.62539166666666668","0.33495833333333341","0.29043333333333327","0.53559769211294272","Yes","PCE","12","Angoon","Residential rate as reported to PCE"
"111","SR-200","0","111","Wrangell, City of","Wrangell","SEAPA_grid","Southeast",NA,NA,NA,NA,"No","EIA861S",NA,"Wrangell","No Data"
"112","SR-21","331760","5","Aniak Light & Power","Aniak","Aniak_grid","Lower Yukon-Kuskokwim","0.6976083333333335","0.36206666666666687","0.33554166666666663","0.51901138413388614","Yes","PCE","12","Aniak","Residential rate as reported to PCE"
"113","SR-22","331260","169","Alaska Village Electric Cooperative","Anvik","Anvik_grid","Yukon-Koyukuk/Upper Tanana","0.5689749999999999","0.30758333333333326","0.26139166666666663","0.54059200023433951","Yes","PCE","12","Anvik","Residential rate as reported to PCE"
"114","SR-23","331770","747","Arctic Village Electric Company","Arctic Village","Arctic Village_grid","Yukon-Koyukuk/Upper Tanana","1","0.72841111111111112","0.27158888888888888","0.72841111111111112","Yes","PCE","9","Arctic Village","Residential rate as reported to PCE"
"115","SR-24","331750","291","Andreanof Electric Corp","Atka","Atka_grid","Aleutians","0.62500909090909085","0.21841818181818173","0.40659090909090911","0.34946400779625014","Yes","PCE","11","Atka","Residential rate as reported to PCE"
"116","SR-25","331780","337","Atmautluak Tribal Utilities","Atmautluak","Atmautluak_grid","Lower Yukon-Kuskokwim","0.66","0.43324166666666675","0.22675833333333331","0.65642676767676778","Yes","PCE","12","Atmautluak","Residential rate as reported to PCE"
"117","SR-26","332360","254","North Slope Borough Power & Light","Atqasuk","Atqasuk_grid","North Slope","0.14999999999999997","0","0.14999999999999997","0","Yes","PCE","12","Atqasuk","Residential rate as reported to PCE"
"118","SR-27","331790","420","Beaver Joint Utilities","Beaver","Beaver_grid","Yukon-Koyukuk/Upper Tanana","0.90000000000000024","0.56394166666666701","0.33605833333333329","0.62660185185185202","Yes","PCE","12","Beaver","Residential rate as reported to PCE"
"119","SR-28","331800","43","Bethel Utilities Corp","Bethel","Bethel_grid","Lower Yukon-Kuskokwim","0.31868333333333343","5.8225000000000027E-2","0.2604583333333334","0.18270487945191155","Yes","PCE","12","Bethel, Oscarville","Residential rate as reported to PCE"
