"","AEA Sales Reporting ID","PCE ID","RCA CPCN","Utility Name","Community Name","Intertie Name","AEA Energy Region","Residential kWh Use Per Customer","Residential Revenue Per Customer","Residential $/kWh","Commercial kWh Use Per Customer","Commercial Revenue Per Customer","Commercial $/kWh","Other kWh Use Per Customer","Other Revenue Per Customer","Other $/kWh","Data Source","Number of monthly records","Communities reported","Notes"
"90","SR-178","331220","2","Alaska Power & Telephone Company","Tok","Tok_grid","Yukon-Koyukuk/Upper Tanana","5339.589207635705","2374.292837751947","0.44465833333333338","89269.696969696961","39694.514671717181","0.44465833333333338","7799.5728155339793","3468.1450488673136","0.44465833333333338","PCE","12","Tok, Tanacross","PCE revenue assumes all kWh are at residential rate"
"91","SR-179","331700","169","Alaska Village Electric Cooperative","Toksook Bay","Toksook Bay_grid","Lower Yukon-Kuskokwim","6259.6509554140121","3274.0582684713377","0.52304166666666674","4827.1538461538466","2524.802592948718","0.52304166666666674","22656.663594470043","11850.379087557605","0.52304166666666674","PCE","12","Toksook Bay","PCE revenue assumes all kWh are at residential rate"
"92","SR-18","331250","169","Alaska Village Electric Cooperative","Ambler","Ambler_grid","Northwest Arctic","6471.5474919957314","4169.725908217717","0.64431666666666665","3062.16","1973.000724","0.64431666666666665","33521.496183206102","21598.458682442746","0.64431666666666665","PCE","12","Ambler","PCE revenue assumes all kWh are at residential rate"
"93","SR-180","332710","664","Tuluksak Traditional","Tuluksak","Tuluksak_grid","Lower Yukon-Kuskokwim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuluksak","No Data"
"94","SR-181","332720","344","Tuntutuliak Community","Tuntutuliak","Tuntutuliak_grid","Lower Yukon-Kuskokwim","4780.9768076398368","3107.6349249658942","0.65000000000000013","79824.5","51885.925000000017","0.65000000000000013","2030.7108433734936","1319.9620481927714","0.65000000000000024","PCE","12","Tuntutuliak","PCE revenue assumes all kWh are at residential rate"
"95","SR-182","331710","169","Alaska Village Electric Cooperative","Tununak","Toksook Bay_grid","Lower Yukon-Kuskokwim","4513.076086956522","2360.5268383152179","0.52304166666666674","0","0",NA,"22081.80722891567","11549.705256024099","0.52304166666666674","PCE","12","Tununak","PCE revenue assumes all kWh are at residential rate"
"96","SR-183","332730","729","Twin Hills Village Council","Twin Hills","Twin Hills_grid","Bristol Bay","1956.0841121495328","985.86639252336465","0.504","9524.5","4800.348","0.504","2634","1327.5360000000001","0.504","PCE","6","Twin Hills","PCE revenue assumes all kWh are at residential rate"
"97","SR-184","332850","741","Unalakleet Valley Electric Cooperative","Unalakleet","Unalakleet_grid","Bering Straits","4963.4043332316141","2221.661141257247","0.44760833333333322","84061.931034482754","37626.820847126422","0.44760833333333322","8124.2507122507113","3636.4823208926869","0.44760833333333327","PCE","12","Unalakleet","PCE revenue assumes all kWh are at residential rate"
"98","SR-185","332860","106","Unalaska, City of","Unalaska","Unalaska_grid","Aleutians","5085.6123300866948","2131.9734489778443","0.41921666666666663","657354.39301310049","275573.91745764186","0.41921666666666663","18536.531289910599","7770.8228589186874","0.41921666666666663","PCE","12","Unalaska","PCE revenue assumes all kWh are at residential rate"
"99","SR-186","332880","663","Venetie Village Electric","Venetie","Venetie_grid","Yukon-Koyukuk/Upper Tanana","1630.1125","1467.1012499999999","0.9","6129.7777777777783","5516.8","0.9","8323.25","7490.9250000000002","0.9","PCE","6","Venetie","PCE revenue assumes all kWh are at residential rate"
"100","SR-187","332410","254","North Slope Borough Power & Light","Wainwright","Wainwright_grid","North Slope","9275.7821782178216","1391.3673267326728","0.14999999999999997","1495871.6666666667","224380.74999999991","0.14999999999999997","2002.5882352941173","300.38823529411758","0.14999999999999997","PCE","12","Wainwright","PCE revenue assumes all kWh are at residential rate"
"101","SR-188","331730","169","Alaska Village Electric Cooperative","Wales","Wales_grid","Bering Straits","5013.9825327510916","2808.1227006550212","0.56005833333333321","8912.8000000000011","4991.6879133333323","0.56005833333333321","14824.425249169433","8302.5428976744151","0.56005833333333321","PCE","12","Wales","PCE revenue assumes all kWh are at residential rate"
"102","SR-189","331230","2","Alaska Power & Telephone Company","Whale Pass","Whale_Pass_grid","Southeast","3657.15014720314","1074.4707132482824","0.29379999999999995","46078.079999999994","13537.739903999995","0.29379999999999995","1526.4642857142856","448.47520714285707","0.29379999999999995","PCE","12","Whale Pass","PCE revenue assumes all kWh are at residential rate"
"103","SR-19","332350","254","North Slope Borough Power & Light","Anaktuvuk Pass","Anaktuvuk Pass_grid","North Slope","7603.0301057770539","1140.454515866558","0.14999999999999997","1411351","211702.64999999997","0.14999999999999997","1360.4130127298445","204.06195190947662","0.14999999999999997","PCE","12","Anaktuvuk Pass","PCE revenue assumes all kWh are at residential rate"
"104","SR-190","332890","409","White Mountain, City of","White Mountain","White Mountain_grid","Bering Straits","4064.7970479704795","2235.6383763837634","0.54999999999999993","41821.75","23001.962499999998","0.54999999999999993","4918.9217391304346","2705.4069565217387","0.54999999999999993","PCE","12","White Mountain","PCE revenue assumes all kWh are at residential rate"
"105","SR-191","332900","53","Alaska Village Electric Cooperative","Yakutat","Yakutat_grid","Southeast","5165.1257557436511","2031.9174295949215","0.39339166666666664","82575.660377358494","32484.576661949683","0.39339166666666664","13083.349950149552","5146.8808424725821","0.39339166666666664","PCE","12","Yakutat","PCE revenue assumes all kWh are at residential rate"
"106","SR-192","0","10","Copper Valley Elec Assn, Inc","Valdez","CopperValley_grid","Copper River/Chugach","5164.5569620253164","1742.9406037000974","0.33748114630467574","78828.375286041191","22348.970251716244","0.28351428239665583","0","0",NA,"CVEA","0","In addition to Valdez, the CVEA service area includes 14 other communities.","Additional data provided by utility via email."
"107","SR-193","0","100","Sitka, City & Borough of","Sitka","Sitka_grid","Southeast","0","0","0.18118569550831709","0","0","0.15939849624060151","0","0","0","EIA861S","0","Sitka","Additional data provided by utility via email."
"108","SR-194","0","214","Barrow Utilities & Electric Cooperative Inc.","Utqiagvik","Utqiagvik_grid","North Slope","7415.5759162303666","1397.8403141361257","0.18850057364751568","71146.245059288529","9790.3162055335961","0.13760833333333333","0","0","0","BUECI","0","Utqiagvik",NA
"109","SR-198","0","212","Petersburg, City of","Petersburg","SEAPA_grid","Southeast","16572.433192686356","1648.3825597749649","9.9465331409657978E-2","37414.575866188767","4020.3106332138595","0.10745305913909822","0","0","0","EIA861S","0","Petersburg","Additional data provided by utility via email."
"110","SR-20","332650","240","Inside Passage Electric","Angoon","Angoon_grid","Southeast","4091.3793980500213","2558.714580712166","0.62539166666666668","73257.852631578935","45814.850553684206","0.62539166666666668","6856.1268292682917","4287.7645846341466","0.62539166666666668","PCE","12","Angoon","PCE revenue assumes all kWh are at residential rate"
"111","SR-200","0","111","Wrangell, City of","Wrangell","SEAPA_grid","Southeast",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EIA861S","0","Wrangell","No Data"
"112","SR-21","331760","5","Aniak Light & Power","Aniak","Aniak_grid","Lower Yukon-Kuskokwim","5425.9797395079595","3785.2086827785824","0.6976083333333335","173962.8","121357.89897000002","0.6976083333333335","13209.233333333335","9214.8712502777817","0.6976083333333335","PCE","12","Aniak","PCE revenue assumes all kWh are at residential rate"
"113","SR-22","331260","169","Alaska Village Electric Cooperative","Anvik","Anvik_grid","Yukon-Koyukuk/Upper Tanana","3778.181818181818","2149.6909999999993","0.5689749999999999","0","0",NA,"12104.277777777777","6887.0314486111101","0.5689749999999999","PCE","12","Anvik","PCE revenue assumes all kWh are at residential rate"
"114","SR-23","331770","747","Arctic Village Electric Company","Arctic Village","Arctic Village_grid","Yukon-Koyukuk/Upper Tanana","2135.5140845070423","2135.5140845070423","1","26120.400000000001","26120.400000000001","1","4294.6725663716816","4294.6725663716816","1","PCE","9","Arctic Village","PCE revenue assumes all kWh are at residential rate"
"115","SR-24","331750","291","Andreanof Electric Corp","Atka","Atka_grid","Aleutians","3176.322580645161","1985.2304885630494","0.62500909090909085","8530.2911392405058","5331.5095101265815","0.62500909090909085","4056.7319587628867","2535.4943536082469","0.62500909090909085","PCE","11","Atka","PCE revenue assumes all kWh are at residential rate"
"116","SR-25","331780","337","Atmautluak Tribal Utilities","Atmautluak","Atmautluak_grid","Lower Yukon-Kuskokwim","5846.3891402714935","3858.616832579185","0.65999999999999992","51794.375","34184.287500000006","0.66","9603.9259259259288","6338.5911111111127","0.66","PCE","12","Atmautluak","PCE revenue assumes all kWh are at residential rate"
"117","SR-26","332360","254","North Slope Borough Power & Light","Atqasuk","Atqasuk_grid","North Slope","11315.775539568345","1697.3663309352514","0.14999999999999997","1263070.3636363638","189460.55454545451","0.14999999999999997","1233.0216450216449","184.9532467532467","0.14999999999999997","PCE","12","Atqasuk","PCE revenue assumes all kWh are at residential rate"
"118","SR-27","331790","420","Beaver Joint Utilities","Beaver","Beaver_grid","Yukon-Koyukuk/Upper Tanana","2871.4545454545455","2584.3090909090915","0.90000000000000024","34435.333333333336","30991.80000000001","0.90000000000000024","8654.2727272727279","7788.8454545454579","0.90000000000000024","PCE","12","Beaver","PCE revenue assumes all kWh are at residential rate"
"119","SR-28","331800","43","Bethel Utilities Corp","Bethel","Bethel_grid","Lower Yukon-Kuskokwim","6103.2813618338323","1945.0140486604123","0.31868333333333343","353028.11450381682","112504.17629045805","0.31868333333333343","14075.66015083885","4485.6782957364958","0.31868333333333349","PCE","12","Bethel, Oscarville","PCE revenue assumes all kWh are at residential rate"
"120","SR-29","331060","2","Alaska Power & Telephone Company","Bettles","Bettles_grid","Yukon-Koyukuk/Upper Tanana","3158.6907216494842","2350.5660229381438","0.74415833333333326","12733.285714285714","9475.5806749999992","0.74415833333333337","9707.243553008595","7223.7261836676216","0.74415833333333337","PCE","12","Bettles, Evansville","PCE revenue assumes all kWh are at residential rate"
"121","SR-3","0","8","Chugach Electric Assn Inc","Anchorage","Railbelt_grid","Railbelt","6355.2920463960236","1309.3227009113505","0.20602085495879688","77030.187284376545","12531.437900443567","0.16268216840990629","8416142.8571428563","1158400","0.13764024918099571","EIA861","0","In addition to Anchorage, the CEA service area includes eight other communities.",NA
"122","SR-30","331810","767","Birch Creek Electric Company","Birch Creek","Birch Creek_grid","Yukon-Koyukuk/Upper Tanana","1843.7183098591549","2120.276056338028","1.1500000000000001","13701.818181818184","15757.090909090912","1.1500000000000001","3806.4","4377.3600000000006","1.1500000000000001","PCE","12","Birch Creek","PCE revenue assumes all kWh are at residential rate"
"123","SR-31","331270","169","Alaska Village Electric Cooperative","Brevig Mission","Brevig Mission_grid","Bering Straits","6383.8422535211275","3366.7320071361496","0.5273833333333332","6198.375","3268.9196687499993","0.5273833333333332","20262.608219178084","10686.161864657532","0.5273833333333332","PCE","12","Brevig Mission","PCE revenue assumes all kWh are at residential rate"
"124","SR-32","331820","432","Buckland, City of","Buckland","Buckland_grid","Northwest Arctic","7544.0094339622638","3636.5897476415093","0.48205000000000003","59379.166666666664","28623.72729166667","0.48205000000000003","9711.6435643564364","4681.4977801980203","0.48205000000000003","PCE","12","Buckland","PCE revenue assumes all kWh are at residential rate"
"125","SR-33","331830","341","Central Electric Inc.","Central","Central_grid","Yukon-Koyukuk/Upper Tanana","2029.7892473118279","1415.2028930465949","0.69721666666666671","70854","49400.589700000004","0.69721666666666671","2579.3802816901411","1798.3869220657277","0.69721666666666671","PCE","12","Central","PCE revenue assumes all kWh are at residential rate"
"126","SR-34","331840","682","Chalkyitsik Village Council","Chalkyitsik","Chalkyitsik_grid","Yukon-Koyukuk/Upper Tanana","216.6","205.76999999999998","0.94999999999999984","701","665.94999999999993","0.95","2098.181818181818","1993.272727272727","0.95","PCE","2","Chalkyitsik","PCE revenue assumes all kWh are at residential rate"
"127","SR-35","332310","365","Naterkaq Light Plant (City of Chefornak)","Chefornak","Chefornak_grid","Lower Yukon-Kuskokwim","6034.4911392405056","3318.9701265822778","0.54999999999999993","14651.472527472528","8058.3098901098892","0.54999999999999993","14236.419047619049","7830.0304761904763","0.54999999999999993","PCE","12","Chefornak","PCE revenue assumes all kWh are at residential rate"
"128","SR-36","331850","686","Chenega Ira Council","Chenega Bay","Chenega_grid","Copper River/Chugach","3050.2307692307695","2679.1193589743593","0.87833333333333341","9152.8598130841128","8039.2618691588814","0.87833333333333352","3572.6267281105988","3137.9571428571435","0.87833333333333352","PCE","12","Chenega Bay","PCE revenue assumes all kWh are at residential rate"
"129","SR-37","331280","169","Alaska Village Electric Cooperative","Chevak","Chevak_grid","Lower Yukon-Kuskokwim","5034.9038461538466","2532.8083798076932","0.50305000000000011","17920.5","9014.9075250000024","0.50305000000000011","29078.372093023256","14627.875081395352","0.50305000000000011","PCE","12","Chevak","PCE revenue assumes all kWh are at residential rate"
"130","SR-38","331860","297","Chignik, City of","Chignik","Chignik_grid","Bristol Bay","2613.0857142857144","1086.8259000000003","0.41591666666666671","33970.100000000006","14128.730758333337","0.41591666666666671","2266.6937590711182","942.75571262699589","0.41591666666666671","PCE","12","Chignik","PCE revenue assumes all kWh are at residential rate"
"131","SR-39","331870","658","Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon_grid","Bristol Bay","3401.6154776299877","1955.9288996372431","0.57500000000000007","18221.142857142859","10477.157142857142","0.57500000000000007","4365.186206896552","2509.9820689655176","0.57500000000000007","PCE","12","Chignik Lagoon","PCE revenue assumes all kWh are at residential rate"
"132","SR-4","0","13","Golden Valley Elec Assn Inc","Fairbanks","Railbelt_grid","Railbelt","7247.3573992820102","1948.4892301555644","0.26885513198901984","17671.342093606971","4572.538018603278","0.25875442817993449","1452865.0646950093","266399.6303142329","0.18336157760814251","EIA861","0","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"133","SR-40","331880","437","Chignik Lake Electric Utility","Chignik Lake","Chignik Lake_grid","Bristol Bay","2001.8823529411764","1401.3176470588235","0.70000000000000007","5851.1688311688313","4095.8181818181824","0.70000000000000007","18989.772727272724","13292.84090909091","0.70000000000000007","PCE","10","Chignik Lake","PCE revenue assumes all kWh are at residential rate"
"134","SR-41","332660","240","Inside Passage Electric","Chilkat Valley","Haines_grid","Southeast","3422.233526011561","2140.2363285549131","0.62539166666666668","241399.76470588235","150969.40118235291","0.62539166666666668","3300.0730223123737","2063.8381675456394","0.62539166666666668","PCE","12","Chilkat Valley","PCE revenue assumes all kWh are at residential rate"
"135","SR-42","331070","2","Alaska Power & Telephone Company","Chistochina","Slana_grid","Copper River/Chugach","3535.6672212978365","2256.6101400998332","0.6382416666666666","69227.5","44183.874979166671","0.6382416666666666","2146.1848739495799","1369.7846109243699","0.6382416666666666","PCE","12","Chistochina","PCE revenue assumes all kWh are at residential rate"
"136","SR-43","331890","368","Chitina Electric Inc","Chitina","Chitina_grid","Copper River/Chugach","2234.8625954198474","1564.4038167938934","0.70000000000000007","114621.5","80235.05","0.70000000000000007","1080.1485148514853","756.10396039603972","0.70000000000000007","PCE","12","Chitina","PCE revenue assumes all kWh are at residential rate"
"137","SR-44","332230","343","Middle Kuskokwim Electric","Chuathbaluk","Chuathbaluk_grid","Lower Yukon-Kuskokwim","2900.9846153846156","3227.6838328205135","1.112616666666667","6577.2521739130425","7317.9603895652199","1.112616666666667","12085.183098591551","13446.176135211275","1.112616666666667","PCE","12","Chuathbaluk","PCE revenue assumes all kWh are at residential rate"
"138","SR-45","331900","256","Circle Electric Utility","Circle","Circle_grid","Yukon-Koyukuk/Upper Tanana","2950.6820809248557","2361.6767595375723","0.80038333333333334","11536.109589041096","9233.3098465753428","0.80038333333333334","18480.605042016803","14791.568265546215","0.80038333333333334","PCE","12","Circle","PCE revenue assumes all kWh are at residential rate"
"139","SR-46","331910","360","Clark's Point, City of","Clark's Point","Clark's Point_grid","Bristol Bay","5881.6510067114095","5440.5271812080528","0.92499999999999982","24534.5","22694.412499999999","0.92499999999999993","1398.1843003412966","1293.3204778156992","0.92499999999999982","PCE","12","Clark's Point","PCE revenue assumes all kWh are at residential rate"
"140","SR-47","331080","2","Alaska Power & Telephone Company","Coffman Cove","Prince of Wales Is._grid","Southeast","4546.1937809824249","1335.6717328526363","0.29379999999999995","15778.714285714284","4635.7862571428559","0.29379999999999995","3299.8888888888891","969.50735555555548","0.29379999999999995","PCE","12","Coffman Cove","PCE revenue assumes all kWh are at residential rate"
"141","SR-48","331980","88","G & K Inc","Cold Bay","Cold Bay_grid","Aleutians","4334.1659751037341","3104.0213172199165","0.7161749999999999","292449.25","209444.84161874995","0.7161749999999999","8682.2821316614409","6218.0334056426327","0.7161749999999999","PCE","12","Cold Bay","PCE revenue assumes all kWh are at residential rate"
"142","SR-49","331920","160","Cordova Electric Cooperative","Cordova","Cordova_grid","Copper River/Chugach","5140.784354091611","1904.6177633213247","0.37049166666666672","342966.76816608995","127066.32954913496","0.37049166666666672","4961.0216406643176","1838.0171760191245","0.37049166666666672","PCE","12","Cordova, Eyak","PCE revenue assumes all kWh are at residential rate"
"143","SR-5","0","32","Homer Electric Assn Inc","Homer","Railbelt_grid","Railbelt","6164.3591357247751","1739.200055940144","0.28213801591487864","37707.784707784711","9376.253176253178","0.24865563567083446","5299217.3913043477","609956.52173913037","0.11510313253802859","EIA861","0","In addition to Homer, the HEA service area includes 29 other communities",NA
"144","SR-50","331090","2","Alaska Power & Telephone Company","Craig","Prince of Wales Is._grid","Southeast","5450.6514459665141","1601.4013948249612","0.29379999999999989","112064.93666026871","32924.678390786939","0.29379999999999989","5399.408409859835","1586.346190816819","0.29379999999999989","PCE","12","Craig","PCE revenue assumes all kWh are at residential rate"
"145","SR-51","332240","343","Middle Kuskokwim Electric","Crooked Creek","Crooked Creek_grid","Lower Yukon-Kuskokwim","2667.3333333333335","2967.8528888888895","1.1126666666666669","34993.75","38936.379166666673","1.1126666666666669","2303.1340206185569","2562.6204536082478","1.1126666666666669","PCE","12","Crooked Creek","PCE revenue assumes all kWh are at residential rate"
"146","SR-52","332060","369","Ipnatchiaq Electric Company","Deering","Deering_grid","Northwest Arctic","5575.1307300509343","3761.5407035653639","0.67469999999999974","64462.8","43493.051159999988","0.67469999999999974","10507.395348837208","7089.3396418604616","0.67469999999999974","PCE","12","Deering","PCE revenue assumes all kWh are at residential rate"
"147","SR-53","332430","45","Nushagak Electric Cooperative","Dillingham","Dillingham_grid","Bristol Bay","5269.7137059271163","2316.9613736535048","0.43967499999999998","206919.78135048231","90977.454865273321","0.43967500000000004","3906.2290765469243","1717.4712692307689","0.43967499999999998","PCE","12","Dillingham, Aleknagik","PCE revenue assumes all kWh are at residential rate"
"148","SR-54","331930","383","Diomede Joint Utilities","Diomede","Diomede_grid","Bering Straits","3128.7582938388628","2033.6928909952615","0.65000000000000013","74379.88235294116","48346.923529411768","0.65000000000000013","806.09523809523807","523.96190476190498","0.65000000000000013","PCE","12","Diomede","PCE revenue assumes all kWh are at residential rate"
"149","SR-55","331100","2","Alaska Power & Telephone Company","Dot Lake","Tok_grid","Yukon-Koyukuk/Upper Tanana","3943.1362126245845","1753.4140953488377","0.4446750000000001","28925.833333333332","12862.594937500004","0.4446750000000001","10703.573964497044","4759.611752662724","0.4446750000000001","PCE","12","Dot Lake, Dot Lake Village","PCE revenue assumes all kWh are at residential rate"
"150","SR-56","331110","2","Alaska Power & Telephone Company","Eagle","Eagle_grid","Yukon-Koyukuk/Upper Tanana","2245.4109178164367","1539.416301739652","0.68558333333333321","11327.580419580419","7766.0003426573412","0.68558333333333321","8045.6919315403429","5515.9922933985326","0.68558333333333321","PCE","12","Eagle, Eagle Village","PCE revenue assumes all kWh are at residential rate"
"151","SR-57","331290","169","Alaska Village Electric Cooperative","Eek","Eek_grid","Lower Yukon-Kuskokwim","4980.4547563805099","2524.052966744006","0.50679166666666664","17469","8853.1436249999988","0.50679166666666664","13444.635761589403","6813.6293653421626","0.50679166666666664","PCE","12","Eek","PCE revenue assumes all kWh are at residential rate"
"152","SR-58","331940","320","Egegik Light & Power Co","Egegik","Egegik_grid","Bristol Bay","2025.8961802154754","1316.8325171400591","0.65000000000000013","15113.777777777777","9823.9555555555562","0.65000000000000013","5276.6968641114972","3429.8529616724741","0.65000000000000013","PCE","12","Egegik","PCE revenue assumes all kWh are at residential rate"
"153","SR-59","331950","688","City of Ekwok","Ekwok","New_Stuyahok_grid","Bristol Bay","4554.7231270358307","2478.4146335504884","0.54414166666666663","0","0",NA,"10499.091633466134","5712.9932199203186","0.54414166666666663","PCE","12","Ekwok","PCE revenue assumes all kWh are at residential rate"
"154","SR-6","0","103","Ketchikan Public Utilities","Ketchikan","SEAPA_grid","Southeast","11498.230496999538","1358.7167256500998","0.11816746289828307","53233.382570162481","5999.5568685376657","0.11270290518604845","1654000","159614.28571428571","9.6501986526170314E-2","EIA861","0","Ketchikan, Saxman",NA
"155","SR-60","331960","701","Elfin Cove Utility Commission","Elfin Cove","Elfin Cove_grid","Southeast","1876.2776735459661","1238.3432645403377","0.66","30924.296296296299","20410.035555555554","0.66","316.87951807228916","209.14048192771085","0.66","PCE","12","Elfin Cove","PCE revenue assumes all kWh are at residential rate"
"156","SR-61","331300","169","Alaska Village Electric Cooperative","Elim","Elim_grid","Bering Straits","6233.2169117647054","3206.678440257353","0.51444999999999996","12818.452554744526","6594.4529167883211","0.51444999999999996","16147.788990825688","8307.2300463302745","0.51444999999999996","PCE","12","Elim","PCE revenue assumes all kWh are at residential rate"
"157","SR-62","331310","169","Alaska Village Electric Cooperative","Emmonak","Emmonak_grid","Lower Yukon-Kuskokwim","5545.2373540856033","2833.9859704280148","0.51106666666666645","43163.069387755102","22059.205995102031","0.51106666666666645","25111.109961190174","12833.451264165586","0.51106666666666645","PCE","12","Emmonak","PCE revenue assumes all kWh are at residential rate"
"158","SR-63","331970","442","False Pass, City of","False Pass","False Pass_grid","Aleutians","4516.0366972477068","2799.942752293578","0.62","25954.615384615383","16091.86153846154","0.62","5677.3663366336623","3519.9671287128708","0.62","PCE","12","False Pass","PCE revenue assumes all kWh are at residential rate"
"159","SR-64","332020","63","Gwitchyaa Zhee Utilities Company","Fort Yukon","Fort Yukon_grid","Yukon-Koyukuk/Upper Tanana","3664.5148514851485","2344.2512257425747","0.63971666666666671","47844.823529411762","30607.131025490195","0.63971666666666671","9189.0800821355242","5878.4076798767974","0.63971666666666671","PCE","12","Fort Yukon","PCE revenue assumes all kWh are at residential rate"
"160","SR-65","331990","274","Galena, City of","Galena","Galena_grid","Yukon-Koyukuk/Upper Tanana","4489.9159663865548","2675.9899159663869","0.59599999999999997","227108.64935064936","135356.75501298701","0.59599999999999997","5450.7995824634654","3248.6765511482254","0.59599999999999997","PCE","12","Galena","PCE revenue assumes all kWh are at residential rate"
"161","SR-66","331320","169","Alaska Village Electric Cooperative","Gambell","Gambell_grid","Bering Straits","5496.090909090909","2938.0269969696965","0.53456666666666652","10328.733333333334","5521.3965488888871","0.53456666666666652","28974.748235294115","15488.934581647054","0.53456666666666652","PCE","12","Gambell","PCE revenue assumes all kWh are at residential rate"
"162","SR-67","332000","373","Golovin Power Utilities","Golovin","Golovin_grid","Bering Straits","5647.9249146757675","1863.8152218430032","0.33","42076.34482758621","13885.19379310345","0.33","4450.9608247422684","1468.8170721649487","0.33","PCE","12","Golovin","PCE revenue assumes all kWh are at residential rate"
"163","SR-68","331330","169","Alaska Village Electric Cooperative","Goodnews Bay","Goodnews Bay_grid","Lower Yukon-Kuskokwim","5700.5095541401279","3035.8538673036096","0.53255833333333336","4237.8","2256.8757049999999","0.53255833333333336","26325.876106194683","14020.064702654865","0.53255833333333336","PCE","12","Goodnews Bay","PCE revenue assumes all kWh are at residential rate"
"164","SR-69","331340","169","Alaska Village Electric Cooperative","Grayling","Grayling_grid","Yukon-Koyukuk/Upper Tanana","3977.6167076167076","2049.6658894348898","0.51530000000000009","4222.0999999999995","2175.64813","0.51530000000000009","14418.753488372095","7429.9836725581426","0.51530000000000009","PCE","12","Grayling","PCE revenue assumes all kWh are at residential rate"
"165","SR-7","0","16","Kodiak Electric Assn Inc","Kodiak","Kodiak_grid","Kodiak","7816.8957154405816","1368.6337914308813","0.17508661254459901","19603.102189781024","3371.3503649635036","0.17198045147777519","731788.13559322036","112932.20338983051","0.15432363261571957","EIA861","0","The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island.",NA
"166","SR-70","332010","417","Alaska Power & Telephone Company","Gustavus","Gustavus_grid","Southeast","2865.9275536480686","1410.0602391244636","0.49200833333333333","114219.2","56196.798226666673","0.49200833333333338","1999.5874822190613","983.81370448079667","0.49200833333333333","PCE","12","Gustavus","PCE revenue assumes all kWh are at residential rate"
"167","SR-71","331120","2","Alaska Power & Telephone Company","Haines","Haines_grid","Southeast","5057.484859593812","1488.4177941784587","0.29429999999999995","166672.6153846154","49051.750707692299","0.29429999999999995","5673.3405405405401","1669.6641210810808","0.29429999999999995","PCE","12","Haines, Covenant Life","PCE revenue assumes all kWh are at residential rate"
"168","SR-72","331130","2","Alaska Power & Telephone Company","Healy Lake","Healy Lake_grid","Yukon-Koyukuk/Upper Tanana","2679.0270270270271","2098.7497729729726","0.78339999999999999","5744","4499.8496000000005","0.78339999999999999","13456","10541.430399999999","0.78339999999999999","PCE","12","Healy Lake","PCE revenue assumes all kWh are at residential rate"
"169","SR-73","331140","2","Alaska Power & Telephone Company","Hollis","Prince of Wales Is._grid","Southeast","5652.474489795919","1660.7441090561224","0.29380833333333328","3005257","882969.55040833319","0.29380833333333328","1231.2585365853656","361.75401853658525","0.29380833333333328","PCE","12","Hollis","PCE revenue assumes all kWh are at residential rate"
"170","SR-74","331350","169","Alaska Village Electric Cooperative","Holy Cross","Holy Cross_grid","Yukon-Koyukuk/Upper Tanana","3884.1799307958481","1984.9454173010381","0.51103333333333334","0","0",NA,"14576.973451327432","7449.3193327433628","0.51103333333333334","PCE","12","Holy Cross","PCE revenue assumes all kWh are at residential rate"
"171","SR-75","332670","240","Inside Passage Electric","Hoonah","Hoonah_grid","Southeast","4700.9785932721707","2939.9528374108054","0.62539166666666668","66319.592592592584","41475.720544135802","0.62539166666666668","11598.568008705111","7253.6477779107709","0.62539166666666668","PCE","12","Hoonah","PCE revenue assumes all kWh are at residential rate"
"172","SR-76","331360","169","Alaska Village Electric Cooperative","Hooper Bay","Hooper Bay_grid","Lower Yukon-Kuskokwim","5320.8780487804879","2650.684081300813","0.49816666666666665","36750.137404580157","18307.693450381681","0.49816666666666665","27605.831325301202","13752.30497188755","0.4981666666666667","PCE","12","Hooper Bay","PCE revenue assumes all kWh are at residential rate"
"173","SR-77","332030","332","Hughes Power & Light","Hughes","Hughes_grid","Yukon-Koyukuk/Upper Tanana","4810.6012269938656","3415.526871165644","0.70999999999999985","52820","37502.200000000004","0.71","4557.8390804597702","3236.0657471264367","0.71","PCE","12","Hughes","PCE revenue assumes all kWh are at residential rate"
"174","SR-78","331370","169","Alaska Village Electric Cooperative","Huslia","Huslia_grid","Yukon-Koyukuk/Upper Tanana","5450.4650780608054","2798.9954997534924","0.5135333333333334","0","0",NA,"15451.476439790573","7934.8482010471198","0.5135333333333334","PCE","12","Huslia","PCE revenue assumes all kWh are at residential rate"
"175","SR-79","331150","2","Alaska Power & Telephone Company","Hydaburg","Prince of Wales Is._grid","Southeast","5726.3342939481272","1682.3970155619595","0.29379999999999995","53308.210526315786","15661.952252631576","0.29379999999999995","7889.2582417582425","2317.8640714285712","0.29379999999999995","PCE","12","Hydaburg","PCE revenue assumes all kWh are at residential rate"
"176","SR-8","0","18","Matanuska Electric Assn Inc","Wasilla","Railbelt_grid","Railbelt","7507.5870422811877","1607.2547511090013","0.21408406483431666","46532.412965186079","8623.2593037214883","0.18531726068392607",NA,NA,NA,"EIA861","0","In addition to Wasilla, the MEA service area includes 28 other communities.",NA
