PCE reporting ID...1,AEA Plant ID,eia_plant_id,PCE reporting ID...4,plant_name,AEA_operator Id,eia_operator_id,OPERATOR_Operator_name,INTERTIE_Current Intertie ID,INTERTIE_Current Intertie name,Currently Reports to EIA,Currently Reports to PCE,combined_heat_power,nameplate_capacity,OPERATOR_sector__id,OPERATOR_sector__name,OPERATOR_sector__number,Primary voltage,Primary voltage 2,Phases,Latitude,longitude,"status (OP, SB, OA)",Notes,CPCN
331950,P81,NA,331950,Ekwok,AEA-006,221,Alaska Village Electric Cooperative,208-0000,Ekwok_grid,FALSE,TRUE,FALSE,NA,1,Electric Utility,1,7.2,NA,NA,NA,NA,OP,NA,169
331330,P82,6316,331330,Goodnews Bay,AEA-006,221,Alaska Village Electric Cooperative,047-0000,Goodnews Bay_grid,FALSE,TRUE,TRUE,0.661,1,Electric Utility,1,7.2,NA,NA,59.11889,-161.5875,OP,NA,169
331340,P83,6317,331340,Grayling,AEA-006,221,Alaska Village Electric Cooperative,048-0000,Grayling_grid,FALSE,TRUE,FALSE,0.607,1,Electric Utility,1,7.2,NA,NA,62.90361,-160.06472,OP,NA,169
331350,P84,6318,331350,Holy Cross,AEA-006,221,Alaska Village Electric Cooperative,049-0000,Holy Cross_grid,FALSE,TRUE,FALSE,0.6930000000000001,1,Electric Utility,1,7.2,NA,NA,62.19944,-159.77139,OP,NA,169
331370,P85,6320,331370,Huslia,AEA-006,221,Alaska Village Electric Cooperative,051-0000,Huslia_grid,FALSE,TRUE,TRUE,0.8,1,Electric Utility,1,7.2,NA,NA,65.69861,-156.39972,OP,NA,169
331380,P86,6322,331380,Kaltag,AEA-006,221,Alaska Village Electric Cooperative,054-0000,Kaltag_grid,FALSE,TRUE,TRUE,0.835,1,Electric Utility,1,7.2,NA,NA,64.32722,-158.72194,OP,NA,169
331450,P87,6327,331450,Mekoryuk,AEA-006,221,Alaska Village Electric Cooperative,062-0000,Mekoryuk_grid,FALSE,TRUE,TRUE,0.849,1,Electric Utility,1,7.2,NA,NA,60.38806,-166.185,OP,NA,169
331460,P88,6328,331460,Minto,AEA-006,221,Alaska Village Electric Cooperative,063-0000,Minto_grid,FALSE,TRUE,TRUE,0.647,1,Electric Utility,1,7.2,NA,NA,65.15333,-149.33694,OP,NA,169
331490,P89,NA,331490,Nightmute,AEA-006,221,Alaska Village Electric Cooperative,088-2008,Toksook Bay_grid,FALSE,TRUE,FALSE,0.34400000000000003,1,Electric Utility,1,7.2,NA,NA,60.47944,-164.72389,NA,NA,169
NA,P9,59793,NA,Industrial Plant,AEA-133,213,Alaska Electric Light & Power Company,222-0000,Juneau_grid,TRUE,FALSE,FALSE,41.7,1,Electric Utility,1,69,NA,NA,58.367635,-134.60802,NA,NA,1
331520,P90,6332,331520,Nulato,AEA-006,221,Alaska Village Electric Cooperative,068-0000,Nulato_grid,FALSE,TRUE,FALSE,0.989,1,Electric Utility,1,7.2,NA,NA,64.71944,-158.10306,OP,NA,169
331540,P91,6557,331540,Old Harbor,AEA-006,221,Alaska Village Electric Cooperative,069-0000,Old Harbor_grid,FALSE,TRUE,FALSE,0.706,1,Electric Utility,1,7.2,NA,NA,57.20278,-153.30389,OP,NA,169
331560,P92,NA,331560,Pitkas Point,AEA-006,221,Alaska Village Electric Cooperative,075-2020,Saint Mary's_grid,FALSE,TRUE,FALSE,NA,1,Electric Utility,1,7.2,NA,NA,NA,NA,NA,NA,169
331580,P93,7049,331580,Russian Mission,AEA-006,221,Alaska Village Electric Cooperative,072-0000,Russian Mission_grid,FALSE,TRUE,TRUE,0.842,1,Electric Utility,1,7.2,NA,NA,61.785,-161.32028,NA,NA,169
331620,P94,6343,331620,Shageluk,AEA-006,221,Alaska Village Electric Cooperative,079-0000,Shageluk_grid,FALSE,TRUE,FALSE,0.41000000000000003,1,Electric Utility,1,7.2,NA,NA,62.68222,-159.56194,OP,NA,169
331630,P95,6344,331630,Shaktoolik,AEA-006,221,Alaska Village Electric Cooperative,080-0000,Shaktoolik_grid,FALSE,TRUE,TRUE,0.8,1,Electric Utility,1,7.2,NA,NA,64.33389,-161.15389,OP,NA,169
331685,P96,NA,331685,Teller,AEA-006,221,Alaska Village Electric Cooperative,085-0000,Teller_grid,FALSE,TRUE,FALSE,0.75,1,Electric Utility,1,7.2,NA,NA,65.26361,-166.36083,OP,NA,169
332620,P96,NA,332620,Teller,AEA-006,221,Alaska Village Electric Cooperative,085-0000,Teller_grid,FALSE,TRUE,FALSE,0.75,1,Electric Utility,1,7.2,NA,NA,65.26361,-166.36083,OP,NA,169
331710,P97,6350,331710,Tununak,AEA-006,221,Alaska Village Electric Cooperative,088-2008,Toksook Bay_grid,FALSE,TRUE,FALSE,0.34400000000000003,1,Electric Utility,1,7.2,NA,NA,60.58513,-165.25549,NA,NA,169
331730,P98,6351,331730,Wales,AEA-006,221,Alaska Village Electric Cooperative,090-0000,Wales_grid,FALSE,TRUE,FALSE,0.5720000000000001,1,Electric Utility,1,7.2,NA,NA,65.60917,-168.0875,OP,NA,169
331430,P99,6321,331430,Lower Kalskag,AEA-006,221,Alaska Village Electric Cooperative,052-2005,Upper Kalskag_grid,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169
NA,P293,59037,NA,Hiilangaay Hydro,AEA-159,60222,"Haida Energy, Inc.",023-2015,Prince of Wales Is._grid,TRUE,FALSE,FALSE,5,1,Electric Utility,1,NA,NA,NA,NA,NA,NA,NA,760
