"Utility Name","Plant Name","Community Name","Fuel Type","Prime Mover","Net Generation MMBtu","Total Fuel MMBtu","Emission Factor","CO2 Metric Tons from Fuel","Efficiency (Max = 1.00)","Net Generation MWh","Fuel Use","Estimated Average Heat Content","Source","Notes"
"Alaska Village Electric Cooperative","Gambell","Gambell","DFO","IC","5001","15780","73.150000000000006","1154","0.32","1466","113778","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Goodnews Bay","Goodnews Bay","DFO","IC","2835","8792","73.150000000000006","643","0.32","831","63395","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Grayling","Grayling","DFO","IC","1923","6930","73.150000000000006","507","0.28000000000000003","563","49967","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Holy Cross","Holy Cross","DFO","IC","2107","7235","73.150000000000006","529","0.28999999999999998","618","52168","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Hooper Bay","Hooper Bay","DFO","IC","9351","29666","73.150000000000006","2170","0.32","2741","213900","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Huslia","Huslia","DFO","IC","3527","10677","73.150000000000006","781","0.33","1034","76984","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Kaltag","Kaltag","DFO","IC","2570","7842","73.150000000000006","574","0.33","753","56546","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Kasigluk","Kasigluk","DFO","IC","8505","27905","73.150000000000006","2041","0.3","2493","201201","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Kivalina","Kivalina","DFO","IC","4123","13522","73.150000000000006","989","0.3","1208","97501","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Kotlik","Kotlik","DFO","IC","6940","21934","73.150000000000006","1604","0.32","2034","158151","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Koyuk","Koyuk","DFO","IC","4518","13628","73.150000000000006","997","0.33","1324","98265","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Marshall","Marshall","DFO","IC","5554","17449","73.150000000000006","1276","0.32","1628","125810","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Mekoryuk","Mekoryuk","DFO","IC","2647","8612","73.150000000000006","630","0.31","776","62096","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Minto","Minto","DFO","IC","2227","7096","73.150000000000006","519","0.31","653","51163","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Mountain Village","Mountain Village","DFO","IC","9736","29970","73.150000000000006","2192","0.32","2853","216093","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","New Stuyahok","New Stuyahok","DFO","IC","4924","15290","73.150000000000006","1118","0.32","1443","110246","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Noatak","Noatak","DFO","IC","6363","19722","73.150000000000006","1443","0.32","1865","142201","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Noorvik","Noorvik","DFO","IC","6837","21778","73.150000000000006","1593","0.31","2004","157028","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Nulato","Nulato","DFO","IC","3633","11220","73.150000000000006","821","0.32","1065","80900","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Old Harbor","Old Harbor","DFO","IC","2912","8464","73.150000000000006","619","0.34","853","61025","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Pilot Station","Pilot Station","DFO","IC","6189","18901","73.150000000000006","1383","0.33","1814","136281","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Quinhagak","Quinhagak","DFO","IC","4715","16231","73.150000000000006","1187","0.28999999999999998","1382","117029","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Russian Mission","Russian Mission","DFO","IC","3531","11410","73.150000000000006","835","0.31","1035","82270","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Saint Mary's","Saint Mary's, Andreafsky","DFO","IC","11161","34767","73.150000000000006","2543","0.32","3271","250683","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Saint Michael","Saint Michael","DFO","IC","6138","18776","73.150000000000006","1373","0.33","1799","135380","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Savoonga","Savoonga","DFO","IC","6499","19520","73.150000000000006","1428","0.33","1905","140744","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Scammon Bay","Scammon Bay","DFO","IC","5628","17893","73.150000000000006","1309","0.31","1649","129013","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Selawik","Selawik","DFO","IC","10705","33082","73.150000000000006","2420","0.32","3137","238531","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Shageluk","Shageluk","DFO","IC","1227","4368","73.150000000000006","320","0.28000000000000003","360","31493","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Shaktoolik","Shaktoolik","DFO","IC","2776","8937","73.150000000000006","654","0.31","814","64437","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Shishmaref","Shishmaref","DFO","IC","5460","16805","73.150000000000006","1229","0.32","1600","121173","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Shungnak","Shungnak","DFO","IC","5373","16289","73.150000000000006","1192","0.33","1575","117448","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Stebbins","Stebbins","DFO","IC","4826","14340","73.150000000000006","1049","0.34","1414","103397","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Teller","Teller","DFO","IC","2797","9438","73.150000000000006","690","0.3","820","68052","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Togiak","Togiak","DFO","IC","10347","32302","73.150000000000006","2363","0.32","3033","232906","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Toksook Bay","Toksook Bay","DFO","IC","8687","27606","73.150000000000006","2019","0.31","2546","199050","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Upper Kalskag","Kalskag","DFO","IC","4816","14865","73.150000000000006","1087","0.32","1412","107179","0.13900000000000001","pce",NA
"Alaska Village Electric Cooperative","Wales","Wales","DFO","IC","1997","7053","73.150000000000006","516","0.28000000000000003","585","50856","0.13900000000000001","pce",NA
"Alutiiq Power Company","Karluk","Karluk","DFO","IC","909","3253","73.150000000000006","238","0.28000000000000003","266","23455","0.13900000000000001","pce",NA
"Anchorage Municipal Light & Power","Anchorage 1","Anchorage","DFO","GT","174","646","73.150000000000006","47","0.27","51","4914","0.13900000000000001","eia",NA
"Anchorage Municipal Light & Power","Anchorage 1","Anchorage","DFO","IC","0","0","73.150000000000006","0",NA,"0","0","0.13900000000000001","eia",NA
"Anchorage Municipal Light & Power","Anchorage 1","Anchorage","NG","GT","186234","690096","53.06","36616","0.27","54582","676564","1.0209999999999999","eia",NA
"Anchorage Municipal Light & Power","Eklutna Lake","Anchorage","WAT","HY","242682","0",NA,"0","0.36","71126","0",NA,"eia","Generation from Eklutna Lake is shared by three Railbelt utilities: AML&P (53.3%); CEA (30%) and MEA (16.7%)."
"Anchorage Municipal Light & Power","George M Sullivan Generation Plant 2","Anchorage","DFO","CA","965","0","73.150000000000006","0",NA,"283","0","0.13900000000000001","eia",NA
"Anchorage Municipal Light & Power","George M Sullivan Generation Plant 2","Anchorage","DFO","CT","3126","12988","73.150000000000006","950","0.24","916","98826","0.13900000000000001","eia",NA
"Anchorage Municipal Light & Power","George M Sullivan Generation Plant 2","Anchorage","NG","CA","653797","0","53.06","0",NA,"191617","0","1.0209999999999999","eia",NA
"Anchorage Municipal Light & Power","George M Sullivan Generation Plant 2","Anchorage","NG","CT","2155063","8811525","53.06","467540","0.24","631613","8638750","1.0209999999999999","eia",NA
"Anchorage Municipal Light & Power","George M Sullivan Generation Plant 2","Anchorage","NG","GT","623236","2394129","53.06","127032","0.26","182660","2347185","1.0209999999999999","eia",NA
"Anchorage Municipal Light & Power","George M Sullivan Generation Plant 2","Anchorage","OTH","CA","0","0",NA,NA,NA,"0","0",NA,"eia",NA
"Anchorage Municipal Light & Power","George M Sullivan Generation Plant 2","Anchorage","OTH","CT","0","0",NA,NA,NA,"0","0",NA,"eia",NA
"Aniak Light & Power","Aniak","Aniak","DFO","IC","9271","28960","73.150000000000006","2118","0.32","2717","208808","0.13900000000000001","pce",NA
"Atka, City of","Atka","Atka","DFO","IC","1379","6865","73.150000000000006","502","0.2","404","49497","0.13900000000000001","pce",NA
"Atmautluak Tribal Utilities","Atmautluak","Atmautluak","DFO","IC","2529","7360","73.150000000000006","538","0.34","741","53068","0.13900000000000001","pce",NA
"Barrow Utilities & Electric Cooperative Inc.","Barrow","Barrow","DFO","GT","0","0","73.150000000000006","0",NA,"0","0","0.13900000000000001","eia",NA
"Barrow Utilities & Electric Cooperative Inc.","Barrow","Barrow","NG","GT","169167","757478","53.06","40192","0.22","49580","757478","1.0209999999999999","eia",NA
"Barrow Utilities & Electric Cooperative Inc.","Barrow","Barrow","NG","IC","0","0","53.06","0",NA,"0","0","1.0209999999999999","eia",NA
"Beaver Joint Utilities","Beaver","Beaver","DFO","IC","190","3686","73.150000000000006","270","0.3","56","26579","0.13900000000000001","pce",NA
"Bethel Utilities Corporation","Bethel","Bethel, Oscarville","DFO","IC","150733","445934","73.150000000000006","32620","0.34","44177","3215329","0.13900000000000001","pce",NA
"Buckland, City of","Buckland","Buckland","DFO","IC","5331","19539","73.150000000000006","1429","0.27","1562","140885","0.13900000000000001","pce",NA
"Chalkyitsik Village Council","Chalkyitsik","Chalkyitsik","DFO","IC","993","3794","73.150000000000006","278","0.26","291","27359","0.13900000000000001","pce",NA
"Chenega Ira Council","Chenega Bay","Chenega Bay","DFO","IC","1017","3654","73.150000000000006","267","0.28000000000000003","298","26348","0.13900000000000001","pce",NA
"Chignik, City of","Chignik","Chignik","DFO","IC","3294","9999","73.150000000000006","731","0.33","965","72094","0.13900000000000001","pce",NA
"Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon","DFO","IC","1525","5851","73.150000000000006","428","0.26","447","42188","0.13900000000000001","pce",NA
"Chignik Lake Electric Utility","Chignik Lake","Chignik Lake","DFO","IC","1303","5380","73.150000000000006","394","0.24","382","38789","0.13900000000000001","pce",NA
"Chitina Electric Inc","Chitina","Chitina","DFO","IC","1805","6264","73.150000000000006","458","0.28999999999999998","529","45167","0.13900000000000001","pce",NA
"Chugach Electric Assn Inc","Beluga","Anchorage","NG","CA","1028612","0","53.06","0",NA,"301469","0","1.0209999999999999","eia","In addition to Anchorage, CEA serves eight communities."
"Chugach Electric Assn Inc","Beluga","Anchorage","NG","CT","3681698","12850564","53.06","681851","0.28999999999999998","1079044","12850564","1.0209999999999999","eia","In addition to Anchorage, CEA serves eight communities."
"Chugach Electric Assn Inc","Beluga","Anchorage","NG","GT","2146346","8383582","53.06","444833","0.26","629058","8383582","1.0209999999999999","eia","In addition to Anchorage, CEA serves eight communities."
"Chugach Electric Assn Inc","Cooper Lake","Anchorage","WAT","HY","264734","0",NA,"0","0.36","77589","0",NA,"eia","In addition to Anchorage, CEA serves eight communities."
"Chugach Electric Assn Inc","International","Anchorage","NG","GT","191628","914525","53.06","48525","0.21","56163","914525","1.0209999999999999","eia","In addition to Anchorage, CEA serves eight communities."
"Circle Electric Utility","Circle","Circle","DFO","IC","1347","5052","73.150000000000006","370","0.27","395","36430","0.13900000000000001","pce",NA
"Copper Valley Elec Assn Inc","Glennallen","Glennallen","DFO","IC","41640","129375","73.150000000000006","9464","0.32","12204","876414","0.13900000000000001","eia",NA
"Copper Valley Elec Assn Inc","Solomon Gulch","Valdez","WAT","HY","150589","0",NA,"0","0.36","44135","0",NA,"eia","In addition to Valdez, the CVEA service area includes 14 communities."
"Copper Valley Elec Assn Inc","Valdez","Valdez","DFO","GT","85","582","73.150000000000006","43","0.15","25","3948","0.13900000000000001","eia","In addition to Valdez, the CVEA service area includes 14 communities."
"Copper Valley Elec Assn Inc","Valdez","Valdez","DFO","IC","15016","57538","73.150000000000006","4209","0.26","4401","389760","0.13900000000000001","eia","In addition to Valdez, the CVEA service area includes 14 communities."
"Copper Valley Elec Assn Inc","Valdez Cogen","Valdez","JF","GT","101183","373285","70.88","26458","0.27","29655","3135594","0.13500000000000001","eia","In addition to Valdez, the CVEA service area includes 14 communities."
"Cordova Electric Cooperative","Humpback Creek","Cordova, Eyak","WAT","HY","11864","0",NA,"0","0.36","3477","0",NA,"eia",NA
"Cordova Electric Cooperative","Orca","Cordova, Eyak","DFO","IC","36802","108431","73.150000000000006","7932","0.34","10786","827988","0.13900000000000001","eia",NA
"Cordova Electric Cooperative","Power Creek","Cordova, Eyak","WAT","HY","45369","0",NA,"0","0.36","13297","0",NA,"eia",NA
"Diomede Joint Utilities","Diomede","Diomede","DFO","IC","1776","6834","73.150000000000006","500","0.26","521","49274","0.13900000000000001","pce",NA
"Egegik Light & Power Co","Egegik","Egegik","DFO","IC","2078","7432","73.150000000000006","544","0.28000000000000003","609","53589","0.13900000000000001","pce",NA
"Elfin Cove Utility Commission","Elfin Cove","Elfin Cove","DFO","IC","900","3424","73.150000000000006","250","0.26","264","24685","0.13900000000000001","pce",NA
"False Pass, City of","False Pass","False Pass","DFO","IC","1968","6794","73.150000000000006","497","0.28999999999999998","577","48989","0.13900000000000001","pce",NA
"Fire Island Wind LLC","Fire Island","Anchorage","WND","WT","61549","0",NA,"0",NA,"18039","0",NA,"AEA","Independent Power Producer sells power to Chugach Electric Association."
"Galena, City of","Galena","Galena","DFO","IC","19576","61801","73.150000000000006","4521","0.32","5737","445606","0.13900000000000001","pce",NA
"G & K Inc","Cold Bay","Cold Bay","DFO","IC","9706","30736","73.150000000000006","2248","0.32","2845","221615","0.13900000000000001","pce",NA
"Gold Country Energy","Central","Central","DFO","IC","1800","6581","73.150000000000006","481","0.27","528","47454","0.13900000000000001","pce",NA
"Golden Valley Elec Assn Inc","Delta Power","Fairbanks","DFO","GT","-109","2571","73.150000000000006","188","-0.04","-32","19614","0.13900000000000001","eia","In addition to Fairbanks, the GVEA service are includes 25 communities."
"Golden Valley Elec Assn Inc","Eva Creek","Fairbanks","WND","WT","45580","0",NA,"0",NA,"13359","0",NA,"AEA",NA
"Golden Valley Elec Assn Inc","Fairbanks","Fairbanks","DFO","GT","511","3480","73.150000000000006","255","0.15","150","26544","0.13900000000000001","eia","In addition to Fairbanks, the GVEA service are includes 25 communities."
"Golden Valley Elec Assn Inc","Fairbanks","Fairbanks","DFO","IC","-212","695","73.150000000000006","51","-0.3","-62","5292","0.13900000000000001","eia","In addition to Fairbanks, the GVEA service are includes 25 communities."
"Golden Valley Elec Assn Inc","Fairbanks","Fairbanks","RFO","GT","36096","245524","78.8","19347","0.15","10579","1747788","0.15","eia","In addition to Fairbanks, the GVEA service are includes 25 communities."
"Golden Valley Elec Assn Inc","Healy","Fairbanks","DFO","IC","58","168","73.150000000000006","12","0.35","17","1218","0.13900000000000001","eia","In addition to Fairbanks, the GVEA service are includes 25 communities."
"Golden Valley Elec Assn Inc","Healy","Fairbanks","DFO","ST","330","1312","73.150000000000006","96","0.25","97","9660","0.13900000000000001","eia","In addition to Fairbanks, the GVEA service are includes 25 communities."
"Golden Valley Elec Assn Inc","Healy","Fairbanks","SUB","ST","0","0","97.17","0",NA,"0","0","19.582999999999998","eia","In addition to Fairbanks, the GVEA service are includes 25 communities."
"Golden Valley Elec Assn Inc","Healy","Fairbanks","WC","ST","734638","2916273","95.52","278562","0.25","215310","206380","11.603999999999999","eia","In addition to Fairbanks, the GVEA service are includes 25 communities."
"Golden Valley Elec Assn Inc","North Pole","Fairbanks","DFO","GT","8267","28789","73.150000000000006","2106","0.28999999999999998","2423","219828","0.13900000000000001","eia","In addition to Fairbanks, the GVEA service are includes 25 communities."
"Golden Valley Elec Assn Inc","North Pole","Fairbanks","JF","CA","361498","0","70.88","0",NA,"105949","0","0.13500000000000001","eia","In addition to Fairbanks, the GVEA service are includes 25 communities."
"Golden Valley Elec Assn Inc","North Pole","Fairbanks","JF","CT","1083798","2795510","70.88","198146","0.39","317643","23482284","0.13500000000000001","eia","In addition to Fairbanks, the GVEA service are includes 25 communities."
"Golden Valley Elec Assn Inc","North Pole","Fairbanks","RFO","GT","562830","1969940","78.8","155231","0.28999999999999998","164956","14023296","0.15","eia","In addition to Fairbanks, the GVEA service are includes 25 communities."
"Golovin Power Utilities","Golovin","Golovin","DFO","IC","2771","9224","73.150000000000006","675","0.3","812","66509","0.13900000000000001","pce",NA
"Gustavus Electric Co","Gustavus","Gustavus","DFO","IC","630","2353","73.150000000000006","172","0.27","185","16968","0.13900000000000001","pce",NA
"Gwitchyaa Zhee Utilities Company","Fort Yukon","Fort Yukon","DFO","IC","11758","35940","73.150000000000006","2629","0.33","3446","259142","0.13900000000000001","pce",NA
"Homer Electric Assn Inc","Bernice Lake","Homer","NG","GT","268927","1239364","53.06","65761","0.22","78818","1180346","1.0209999999999999","eia","In addition to Homer, HEA serves 24 communities."
"Homer Electric Assn Inc","Bradley Lake","Anchorage","WAT","HY","1355837","0",NA,"0","0.36","397373","0",NA,"eia","Generation from Bradley Lake is shared by six Railbelt utilities: CEA (30.4%); AML&P (25.9%); HEA (12%); MEA (13.8%); Seaward (1%); GVEA (16.9%)"
"Homer Electric Assn Inc","Nikiski Co-Generation","Homer","NG","GT","815741","3386093","53.06","179666","0.24","239080","3078267","1.0209999999999999","eia","In addition to Homer, HEA serves 24 communities."
"Homer Electric Assn Inc","Seldovia","Homer","DFO","IC","686","2240","73.150000000000006","164","0.31","201","15162","0.13900000000000001","eia","In addition to Homer, HEA serves 24 communities."
"Hughes Power & Light","Hughes","Hughes","DFO","IC","1358","5104","73.150000000000006","373","0.27","398","36805","0.13900000000000001","pce",NA
"Igiugig Electric Company","Igiugig","Igiugig","DFO","IC","1146","4097","73.150000000000006","300","0.28000000000000003","336","29540","0.13900000000000001","pce",NA
"I-N-N Electric Coop, Inc","Newhalen","Iliamna, Newhalen, Nondalton","DFO","IC","222","654","73.150000000000006","48","0.34","65","4704","0.13900000000000001","eia",NA
"Inside Passage Electric","Angoon","Angoon","DFO","IC","6190","18089","73.150000000000006","1323","0.34","1814","130428","0.13900000000000001","pce",NA
"Inside Passage Electric","Chilkat Valley","Chilkat Valley","DFO","IC","0","0","73.150000000000006","0",NA,"0","0","0.13900000000000001","eia",NA
"Inside Passage Electric","Hoonah","Hoonah","DFO","IC","15930","45113","73.150000000000006","3300","0.35","4669","325282","0.13900000000000001","pce",NA
"Inside Passage Electric","Kake","Kake","DFO","IC","10135","30416","73.150000000000006","2225","0.33","2971","219312","0.13900000000000001","pce",NA
"Ipnatchiaq Electric Company","Deering","Deering","DFO","IC","2507","7578","73.150000000000006","554","0.33","735","54638","0.13900000000000001","pce",NA
"Ketchikan Public Utilities","Beaver Falls","Ketchikan","WAT","HY","162036","0",NA,"0","0.36","47490","0",NA,"eia",NA
"Ketchikan Public Utilities","Ketchikan","Ketchikan","WAT","HY","82314","0",NA,"0","0.36","24125","0",NA,"eia",NA
"Ketchikan Public Utilities","Silvis","Ketchikan","WAT","HY","46898","0",NA,"0","0.36","13745","0",NA,"eia",NA
"Ketchikan Public Utilities","Swan Lake","Ketchikan, Petersburg, Wrangell","WAT","HY","329903","0",NA,"0","0.36","96689","0",NA,"eia",NA
"Ketchikan Public Utilities","S W Bailey","Ketchikan","DFO","IC","1556","20261","73.150000000000006","1482","0.08","456","146202","0.13900000000000001","eia",NA
"King Cove, City of","King Cove","King Cove","DFO","IC","8884","25582","73.150000000000006","1871","0.35","2604","184456","0.13900000000000001","pce",NA
"Kipnuk Light Plant","Kipnuk","Kipnuk","DFO","IC","5083","14544","73.150000000000006","1064","0.35","1490","104867","0.13900000000000001","pce",NA
"Kodiak Electric Assn Inc","Kodiak","Kodiak","DFO","IC","18718","57449","73.150000000000006","4202","0.33","5486","416010","0.13900000000000001","eia","The KEA service area also includes: Port Lions, Chiniak, Womens Bay and Woody Island."
"Kodiak Electric Assn Inc","Nymans Plant","Kodiak","DFO","IC","481","6880","73.150000000000006","503","7.0000000000000007E-2","141","49812","0.13900000000000001","eia","The KEA service area also includes: Port Lions, Chiniak, Womens Bay and Woody Island."
"Kodiak Electric Assn Inc","Pillar Mountain","Kodiak","WND","WT","55660","0",NA,"0","0.36","16313","0",NA,"eia","The KEA service area also includes: Port Lions, Chiniak, Womens Bay and Woody Island."
"Kodiak Electric Assn Inc","Port Lions","Kodiak","DFO","IC","0","228","73.150000000000006","17","0","0","1680","0.13900000000000001","eia","The KEA service area also includes: Port Lions, Chiniak, Womens Bay and Woody Island."
"Kodiak Electric Assn Inc","Terror Lake","Kodiak","WAT","HY","447385","0",NA,"0","0.36","131121","0",NA,"eia","The KEA service area also includes: Port Lions, Chiniak, Womens Bay and Woody Island."
"Kokhanok Village Council","Kokhanok","Kokhanok","DFO","IC","1084","4556","73.150000000000006","333","0.24","318","32847","0.13900000000000001","pce",NA
"Kotzebue Electric Association","Kotzebue","Kotzebue","DFO","IC","67049","193200","73.150000000000006","14133","0.35","19651","1393035","0.13900000000000001","pce",NA
"Koyukuk, City of","Koyukuk","Koyukuk","DFO","IC",NA,"4543","73.150000000000006","332","0.24",NA,"32760","0.13900000000000001","pce",NA
"Kwethluk Incorporated d/b/a Kuiggluum Kallugvia","Kwethluk","Kwethluk","DFO","IC","4905","14756","73.150000000000006","1079","0.33","1438","106399","0.13900000000000001","pce",NA
"Kwigillingok Power Company","Kwigillingok","Kwigillingok","DFO","IC","3744","11745","73.150000000000006","859","0.32","1097","84688","0.13900000000000001","pce",NA
"Larsen Bay Utility Company","Larsen Bay","Larsen Bay","DFO","IC","681","2908","73.150000000000006","213","0.23","200","20968","0.13900000000000001","pce",NA
"Levelock Electrical Coop","Levelock","Levelock","DFO","IC","1556","6189","73.150000000000006","453","0.25","456","44628","0.13900000000000001","pce",NA
"Lime Village Electric Utility","Lime Village","Lime Village","DFO","IC","251","1013","73.150000000000006","74","0.25","74","7307","0.13900000000000001","pce",NA
"Manokotak Power Company","Manokotak","Manokotak","DFO","IC","4690","15998","73.150000000000006","1170","0.28999999999999998","1375","115353","0.13900000000000001","pce",NA
