"","Reporter ID","PCE ID","CPCN","Utility Name","Community Name","Intertie","AEA Energy Region","Residential Rate ($/kWh)","PCE Residential Reimbursement Rate ($/kWh)","Residential Rate after PCE ($/kWh)","Percent of Residential Rate Covered by PCE Reimbursement","PCE Community
(Y/N)","Source","Number of monthly records","Communities reported","Notes"
"130","SR-94","332090","407","Kobuk Valley Electric Company","Kobuk","Shungnak_grid","Northwest Arctic","0.81333333333333346","0.59833333333333338","0.21500000000000005","0.73565573770491799","Yes","PCE","12","Kobuk",NA
"131","SR-32","331820","432","Buckland, City of","Buckland","Buckland_grid","Northwest Arctic","0.46999999999999981","0.24916666666666645","0.22083333333333335","0.530141843971631","Yes","PCE","12","Buckland",NA
"132","SR-8","0","18","Matanuska Electric Assn Inc","Wasilla","Railbelt_grid","Railbelt","0.16716345039148192","0","0.16716345039148192","0","No","EIA861","12","In addition to Wasilla, the MEA service area includes 28 other communities.",NA
"133","SR-2","0","121","Anchorage Mun Light and Power","Anchorage","Railbelt_grid","Railbelt","0.16066891035971548","0","0.16066891035971548","0","No","EIA861","12","Anchorage",NA
"134","SR-4","0","13","Golden Valley Elec Assn Inc","Fairbanks","Railbelt_grid","Railbelt","0.22931998684148691","0","0.22931998684148691","0","No","EIA861","12","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"135","SR-3","0","8","Chugach Electric Assn Inc","Anchorage","Railbelt_grid","Railbelt","0.15937774940243077","0","0.15937774940243077","0","No","EIA861","12","In addition to Anchorage, the CEA service area includes eight other communities.",NA
"136","SR-5","0","32","Homer Electric Assn Inc","Homer","Railbelt_grid","Railbelt","0.24315437149630292","0","0.24315437149630292","0","No","EIA861","12","In addition to Homer, the HEA service area includes 29 other communities",NA
"137","SR-1","0","1","Alaska Electric Light&Power Co","Juneau","Juneau_grid","Southeast","0.11851138142839937","0","0.11851138142839937","0","No","EIA861","12","Juneau, Douglas, Greens Creek (Industrial)",NA
"138","SR-200","0","111","Wrangell, City of","Wrangell","SEAPA_grid","Southeast","0.10980924483817961","0","0.10980924483817961","0","No","EIA861","12","Wrangell",NA
"139","SR-6","0","103","Ketchikan Public Utilities","Ketchikan","SEAPA_grid","Southeast","0.10112455637747467","0","0.10112455637747467","0","No","EIA861","12","Ketchikan, Saxman",NA
"140","SR-198","0","212","Petersburg, City of","Petersburg","SEAPA_grid","Southeast","9.8568745876262492E-2","0","9.8568745876262492E-2","0","No","EIA861","12","Petersburg",NA
"141","SR-191","332900","53","Alaska Village Electric Cooperative","Yakutat","Yakutat_grid","Southeast","0.52833333333333343","0.31750000000000012","0.21083333333333332","0.60094637223974778","Yes","PCE","12","Yakutat",NA
"142","SR-137","332460","24","Pelican Utility","Pelican","Pelican_grid","Southeast","0.53999999999999992","0.29499999999999993","0.245","0.54629629629629628","Yes","PCE","12","Pelican",NA
"143","SR-193","0","100","Sitka, City & Borough of","Sitka","Sitka_grid","Southeast","0.118381266340798","0","0.118381266340798","0","No","EIA861","12","Sitka",NA
"144","SR-119","331170","2","Alaska Power & Telephone Company","Naukati Bay","Prince of Wales Is._grid","Southeast","0.55500000000000005","0.33500000000000008","0.22","0.60360360360360366","Yes","PCE","12","Naukati Bay",NA
"145","SR-164","331190","2","Alaska Power & Telephone Company","Skagway","Haines_grid","Southeast","0.24499999999999997","5.9166666666666645E-2","0.18583333333333332","0.24149659863945572","Yes","PCE","12","Skagway",NA
"146","SR-176","331210","2","Alaska Power & Telephone Company","Thorne Bay","Prince of Wales Is._grid","Southeast","0.2525","6.083333333333335E-2","0.19166666666666665","0.24092409240924098","Yes","PCE","12","Thorne Bay, Kasaan",NA
"147","SR-189","331230","2","Alaska Power & Telephone Company","Whale Pass","Whale_Pass_grid","Southeast","0.58583333333333332","0.36","0.22583333333333333","0.61450924608819346","Yes","PCE","12","Whale Pass",NA
"148","SR-47","331080","2","Alaska Power & Telephone Company","Coffman Cove","Prince of Wales Is._grid","Southeast","0.2525","6.083333333333335E-2","0.19166666666666665","0.24092409240924098","Yes","PCE","12","Coffman Cove",NA
"149","SR-50","331090","2","Alaska Power & Telephone Company","Craig","Prince of Wales Is._grid","Southeast","0.2525","6.083333333333335E-2","0.19166666666666665","0.24092409240924098","Yes","PCE","12","Craig",NA
"150","SR-70","332010","417","Alaska Power & Telephone Company","Gustavus","Gustavus_grid","Southeast","0.43600000000000005","0.14800000000000002","0.28800000000000003","0.33944954128440369","Yes","PCE","12","Gustavus",NA
"151","SR-71","331120","2","Alaska Power & Telephone Company","Haines","Haines_grid","Southeast","0.31583333333333341","5.8333333333333348E-2","0.25750000000000006","0.18469656992084432","Yes","PCE","12","Haines, Covenant Life",NA
"152","SR-73","331140","2","Alaska Power & Telephone Company","Hollis","Prince of Wales Is._grid","Southeast","0.2525","6.083333333333335E-2","0.19166666666666665","0.24092409240924098","Yes","PCE","12","Hollis",NA
"153","SR-79","331150","2","Alaska Power & Telephone Company","Hydaburg","Prince of Wales Is._grid","Southeast","0.25083333333333335","6.0833333333333323E-2","0.19000000000000003","0.24252491694352155","Yes","PCE","12","Hydaburg",NA
"154","SR-92","331155","2","Alaska Power & Telephone Company","Klawock","Prince of Wales Is._grid","Southeast","0.2525","6.083333333333335E-2","0.19166666666666665","0.24092409240924098","Yes","PCE","12","Klawock",NA
"155","SR-174","332630","363","Tenakee Springs, City of","Tenakee Springs","Tenakee Springs_grid","Southeast","0.71999999999999986","0.40999999999999986","0.31","0.56944444444444442","Yes","PCE","12","Tenakee Springs",NA
"156","SR-20","332650","240","Inside Passage Electric","Angoon","Angoon_grid","Southeast","0.61666666666666659","0.39416666666666655","0.2225","0.6391891891891891","Yes","PCE","12","Angoon",NA
"157","SR-41","332660","240","Inside Passage Electric","Chilkat Valley","Haines_grid","Southeast","0.61749999999999983","0.3949999999999998","0.2225","0.63967611336032371","Yes","PCE","6","Chilkat Valley",NA
"158","SR-75","332670","240","Inside Passage Electric","Hoonah","Hoonah_grid","Southeast","0.61749999999999983","0.3949999999999998","0.2225","0.63967611336032371","Yes","PCE","12","Hoonah",NA
"159","SR-82","332680","240","Inside Passage Electric","Kake","Kake_grid","Southeast","0.61749999999999983","0.3949999999999998","0.2225","0.63967611336032371","Yes","PCE","12","Kake",NA
"160","SR-93","332700","240","Inside Passage Electric","Klukwan","Haines_grid","Southeast","0.61749999999999983","0.3949999999999998","0.2225","0.63967611336032371","Yes","PCE","12","Klukwan",NA
"161","SR-60","331960","701","Elfin Cove Utility Commission","Elfin Cove","Elfin Cove_grid","Southeast","0.78166666666666673","0.37250000000000011","0.40916666666666662","0.47654584221748408","Yes","PCE","12","Elfin Cove",NA
"162","SR-77","332030","332","Hughes Power & Light","Hughes","Hughes_grid","Yukon-Koyukuk/Upper Tanana","0.71","0.56499999999999995","0.14499999999999999","0.79577464788732388","Yes","PCE","12","Hughes",NA
"163","SR-150","332530","364","Ruby, City of","Ruby","Ruby_grid","Yukon-Koyukuk/Upper Tanana","0.84","0.39749999999999985","0.44250000000000012","0.47321428571428553","Yes","PCE","11","Ruby",NA
"164","SR-111","332220","44","Mcgrath Light & Power","McGrath","McGrath_grid","Yukon-Koyukuk/Upper Tanana","0.85583333333333333","0.48500000000000004","0.37083333333333329","0.56669912366114905","Yes","PCE","12","McGrath",NA
"165","SR-27","331790","420","Beaver Joint Utilities","Beaver","Beaver_grid","Yukon-Koyukuk/Upper Tanana","0.90000000000000024","0.53750000000000031","0.36249999999999999","0.59722222222222243","Yes","PCE","12","Beaver",NA
"166","SR-23","331770","747","Arctic Village Electric Company","Arctic Village","Arctic Village_grid","Yukon-Koyukuk/Upper Tanana","0.93333333333333346","0.50666666666666682","0.42666666666666658","0.54285714285714293","Yes","PCE","12","Arctic Village",NA
"167","SR-34","331840","682","Chalkyitsik Village Council","Chalkyitsik","Chalkyitsik_grid","Yukon-Koyukuk/Upper Tanana","0.94999999999999984","0.55333333333333323","0.39666666666666667","0.58245614035087723","Yes","PCE","12","Chalkyitsik",NA
"168","SR-124","332330","416","Nikolai, City of","Nikolai","Nikolai_grid","Yukon-Koyukuk/Upper Tanana","0.90000000000000024","0.61833333333333362","0.28166666666666668","0.68703703703703722","Yes","PCE","12","Nikolai",NA
"169","SR-171","332600","92","Tanana Power Company Inc","Tanana","Tanana_grid","Yukon-Koyukuk/Upper Tanana","0.73250000000000004","0.45750000000000002","0.27500000000000002","0.62457337883959041","Yes","PCE","12","Tanana",NA
"170","SR-114","331460","169","Alaska Village Electric Cooperative","Minto","Minto_grid","Yukon-Koyukuk/Upper Tanana","0.6133333333333334","0.40833333333333344","0.20499999999999999","0.66576086956521752","Yes","PCE","3","Minto",NA
"171","SR-131","331520","169","Alaska Village Electric Cooperative","Nulato","Nulato_grid","Yukon-Koyukuk/Upper Tanana","0.625","0.42000000000000004","0.20499999999999999","0.67200000000000004","Yes","PCE","12","Nulato",NA
"172","SR-160","331620","169","Alaska Village Electric Cooperative","Shageluk","Shageluk_grid","Yukon-Koyukuk/Upper Tanana","0.66666666666666663","0.45999999999999996","0.20666666666666669","0.69","Yes","PCE","12","Shageluk",NA
"173","SR-22","331260","169","Alaska Village Electric Cooperative","Anvik","Anvik_grid","Yukon-Koyukuk/Upper Tanana","0.64666666666666683","0.44166666666666687","0.20499999999999999","0.68298969072164961","Yes","PCE","6","Anvik",NA
"174","SR-69","331340","169","Alaska Village Electric Cooperative","Grayling","Grayling_grid","Yukon-Koyukuk/Upper Tanana","0.63833333333333353","0.43333333333333357","0.20499999999999999","0.67885117493472602","Yes","PCE","12","Grayling",NA
"175","SR-74","331350","169","Alaska Village Electric Cooperative","Holy Cross","Holy Cross_grid","Yukon-Koyukuk/Upper Tanana","0.59499999999999986","0.39416666666666655","0.20083333333333331","0.66246498599439774","Yes","PCE","12","Holy Cross",NA
"176","SR-78","331370","169","Alaska Village Electric Cooperative","Huslia","Huslia_grid","Yukon-Koyukuk/Upper Tanana","0.59666666666666657","0.39583333333333326","0.20083333333333331","0.66340782122905029","Yes","PCE","12","Huslia",NA
"177","SR-85","331380","169","Alaska Village Electric Cooperative","Kaltag","Kaltag_grid","Yukon-Koyukuk/Upper Tanana","0.59833333333333327","0.39749999999999996","0.20083333333333331","0.66434540389972141","Yes","PCE","12","Kaltag",NA
"178","SR-108","332200","264","Manley Utilities","Manley Hot Springs","Manley Hot Springs_grid","Yukon-Koyukuk/Upper Tanana","0.87749999999999995","0.66166666666666663","0.21583333333333332","0.75403608736942074","Yes","PCE","12","Manley Hot Springs",NA
"179","SR-148","332520","759","Rampart Village Council","Rampart","Rampart_grid","Yukon-Koyukuk/Upper Tanana","0","0","0","0","Yes","0","0","Rampart",NA
"180","SR-33","331830","341","Central Electric Inc.","Central","Central_grid","Yukon-Koyukuk/Upper Tanana","0.7283333333333335","0.46333333333333343","0.26500000000000007","0.6361556064073226","Yes","PCE","12","Central",NA
"181","SR-45","331900","256","Circle Electric Utility","Circle","Circle_grid","Yukon-Koyukuk/Upper Tanana","0.77666666666666673","0.53583333333333338","0.24083333333333337","0.68991416309012876","Yes","PCE","4","Circle",NA
"182","SR-65","331990","274","Galena, City of","Galena","Galena_grid","Yukon-Koyukuk/Upper Tanana","0.67","0.34","0.33","0.5074626865671642","Yes","PCE","12","Galena",NA
"183","SR-30","331810","767","Birch Creek Electric Company","Birch Creek","Birch Creek_grid","Yukon-Koyukuk/Upper Tanana","0","0","0","0","Yes","0","0","Birch Creek",NA
"184","SR-129","331180","2","Alaska Power & Telephone Company","Northway","Northway_grid","Yukon-Koyukuk/Upper Tanana","0.69416666666666671","0.45916666666666672","0.23500000000000001","0.66146458583433376","Yes","PCE","12","Northway, Northway Village, Northway Junction",NA
"185","SR-17","331050","2","Alaska Power & Telephone Company","Allakaket","Allakaket_grid","Yukon-Koyukuk/Upper Tanana","0.88833333333333331","0.63666666666666671","0.25166666666666665","0.71669793621013145","Yes","PCE","12","Allakaket, Alatna",NA
"186","SR-175","331200","2","Alaska Power & Telephone Company","Tetlin","Tok_grid","Yukon-Koyukuk/Upper Tanana","0.46083333333333337","0.24583333333333332","0.21500000000000005","0.53345388788426751","Yes","PCE","12","Tetlin",NA
"187","SR-178","331220","2","Alaska Power & Telephone Company","Tok","Tok_grid","Yukon-Koyukuk/Upper Tanana","0.46249999999999997","0.24666666666666662","0.21583333333333335","0.53333333333333321","Yes","PCE","12","Tok, Tanacross",NA
"188","SR-29","331060","2","Alaska Power & Telephone Company","Bettles","Bettles_grid","Yukon-Koyukuk/Upper Tanana","0.79749999999999999","0.55249999999999999","0.245","0.69278996865203757","Yes","PCE","12","Bettles, Evansville",NA
"189","SR-55","331100","2","Alaska Power & Telephone Company","Dot Lake","Tok_grid","Yukon-Koyukuk/Upper Tanana","0.48916666666666675","0.24750000000000005","0.2416666666666667","0.50596252129471897","Yes","PCE","12","Dot Lake, Dot Lake Village",NA
"190","SR-56","331110","2","Alaska Power & Telephone Company","Eagle","Eagle_grid","Yukon-Koyukuk/Upper Tanana","0.72083333333333333","0.47750000000000004","0.24333333333333332","0.66242774566473994","Yes","PCE","12","Eagle, Eagle Village",NA
"191","SR-72","331130","2","Alaska Power & Telephone Company","Healy Lake","Healy Lake_grid","Yukon-Koyukuk/Upper Tanana","2.3975000000000004","0.81416666666666715","1.5833333333333333","0.33958985053875579","Yes","PCE","12","Healy Lake",NA
"192","SR-186","332880","663","Venetie Village Electric","Venetie","Venetie_grid","Yukon-Koyukuk/Upper Tanana","0.90000000000000024","0.52416666666666689","0.3758333333333333","0.58240740740740748","Yes","PCE","12","Venetie",NA
"193","SR-64","332020","63","Gwitchyaa Zhee Utilities Company","Fort Yukon","Fort Yukon_grid","Yukon-Koyukuk/Upper Tanana","0.62750000000000006","0.43750000000000011","0.18999999999999997","0.69721115537848621","Yes","PCE","12","Fort Yukon",NA
"194","SR-168","332570","709","Stevens Village Ira Council","Stevens Village","Stevens Village_grid","Yukon-Koyukuk/Upper Tanana","0","0","0","0","Yes","0","0","Stevens Village",NA
"195","SR-170","332580","394","Takotna Community Assoc Inc","Takotna","Takotna_grid","Yukon-Koyukuk/Upper Tanana","1.0199999999999998","0.60249999999999981","0.41749999999999998","0.59068627450980382","Yes","PCE","12","Takotna",NA
"196","SR-101","332140","687","Koyukuk, City of","Koyukuk","Koyukuk_grid","Yukon-Koyukuk/Upper Tanana","0.94999999999999984","0.48333333333333323","0.46666666666666662","0.50877192982456132","Yes","PCE","12","Koyukuk",NA
